,0,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,ASSET-BACKED SECURITIES,CONSTRUCTION AND ENGINEERING,DIVERSIFIED HOLDINGS,FINANCIAL SERVICES,INDUSTRIAL PRODUCTS,INFRASTRUCTURES AND UTILITIES,MINING & PETROLEUM,PLANTATION AND AGRICULTURE,PROPERTY AND REAL ESTATE,PUBLIC FINANCE,TRADING & SERVICES
2240,168,4.135,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2241,168,4.118,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2242,168,3.949,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2243,168,3.669,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2244,168,4.054,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2245,168,3.631,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2246,168,3.479,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2247,168,3.513,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2248,168,3.129,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2249,168,3.017,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2250,168,3.043,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2251,168,2.953,0.0,2,4.9,84,0,0,1,0,0,0,0,0,0,0,0
2252,169,6.15,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2253,169,6.04,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2254,169,6.12,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2255,169,6.114,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2256,169,6.079,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2257,169,5.801,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2258,169,5.672,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2259,169,6.32,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2260,169,5.8,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2261,169,5.713,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2262,169,5.727,0.0,2,6.15,180,0,1,0,0,0,0,0,0,0,0,0
2263,169,5.412,0.0,2,6.15,120,0,1,0,0,0,0,0,0,0,0,0
2264,169,5.324,0.0,2,6.15,120,0,1,0,0,0,0,0,0,0,0,0
2265,169,5.329,0.0,2,6.15,120,0,1,0,0,0,0,0,0,0,0,0
2266,169,5.311,0.0,2,6.15,120,0,1,0,0,0,0,0,0,0,0,0
2267,170,4.346,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2268,170,4.113,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2269,170,4.18,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2270,170,4.238,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2271,170,4.214,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2272,170,4.015,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2273,170,3.735,0.0,2,5.0,120,0,0,1,0,0,0,0,0,0,0,0
2274,170,4.199,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2275,170,3.717,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2276,170,3.598,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2277,170,3.632,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2278,170,3.243,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2279,170,3.159,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2280,170,3.194,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2281,170,3.109,0.0,2,5.0,84,0,0,1,0,0,0,0,0,0,0,0
2282,171,6.25,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2283,171,6.144,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2284,171,6.226,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2285,171,6.22,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2286,171,6.19,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2287,171,5.916,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2288,171,5.783,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2289,171,6.438,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2290,171,5.935,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2291,171,5.847,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2292,171,5.86,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2293,171,5.543,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2294,171,5.452,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2295,171,5.474,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2296,171,5.456,0.0,2,6.25,180,0,1,0,0,0,0,0,0,0,0,0
2297,172,4.428,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2298,172,4.18,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2299,172,4.266,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2300,172,4.333,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2301,172,4.304,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2302,172,4.079,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2303,172,3.803,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2304,172,4.324,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2305,172,3.804,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2306,172,3.706,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2307,172,3.748,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2308,172,3.362,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2309,172,3.284,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2310,172,3.319,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2311,172,3.257,0.0,2,5.1,120,0,0,1,0,0,0,0,0,0,0,0
2312,173,6.35,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2313,173,6.242,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2314,173,6.328,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2315,173,6.324,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2316,173,6.299,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2317,173,6.03,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2318,173,5.895,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2319,173,6.56,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2320,173,6.062,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2321,173,5.979,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2322,173,5.99,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2323,173,5.678,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2324,173,5.59,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2325,173,5.617,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2326,173,5.598,0.0,2,6.35,180,0,1,0,0,0,0,0,0,0,0,0
2327,174,6.5,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2328,174,6.387,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2329,174,6.474,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2330,174,6.476,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2331,174,6.454,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2332,174,6.192,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2333,174,6.057,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2334,174,6.734,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2335,174,6.236,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2336,174,6.161,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2337,174,6.17,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2338,174,5.868,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2339,174,5.786,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2340,174,5.813,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2341,174,5.79,0.0,2,6.5,180,0,1,0,0,0,0,0,0,0,0,0
2342,175,4.25,2.7,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2343,175,3.896,2.7,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2344,175,4.125,2.3,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2345,175,4.17,2.3,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2346,175,4.154,2.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2347,175,3.815,2.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2348,175,3.598,1.7,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2349,175,4.273,1.7,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2350,175,3.719,1.7,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2351,175,3.615,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2352,175,3.669,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2353,175,3.462,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2354,175,3.495,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2355,175,3.491,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2356,175,3.456,0.0,2,4.618,120,0,0,0,0,0,1,0,0,0,0,0
2357,176,4.27,3.0,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2358,176,4.057,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2359,176,4.263,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2360,176,4.292,2.3,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2361,176,4.307,2.0,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2362,176,4.04,2.0,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2363,176,3.822,2.3,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2364,176,4.558,1.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2365,176,4.02,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2366,176,3.979,2.0,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2367,176,4.034,1.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2368,176,3.835,1.3,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2369,176,3.858,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2370,176,3.905,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2371,176,3.868,2.7,2,4.6,180,0,0,1,0,0,0,0,0,0,0,0
2372,177,6.7,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2373,177,6.578,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2374,177,6.666,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2375,177,6.669,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2376,177,6.646,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2377,177,6.39,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2378,177,6.253,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2379,177,6.936,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2380,177,6.436,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2381,177,6.37,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2382,177,6.38,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2383,177,6.091,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2384,177,6.017,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2385,177,6.038,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2386,177,6.013,0.0,2,6.7,180,0,1,0,0,0,0,0,0,0,0,0
2387,178,4.42,1.7,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2388,178,4.108,2.7,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2389,178,4.334,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2390,178,4.366,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2391,178,4.39,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2392,178,4.158,2.3,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2393,178,3.947,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2394,178,4.684,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2395,178,4.145,2.7,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2396,178,4.12,2.3,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2397,178,4.179,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2398,178,3.995,1.3,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2399,178,4.045,2.3,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2400,178,4.098,2.0,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2401,178,4.087,2.3,2,5.15,240,0,0,1,0,0,0,0,0,0,0,0
2402,179,4.345,2.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2403,179,4.195,2.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2404,179,4.112,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2405,179,4.105,1.7,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2406,179,4.067,1.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2407,179,3.907,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2408,179,3.67,1.7,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2409,179,4.178,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2410,179,3.755,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2411,179,3.623,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2412,179,3.602,2.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2413,179,3.475,2.0,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2414,179,3.461,1.7,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2415,179,3.433,2.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2416,179,3.437,2.3,2,5.23,300,0,0,0,1,0,0,0,0,0,0,0
2417,180,4.457,1.7,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2418,180,4.302,2.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2419,180,4.241,1.7,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2420,180,4.272,1.7,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2421,180,4.234,1.3,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2422,180,4.018,2.3,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2423,180,3.775,2.3,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2424,180,4.458,3.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2425,180,3.936,3.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2426,180,3.811,2.3,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2427,180,3.781,2.3,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2428,180,3.627,2.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2429,180,3.609,2.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2430,180,3.577,1.7,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2431,180,3.586,0.0,2,4.82,300,0,0,0,1,0,0,0,0,0,0,0
2432,181,4.293,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2433,181,4.242,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2434,181,4.132,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2435,181,4.126,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2436,182,4.294,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2437,182,4.243,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2438,182,4.133,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2439,182,4.129,0.0,2,5.0,3,0,0,0,0,0,0,0,0,0,0,1
2440,183,4.111,0.0,2,5.35,12,0,0,1,0,0,0,0,0,0,0,0
2441,183,3.835,2.0,2,5.35,12,0,0,1,0,0,0,0,0,0,0,0
2442,183,3.89,2.0,2,5.35,12,0,0,1,0,0,0,0,0,0,0,0
2443,183,3.884,1.7,2,5.35,12,0,0,1,0,0,0,0,0,0,0,0
2444,184,3.949,0.0,2,3.95,12,0,0,0,0,0,1,0,0,0,0,0
2445,184,3.81,0.0,2,3.95,12,0,0,0,0,0,1,0,0,0,0,0
2446,184,3.711,0.0,2,3.95,12,0,0,0,0,0,1,0,0,0,0,0
2447,184,3.481,0.0,2,3.95,12,0,0,0,0,0,1,0,0,0,0,0
2448,184,3.511,0.0,2,3.95,6,0,0,0,0,0,1,0,0,0,0,0
2449,184,3.279,0.0,2,3.95,6,0,0,0,0,0,1,0,0,0,0,0
2450,184,3.049,0.0,2,3.95,6,0,0,0,0,0,1,0,0,0,0,0
2451,184,3.034,0.0,2,3.95,3,0,0,0,0,0,1,0,0,0,0,0
2452,184,2.782,0.0,2,3.95,3,0,0,0,0,0,1,0,0,0,0,0
2453,184,2.704,0.0,2,3.95,3,0,0,0,0,0,1,0,0,0,0,0
2454,184,2.69,0.0,2,3.95,3,0,0,0,0,0,1,0,0,0,0,0
2455,185,4.199,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2456,185,4.099,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2457,185,3.911,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2458,185,3.971,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2459,185,3.773,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2460,185,3.574,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2461,185,3.555,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2462,185,3.366,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2463,185,3.289,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2464,185,3.262,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2465,185,3.138,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2466,186,4.199,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2467,186,4.099,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2468,186,3.911,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2469,186,3.971,0.0,2,5.3,12,0,0,0,0,0,0,0,0,0,0,1
2470,186,3.773,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2471,186,3.574,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2472,186,3.555,0.0,2,5.3,6,0,0,0,0,0,0,0,0,0,0,1
2473,186,3.366,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2474,186,3.289,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2475,186,3.262,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2476,186,3.138,0.0,2,5.3,3,0,0,0,0,0,0,0,0,0,0,1
2477,187,3.493,0.0,2,3.6,12,0,0,0,0,0,0,0,0,1,0,0
2478,187,3.407,0.0,2,3.6,12,0,0,0,0,0,0,0,0,1,0,0
2479,187,3.163,0.0,2,3.6,12,0,0,0,0,0,0,0,0,1,0,0
2480,187,3.245,0.0,2,3.6,12,0,0,0,0,0,0,0,0,1,0,0
2481,187,3.043,0.0,2,3.6,6,0,0,0,0,0,0,0,0,1,0,0
2482,187,2.842,0.0,2,3.6,6,0,0,0,0,0,0,0,0,1,0,0
2483,187,2.825,0.0,2,3.6,6,0,0,0,0,0,0,0,0,1,0,0
2484,187,2.906,0.0,2,3.6,3,0,0,0,0,0,0,0,0,1,0,0
2485,187,2.862,0.0,2,3.6,3,0,0,0,0,0,0,0,0,1,0,0
2486,187,2.852,0.0,2,3.6,3,0,0,0,0,0,0,0,0,1,0,0
2487,187,2.729,0.0,2,3.6,3,0,0,0,0,0,0,0,0,1,0,0
2488,188,2.845,0.0,2,2.64,12,0,0,1,0,0,0,0,0,0,0,0
2489,188,2.585,0.0,2,2.64,12,0,0,1,0,0,0,0,0,0,0,0
2490,188,2.622,0.0,2,2.64,12,0,0,1,0,0,0,0,0,0,0,0
2491,188,2.264,0.0,2,2.64,12,0,0,1,0,0,0,0,0,0,0,0
2492,188,2.143,0.0,2,2.64,12,0,0,1,0,0,0,0,0,0,0,0
2493,188,2.136,0.0,2,2.64,6,0,0,1,0,0,0,0,0,0,0,0
2494,188,2.057,0.0,2,2.64,6,0,0,1,0,0,0,0,0,0,0,0
2495,189,3.029,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2496,189,2.927,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2497,189,3.486,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2498,189,3.251,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2499,189,3.182,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2500,189,3.21,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2501,189,3.285,0.0,2,3.7,6,0,0,0,0,0,0,0,0,1,0,0
2502,190,2.926,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2503,190,3.486,0.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2504,190,3.25,2.7,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2505,190,3.182,2.3,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2506,190,3.21,2.0,2,3.7,12,0,0,0,0,0,0,0,0,1,0,0
2507,190,3.284,1.3,2,3.7,6,0,0,0,0,0,0,0,0,1,0,0
2508,191,3.004,0.0,2,3.2,12,0,1,0,0,0,0,0,0,0,0,0
2509,191,2.84,0.0,2,3.2,12,0,1,0,0,0,0,0,0,0,0,0
2510,191,2.76,0.0,2,3.2,12,0,1,0,0,0,0,0,0,0,0,0
2511,191,2.771,0.0,2,3.2,12,0,1,0,0,0,0,0,0,0,0,0
2512,191,2.746,0.0,2,3.2,12,0,1,0,0,0,0,0,0,0,0,0
2513,192,2.94,0.0,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2514,192,2.91,0.0,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2515,192,2.995,3.0,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2516,192,2.927,2.7,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2517,192,2.931,2.3,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2518,192,2.857,2.3,2,3.5,12,0,0,0,0,0,0,0,0,1,0,0
2519,193,2.845,0.0,2,3.0,12,0,0,0,0,0,1,0,0,0,0,0
2520,193,2.614,0.0,2,3.0,12,0,0,0,0,0,1,0,0,0,0,0
2521,193,2.532,0.0,2,3.0,12,0,0,0,0,0,1,0,0,0,0,0
2522,193,2.499,0.0,2,3.0,12,0,0,0,0,0,1,0,0,0,0,0
2523,193,2.517,0.0,2,3.0,12,0,0,0,0,0,1,0,0,0,0,0
2524,194,2.87,0.0,2,3.15,12,0,0,0,0,0,0,0,0,0,0,1
2525,194,2.781,0.0,2,3.15,12,0,0,0,0,0,0,0,0,0,0,1
2526,194,2.761,0.0,2,3.15,12,0,0,0,0,0,0,0,0,0,0,1
2527,194,2.749,2.3,2,3.15,12,0,0,0,0,0,0,0,0,0,0,1
2528,195,3.26,0.0,2,3.3,12,0,0,0,0,0,1,0,0,0,0,0
2529,195,3.174,0.0,2,3.3,12,0,0,0,0,0,1,0,0,0,0,0
2530,195,3.159,0.0,2,3.3,12,0,0,0,0,0,1,0,0,0,0,0
2531,195,3.086,0.0,2,3.3,12,0,0,0,0,0,1,0,0,0,0,0
2532,196,3.02,0.0,2,2.99,12,0,0,0,0,0,0,0,0,1,0,0
2533,196,2.945,0.0,2,2.99,12,0,0,0,0,0,0,0,0,1,0,0
2534,196,2.944,0.0,2,2.99,12,0,0,0,0,0,0,0,0,1,0,0
2535,196,2.874,0.0,2,2.99,12,0,0,0,0,0,0,0,0,1,0,0
2536,197,2.545,2.3,2,2.55,12,0,0,0,0,0,1,0,0,0,0,0
2537,198,2.029,0.0,2,2.03,12,0,0,0,0,0,0,1,0,0,0,0
2538,199,3.197,0.0,2,3.33,12,0,0,0,0,0,1,0,0,0,0,0
2539,200,3.75,0.0,2,3.77,12,0,1,0,0,0,0,0,0,0,0,0
2540,201,3.289,0.0,2,4.15,3,0,0,0,0,0,1,0,0,0,0,0
2541,202,4.466,0.0,2,4.96,6,0,0,0,0,0,1,0,0,0,0,0
2542,202,4.42,0.0,2,4.96,6,0,0,0,0,0,1,0,0,0,0,0
2543,202,4.316,0.0,2,4.96,6,0,0,0,0,0,1,0,0,0,0,0
2544,202,4.325,0.0,2,4.96,3,0,0,0,0,0,1,0,0,0,0,0
2545,202,4.226,0.0,2,4.96,3,0,0,0,0,0,1,0,0,0,0,0
2546,203,4.145,2.7,2,5.07,12,0,0,0,0,0,1,0,0,0,0,0
2547,203,4.071,2.7,2,5.07,12,0,0,0,0,0,1,0,0,0,0,0
2548,203,3.95,2.7,2,5.07,6,0,0,0,0,0,1,0,0,0,0,0
2549,203,3.957,0.0,2,5.07,6,0,0,0,0,0,1,0,0,0,0,0
2550,203,3.847,0.0,2,5.07,3,0,0,0,0,0,1,0,0,0,0,0
2551,203,3.747,0.0,2,5.07,3,0,0,0,0,0,1,0,0,0,0,0
2552,203,3.564,0.0,2,5.07,3,0,0,0,0,0,1,0,0,0,0,0
2553,203,3.571,0.0,2,5.07,3,0,0,0,0,0,1,0,0,0,0,0
2554,204,4.465,0.0,2,5.15,24,0,0,0,0,0,1,0,0,0,0,0
2555,204,4.406,0.0,2,5.15,24,0,0,0,0,0,1,0,0,0,0,0
2556,204,4.406,0.0,2,5.15,24,0,0,0,0,0,1,0,0,0,0,0
2557,204,4.715,2.3,2,5.15,24,0,0,0,0,0,1,0,0,0,0,0
2558,204,4.623,1.7,2,5.15,24,0,0,0,0,0,1,0,0,0,0,0
