,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
6184,2020-01-01,493,4.315,2.3,2.0,4.4,0,5.746,100.488,100.347,99.684,0.0,0.0,0.0,0.0,100.347
6185,2020-02-01,493,4.076,2.0,2.0,4.4,0,5.674,101.873,100.488,100.347,99.684,0.0,0.0,0.0,100.488
6186,2020-03-01,493,3.855,2.0,2.0,4.4,0,5.612,103.147,101.873,100.488,100.347,99.684,0.0,0.0,101.873
6187,2020-04-01,493,4.456,1.7,2.0,4.4,0,5.496,99.685,103.147,101.873,100.488,100.347,99.684,0.0,103.147
6188,2020-05-01,493,3.801,3.3,2.0,4.4,0,5.565,103.387,99.685,103.147,101.873,100.488,100.347,99.684,99.685
6189,2020-06-01,493,3.737,2.7,2.0,4.4,0,5.493,103.715,103.387,99.685,103.147,101.873,100.488,100.347,103.387
6190,2020-07-01,493,3.746,3.0,2.0,4.4,0,5.412,103.621,103.715,103.387,99.685,103.147,101.873,100.488,103.715
6191,2020-08-01,493,3.475,2.3,2.0,4.4,0,5.337,105.102,103.621,103.715,103.387,99.685,103.147,101.873,103.621
6192,2020-09-01,493,3.429,2.3,2.0,4.4,0,5.261,105.303,105.102,103.621,103.715,103.387,99.685,103.147,105.102
6193,2020-10-01,493,3.373,2.0,2.0,4.4,0,5.183,105.553,105.303,105.102,103.621,103.715,103.387,99.685,105.303
6194,2020-11-01,493,3.338,1.3,2.0,4.4,0,5.208,105.672,105.553,105.303,105.102,103.621,103.715,103.387,105.553
6196,2019-12-01,494,3.752,0.0,2.0,3.8,0,6.01,100.287,100.0,0.0,0.0,0.0,0.0,0.0,100.0
6197,2020-01-01,494,3.716,0.0,2.0,3.8,0,5.929,100.498,100.287,100.0,0.0,0.0,0.0,0.0,100.287
6198,2020-02-01,494,3.411,0.0,2.0,3.8,0,5.86,102.32,100.498,100.287,100.0,0.0,0.0,0.0,100.498
6199,2020-03-01,494,3.127,2.3,2.0,3.8,0,5.801,104.015,102.32,100.498,100.287,100.0,0.0,0.0,102.32
6200,2020-04-01,494,3.824,2.0,2.0,3.8,0,5.681,99.859,104.015,102.32,100.498,100.287,100.0,0.0,104.015
6201,2020-05-01,494,3.212,2.0,2.0,3.8,0,5.731,103.419,99.859,104.015,102.32,100.498,100.287,100.0,99.859
6202,2020-06-01,494,3.164,1.7,2.0,3.8,0,5.658,103.663,103.419,99.859,104.015,102.32,100.498,100.287,103.419
6203,2020-07-01,494,3.19,1.7,2.0,3.8,0,5.576,103.468,103.663,103.419,99.859,104.015,102.32,100.498,103.663
6204,2020-08-01,494,2.737,2.3,2.0,3.8,0,5.51,106.056,103.468,103.663,103.419,99.859,104.015,102.32,103.468
6205,2020-09-01,494,2.673,2.0,2.0,3.8,0,5.434,106.359,106.056,103.468,103.663,103.419,99.859,104.015,106.056
6206,2020-10-01,494,2.742,1.7,2.0,3.8,0,5.35,105.885,106.359,106.056,103.468,103.663,103.419,99.859,106.359
6207,2020-11-01,494,2.74,1.7,2.0,3.8,0,5.359,105.821,105.885,106.359,106.056,103.468,103.663,103.419,105.885
6209,2020-01-01,495,4.085,0.0,2.0,4.117,0,5.909,100.186,100.101,0.0,0.0,0.0,0.0,0.0,100.101
6210,2020-02-01,495,3.844,2.0,2.0,4.117,0,5.838,101.613,100.186,100.101,0.0,0.0,0.0,0.0,100.186
6211,2020-03-01,495,3.628,1.7,2.0,4.117,0,5.775,102.886,101.613,100.186,100.101,0.0,0.0,0.0,101.613
6212,2020-04-01,495,4.185,1.7,2.0,4.117,0,5.662,99.606,102.886,101.613,100.186,100.101,0.0,0.0,102.886
6213,2020-05-01,495,3.598,1.3,2.0,4.117,0,5.607,102.999,99.606,102.886,101.613,100.186,100.101,0.0,99.606
6214,2020-06-01,495,3.535,1.3,2.0,4.117,0,5.645,103.335,102.999,99.606,102.886,101.613,100.186,100.101,102.999
6215,2020-07-01,495,3.703,1.3,2.0,4.117,0,5.556,102.33,103.335,102.999,99.606,102.886,101.613,100.186,103.335
6216,2020-08-01,495,3.472,2.3,2.0,4.117,0,5.479,103.612,102.33,103.335,102.999,99.606,102.886,101.613,102.33
6217,2020-09-01,495,3.413,3.3,2.0,4.117,0,5.404,103.905,103.612,102.33,103.335,102.999,99.606,102.886,103.612
6218,2020-10-01,495,3.323,3.0,2.0,4.117,0,5.327,104.366,103.905,103.612,102.33,103.335,102.999,99.606,103.905
6219,2020-11-01,495,3.333,2.7,2.0,4.117,0,5.241,104.256,104.366,103.905,103.612,102.33,103.335,102.999,104.366
6221,2020-02-01,496,3.755,0.0,2.0,4.05,0,5.896,101.759,100.171,0.0,0.0,0.0,0.0,0.0,100.171
6222,2020-03-01,496,3.625,0.0,2.0,4.05,0,5.828,102.522,101.759,100.171,0.0,0.0,0.0,0.0,101.759
6223,2020-04-01,496,4.362,2.3,2.0,4.05,0,5.705,98.205,102.522,101.759,100.171,0.0,0.0,0.0,102.522
6224,2020-05-01,496,3.449,3.3,2.0,4.05,0,5.669,103.51,98.205,102.522,101.759,100.171,0.0,0.0,98.205
6225,2020-06-01,496,3.4,3.0,2.0,4.05,0,5.596,103.766,103.51,98.205,102.522,101.759,100.171,0.0,103.51
6226,2020-07-01,496,3.434,2.7,2.0,4.05,0,5.624,103.523,103.766,103.51,98.205,102.522,101.759,100.171,103.766
6227,2020-08-01,496,3.166,2.7,2.0,4.05,0,5.549,105.035,103.523,103.766,103.51,98.205,102.522,101.759,103.523
6228,2020-09-01,496,3.115,2.3,2.0,4.05,0,5.473,105.274,105.035,103.523,103.766,103.51,98.205,102.522,105.035
6229,2020-10-01,496,3.043,3.3,2.0,4.05,0,5.396,105.626,105.274,105.035,103.523,103.766,103.51,98.205,105.274
6230,2020-11-01,496,2.989,3.7,2.0,4.05,0,5.313,105.862,105.626,105.274,105.035,103.523,103.766,103.51,105.626
6232,2020-02-01,497,4.41,2.3,2.0,4.85,0,5.759,102.572,100.541,0.0,0.0,0.0,0.0,0.0,100.541
6233,2020-03-01,497,4.223,3.0,2.0,4.85,0,5.695,103.655,102.572,100.541,0.0,0.0,0.0,0.0,102.572
6234,2020-04-01,497,5.39,3.3,2.0,4.85,0,5.543,96.992,103.655,102.572,100.541,0.0,0.0,0.0,103.655
6235,2020-05-01,497,5.16,3.3,2.0,4.85,0,5.469,98.279,96.992,103.655,102.572,100.541,0.0,0.0,96.992
6236,2020-06-01,497,4.926,3.0,2.0,4.85,0,5.409,99.579,98.279,96.992,103.655,102.572,100.541,0.0,98.279
6237,2020-07-01,497,4.806,2.7,2.0,4.85,0,5.467,100.239,99.579,98.279,96.992,103.655,102.572,100.541,99.579
6238,2020-08-01,497,4.553,2.7,2.0,4.85,0,5.393,101.617,100.239,99.579,98.279,96.992,103.655,102.572,100.239
6239,2020-09-01,497,4.5,2.0,2.0,4.85,0,5.318,101.888,101.617,100.239,99.579,98.279,96.992,103.655,101.617
6240,2020-10-01,497,4.482,2.7,2.0,4.85,0,5.238,101.965,101.888,101.617,100.239,99.579,98.279,96.992,101.888
6241,2020-11-01,497,4.459,2.3,2.0,4.85,0,5.154,102.065,101.965,101.888,101.617,100.239,99.579,98.279,101.965
6243,2020-02-01,498,3.819,2.0,2.0,4.3,0,5.909,102.885,99.999,0.0,0.0,0.0,0.0,0.0,99.999
6244,2020-03-01,498,3.652,2.3,2.0,4.3,0,5.843,103.872,102.885,99.999,0.0,0.0,0.0,0.0,102.885
6245,2020-04-01,498,4.131,2.7,2.0,4.3,0,5.734,100.979,103.872,102.885,99.999,0.0,0.0,0.0,103.872
6246,2020-05-01,498,3.482,2.0,2.0,4.3,0,5.684,104.807,100.979,103.872,102.885,99.999,0.0,0.0,100.979
6247,2020-06-01,498,3.42,2.0,2.0,4.3,0,5.612,105.131,104.807,100.979,103.872,102.885,99.999,0.0,104.807
6248,2020-07-01,498,3.45,2.3,2.0,4.3,0,5.645,104.898,105.131,104.807,100.979,103.872,102.885,99.999,105.131
6249,2020-08-01,498,3.171,2.3,2.0,4.3,0,5.57,106.482,104.898,105.131,104.807,100.979,103.872,102.885,104.898
6250,2020-09-01,498,3.163,2.7,2.0,4.3,0,5.493,106.455,106.482,104.898,105.131,104.807,100.979,103.872,106.482
6251,2020-10-01,498,3.048,2.7,2.0,4.3,0,5.418,107.05,106.455,106.482,104.898,105.131,104.807,100.979,106.455
6252,2020-11-01,498,3.037,2.0,2.0,4.3,0,5.332,107.024,107.05,106.455,106.482,104.898,105.131,104.807,107.05
6254,2020-07-01,499,3.179,2.0,2.0,3.14,0,6.106,99.759,100.067,0.0,0.0,0.0,0.0,0.0,100.067
6255,2020-08-01,499,2.76,3.3,2.0,3.14,0,6.04,102.331,99.759,100.067,0.0,0.0,0.0,0.0,99.759
6256,2020-09-01,499,2.736,3.0,2.0,3.14,0,5.963,102.454,102.331,99.759,100.067,0.0,0.0,0.0,102.331
6257,2020-10-01,499,2.802,2.7,2.0,3.14,0,5.878,102.026,102.454,102.331,99.759,100.067,0.0,0.0,102.454
6258,2020-11-01,499,2.765,2.7,2.0,3.14,0,5.794,102.225,102.026,102.454,102.331,99.759,100.067,0.0,102.026
6260,2020-07-01,500,5.753,0.0,2.0,5.8,0,5.562,100.256,100.427,0.0,0.0,0.0,0.0,0.0,100.427
6261,2020-08-01,500,5.688,3.3,2.0,5.8,0,5.478,100.613,100.256,100.427,0.0,0.0,0.0,0.0,100.256
6262,2020-09-01,500,5.689,3.3,2.0,5.8,0,5.401,100.601,100.613,100.256,100.427,0.0,0.0,0.0,100.613
6263,2020-10-01,500,5.785,3.0,2.0,5.8,0,5.315,100.074,100.601,100.613,100.256,100.427,0.0,0.0,100.601
6264,2020-11-01,500,5.514,3.0,2.0,5.8,0,5.247,101.548,100.074,100.601,100.613,100.256,100.427,0.0,100.074
6266,2020-08-01,501,2.8,2.7,2.0,3.32,0,6.068,103.212,100.473,0.0,0.0,0.0,0.0,0.0,100.473
6267,2020-09-01,501,2.723,2.3,2.0,3.32,0,5.994,103.659,103.212,100.473,0.0,0.0,0.0,0.0,103.212
6268,2020-10-01,501,2.797,2.7,2.0,3.32,0,5.909,103.161,103.659,103.212,100.473,0.0,0.0,0.0,103.659
6269,2020-11-01,501,2.785,2.7,2.0,3.32,0,5.823,103.197,103.161,103.659,103.212,100.473,0.0,0.0,103.161
6271,2020-08-01,502,3.219,0.0,2.0,3.5,0,6.048,101.717,100.122,0.0,0.0,0.0,0.0,0.0,100.122
6272,2020-09-01,502,3.18,0.0,2.0,3.5,0,5.972,101.937,101.717,100.122,0.0,0.0,0.0,0.0,101.717
6273,2020-10-01,502,3.096,0.0,2.0,3.5,0,5.896,102.427,101.937,101.717,100.122,0.0,0.0,0.0,101.937
6274,2020-11-01,502,3.049,0.0,2.0,3.5,0,5.812,102.682,102.427,101.937,101.717,100.122,0.0,0.0,102.427
6276,2020-08-01,503,3.619,0.0,2.0,3.95,0,5.96,101.995,100.259,0.0,0.0,0.0,0.0,0.0,100.259
6277,2020-09-01,503,3.286,2.0,2.0,3.95,0,5.901,104.01,101.995,100.259,0.0,0.0,0.0,0.0,101.995
6278,2020-10-01,503,3.213,2.7,2.0,3.95,0,5.824,104.414,104.01,101.995,100.259,0.0,0.0,0.0,104.01
6279,2020-11-01,503,3.185,2.3,2.0,3.95,0,5.74,104.534,104.414,104.01,101.995,100.259,0.0,0.0,104.414
6281,2020-09-01,504,3.97,0.0,2.0,4.15,0,5.906,101.069,100.737,0.0,0.0,0.0,0.0,0.0,100.737
6282,2020-10-01,504,3.898,2.3,2.0,4.15,0,5.83,101.486,101.069,100.737,0.0,0.0,0.0,0.0,101.069
6283,2020-11-01,504,3.87,1.7,2.0,4.15,0,5.745,101.634,101.486,101.069,100.737,0.0,0.0,0.0,101.486
6285,2020-10-01,505,3.998,2.7,2.0,4.25,0,5.884,101.496,100.915,0.0,0.0,0.0,0.0,0.0,100.915
6286,2020-11-01,505,3.972,1.7,2.0,4.25,0,5.799,101.633,101.496,100.915,0.0,0.0,0.0,0.0,101.496
6288,2020-10-01,506,3.235,2.0,2.0,3.3,0,6.114,100.397,100.0,0.0,0.0,0.0,0.0,0.0,100.0
6289,2020-11-01,506,3.207,1.7,2.0,3.3,0,6.03,100.562,100.397,100.0,0.0,0.0,0.0,0.0,100.397
6291,2020-11-01,507,2.807,0.0,2.0,2.91,0,6.203,100.641,100.548,0.0,0.0,0.0,0.0,0.0,100.548
6297,2019-09-01,512,3.119,2.3,2.0,4.1,0,0.222,100.21,100.288,0.0,0.0,0.0,0.0,0.0,100.288
6298,2019-10-01,512,3.141,2.0,2.0,4.1,0,0.146,100.133,100.21,100.288,0.0,0.0,0.0,0.0,100.21
6299,2019-11-01,512,3.163,1.7,2.0,4.1,0,0.062,100.054,100.133,100.21,100.288,0.0,0.0,0.0,100.133
6301,2019-09-01,513,3.52,1.7,2.0,4.9,0,0.232,100.31,100.397,0.0,0.0,0.0,0.0,0.0,100.397
6302,2019-10-01,513,3.409,1.3,2.0,4.9,0,0.157,100.225,100.31,100.397,0.0,0.0,0.0,0.0,100.31
6303,2019-11-01,513,3.414,1.7,2.0,4.9,0,0.072,100.102,100.225,100.31,100.397,0.0,0.0,0.0,100.225
6305,2019-09-01,514,3.204,2.3,2.0,4.22,0,0.345,100.344,100.369,0.0,0.0,0.0,0.0,0.0,100.369
6306,2019-10-01,514,3.3,3.0,2.0,4.22,0,0.27,100.24,100.344,100.369,0.0,0.0,0.0,0.0,100.344
6307,2019-11-01,514,3.287,2.3,2.0,4.22,0,0.187,100.166,100.24,100.344,100.369,0.0,0.0,0.0,100.24
6308,2019-12-01,514,3.263,2.3,2.0,4.22,0,0.102,100.092,100.166,100.24,100.344,100.369,0.0,0.0,100.166
6309,2020-01-01,514,3.186,2.0,2.0,4.22,0,0.018,100.017,100.092,100.166,100.24,100.344,100.369,0.0,100.092
6311,2019-09-01,515,3.601,0.0,2.0,5.0,0,0.457,100.636,100.652,0.0,0.0,0.0,0.0,0.0,100.652
6312,2019-10-01,515,3.658,0.0,2.0,5.0,0,0.382,100.505,100.636,100.652,0.0,0.0,0.0,0.0,100.636
6313,2019-11-01,515,3.666,0.0,2.0,5.0,0,0.299,100.389,100.505,100.636,100.652,0.0,0.0,0.0,100.505
6314,2019-12-01,515,3.58,0.0,2.0,5.0,0,0.216,100.296,100.389,100.505,100.636,100.652,0.0,0.0,100.389
6316,2019-09-01,516,3.585,0.0,2.0,4.75,0,0.898,101.049,101.059,0.0,0.0,0.0,0.0,0.0,101.059
6317,2019-10-01,516,3.495,0.0,2.0,4.75,0,0.823,101.037,101.049,101.059,0.0,0.0,0.0,0.0,101.049
6318,2019-11-01,516,3.508,0.0,2.0,4.75,0,0.74,100.924,101.037,101.049,101.059,0.0,0.0,0.0,101.037
6319,2019-12-01,516,3.45,0.0,2.0,4.75,0,0.657,100.861,100.924,101.037,101.049,101.059,0.0,0.0,100.924
6320,2020-01-01,516,3.374,0.0,2.0,4.75,0,0.573,100.8,100.861,100.924,101.037,101.049,101.059,0.0,100.861
6321,2020-02-01,516,3.29,0.0,2.0,4.75,0,0.487,100.728,100.8,100.861,100.924,101.037,101.049,101.059,100.8
6322,2020-03-01,516,3.112,0.0,2.0,4.75,0,0.428,100.698,100.728,100.8,100.861,100.924,101.037,101.049,100.728
6323,2020-04-01,516,3.167,0.0,2.0,4.75,0,0.348,100.543,100.698,100.728,100.8,100.861,100.924,101.037,100.698
6324,2020-05-01,516,2.956,0.0,2.0,4.75,0,0.26,100.457,100.543,100.698,100.728,100.8,100.861,100.924,100.543
6325,2020-06-01,516,2.746,0.0,2.0,4.75,0,0.184,100.361,100.457,100.543,100.698,100.728,100.8,100.861,100.457
6326,2020-07-01,516,2.709,0.0,2.0,4.75,0,0.102,100.204,100.361,100.457,100.543,100.698,100.728,100.8,100.361
6327,2020-08-01,516,2.537,0.0,2.0,4.75,0,0.012,100.027,100.204,100.361,100.457,100.543,100.698,100.728,100.204
6329,2019-09-01,517,3.573,1.7,2.0,4.66,0,0.917,101.0,100.981,0.0,0.0,0.0,0.0,0.0,100.981
6330,2019-10-01,517,3.427,2.3,2.0,4.66,0,0.843,101.042,101.0,100.981,0.0,0.0,0.0,0.0,101.0
6331,2019-11-01,517,3.402,2.7,2.0,4.66,0,0.759,100.96,101.042,101.0,100.981,0.0,0.0,0.0,101.042
6332,2019-12-01,517,3.363,3.0,2.0,4.66,0,0.676,100.884,100.96,101.042,101.0,100.981,0.0,0.0,100.96
6333,2020-01-01,517,3.289,3.0,2.0,4.66,0,0.593,100.823,100.884,100.96,101.042,101.0,100.981,0.0,100.884
6334,2020-02-01,517,3.219,2.7,2.0,4.66,0,0.507,100.745,100.823,100.884,100.96,101.042,101.0,100.981,100.823
6335,2020-03-01,517,3.012,3.3,2.0,4.66,0,0.447,100.734,100.745,100.823,100.884,100.96,101.042,101.0,100.745
6336,2020-04-01,517,3.057,3.3,2.0,4.66,0,0.367,100.582,100.734,100.745,100.823,100.884,100.96,101.042,100.734
6337,2020-05-01,517,2.889,3.3,2.0,4.66,0,0.279,100.485,100.582,100.734,100.745,100.823,100.884,100.96,100.582
6338,2020-06-01,517,2.66,2.3,2.0,4.66,0,0.203,100.399,100.485,100.582,100.734,100.745,100.823,100.884,100.485
6339,2020-07-01,517,2.638,2.3,2.0,4.66,0,0.122,100.24,100.399,100.485,100.582,100.734,100.745,100.823,100.399
6340,2020-08-01,517,2.441,2.0,2.0,4.66,0,0.031,100.068,100.24,100.399,100.485,100.582,100.734,100.745,100.24
6342,2019-09-01,518,3.494,0.0,2.0,3.9,0,0.957,100.389,100.174,0.0,0.0,0.0,0.0,0.0,100.174
6343,2019-10-01,518,3.376,0.0,2.0,3.9,0,0.882,100.462,100.389,100.174,0.0,0.0,0.0,0.0,100.389
6344,2019-11-01,518,3.378,0.0,2.0,3.9,0,0.799,100.416,100.462,100.389,100.174,0.0,0.0,0.0,100.462
6345,2019-12-01,518,3.36,0.0,2.0,3.9,0,0.715,100.386,100.416,100.462,100.389,100.174,0.0,0.0,100.416
6346,2020-01-01,518,3.314,0.0,2.0,3.9,0,0.632,100.372,100.386,100.416,100.462,100.389,100.174,0.0,100.386
6347,2020-02-01,518,3.223,0.0,2.0,3.9,0,0.546,100.374,100.372,100.386,100.416,100.462,100.389,100.174,100.372
6348,2020-03-01,518,2.974,0.0,2.0,3.9,0,0.485,100.448,100.374,100.372,100.386,100.416,100.462,100.389,100.374
6349,2020-04-01,518,3.061,0.0,2.0,3.9,0,0.405,100.335,100.448,100.374,100.372,100.386,100.416,100.462,100.448
6350,2020-05-01,518,2.888,0.0,2.0,3.9,0,0.316,100.314,100.335,100.448,100.374,100.372,100.386,100.416,100.335
6351,2020-06-01,518,2.604,0.0,2.0,3.9,0,0.241,100.306,100.314,100.335,100.448,100.374,100.372,100.386,100.314
6352,2020-07-01,518,2.609,0.0,2.0,3.9,0,0.16,100.201,100.306,100.314,100.335,100.448,100.374,100.372,100.306
6353,2020-08-01,518,2.333,0.0,2.0,3.9,0,0.07,100.107,100.201,100.306,100.314,100.335,100.448,100.374,100.201
6355,2019-09-01,519,3.465,2.3,2.0,4.55,0,0.881,100.958,100.952,0.0,0.0,0.0,0.0,0.0,100.952
6356,2019-10-01,519,3.392,2.3,2.0,4.55,0,0.805,100.936,100.958,100.952,0.0,0.0,0.0,0.0,100.958
6357,2019-11-01,519,3.417,2.0,2.0,4.55,0,0.722,100.822,100.936,100.958,100.952,0.0,0.0,0.0,100.936
6358,2019-12-01,519,3.375,2.0,2.0,4.55,0,0.638,100.757,100.822,100.936,100.958,100.952,0.0,0.0,100.822
6359,2020-01-01,519,3.325,2.0,2.0,4.55,0,0.555,100.69,100.757,100.822,100.936,100.958,100.952,0.0,100.757
6360,2020-02-01,519,3.286,2.3,2.0,4.55,0,0.484,100.611,100.69,100.757,100.822,100.936,100.958,100.952,100.69
6361,2020-03-01,519,3.09,2.0,2.0,4.55,0,0.407,100.589,100.611,100.69,100.757,100.822,100.936,100.958,100.611
6362,2020-04-01,519,3.088,3.0,2.0,4.55,0,0.327,100.47,100.589,100.611,100.69,100.757,100.822,100.936,100.589
6363,2020-05-01,519,2.924,2.3,2.0,4.55,0,0.238,100.379,100.47,100.589,100.611,100.69,100.757,100.822,100.47
6364,2020-06-01,519,2.636,2.3,2.0,4.55,0,0.162,100.304,100.379,100.47,100.589,100.611,100.69,100.757,100.379
6365,2020-07-01,519,2.62,2.0,2.0,4.55,0,0.081,100.152,100.304,100.379,100.47,100.589,100.611,100.69,100.304
6367,2019-09-01,520,3.511,2.3,2.0,4.59,0,1.345,101.46,101.367,0.0,0.0,0.0,0.0,0.0,101.367
6368,2019-10-01,520,3.454,2.0,2.0,4.59,0,1.27,101.454,101.46,101.367,0.0,0.0,0.0,0.0,101.46
6369,2019-11-01,520,3.462,2.0,2.0,4.59,0,1.186,101.352,101.454,101.46,101.367,0.0,0.0,0.0,101.454
6370,2019-12-01,520,3.436,2.0,2.0,4.59,0,1.103,101.291,101.352,101.454,101.46,101.367,0.0,0.0,101.352
6371,2020-01-01,520,3.395,0.0,2.0,4.59,0,1.019,101.243,101.291,101.352,101.454,101.46,101.367,0.0,101.291
6372,2020-02-01,520,3.334,2.7,2.0,4.59,0,0.959,101.208,101.243,101.291,101.352,101.454,101.46,101.367,101.243
6373,2020-03-01,520,3.126,3.3,2.0,4.59,0,0.885,101.3,101.208,101.243,101.291,101.352,101.454,101.46,101.208
6374,2020-04-01,520,3.189,2.7,2.0,4.59,0,0.803,101.131,101.3,101.208,101.243,101.291,101.352,101.454,101.3
6375,2020-05-01,520,3.011,2.7,2.0,4.59,0,0.715,101.138,101.131,101.3,101.208,101.243,101.291,101.352,101.131
6376,2020-06-01,520,2.722,3.0,2.0,4.59,0,0.64,101.211,101.138,101.131,101.3,101.208,101.243,101.291,101.138
6377,2020-07-01,520,2.726,2.7,2.0,4.59,0,0.559,101.06,101.211,101.138,101.131,101.3,101.208,101.243,101.211
6378,2020-08-01,520,2.429,2.7,2.0,4.59,0,0.481,101.038,101.06,101.211,101.138,101.131,101.3,101.208,101.06
6379,2020-09-01,520,2.346,1.7,2.0,4.59,0,0.403,100.9,101.038,101.06,101.211,101.138,101.131,101.3,101.038
6380,2020-10-01,520,2.37,1.7,2.0,4.59,0,0.322,100.709,100.9,101.038,101.06,101.211,101.138,101.131,100.9
6381,2020-11-01,520,2.129,3.3,2.0,4.59,0,0.236,100.574,100.709,100.9,101.038,101.06,101.211,101.138,100.709
6383,2019-09-01,521,4.25,2.0,2.0,4.91,0,1.337,100.885,100.722,0.0,0.0,0.0,0.0,0.0,100.722
6384,2019-10-01,521,4.242,2.0,2.0,4.91,0,1.262,100.846,100.885,100.722,0.0,0.0,0.0,0.0,100.885
6385,2019-11-01,521,4.238,0.0,2.0,4.91,0,1.179,100.797,100.846,100.885,100.722,0.0,0.0,0.0,100.846
6386,2019-12-01,521,4.197,0.0,2.0,4.91,0,1.096,100.79,100.797,100.846,100.885,100.722,0.0,0.0,100.797
6387,2020-01-01,521,4.165,0.0,2.0,4.91,0,1.013,100.769,100.79,100.797,100.846,100.885,100.722,0.0,100.79
6388,2020-02-01,521,4.041,0.0,2.0,4.91,0,0.955,100.831,100.769,100.79,100.797,100.846,100.885,100.722,100.769
6389,2020-03-01,521,3.954,0.0,2.0,4.91,0,0.88,100.842,100.831,100.769,100.79,100.797,100.846,100.885,100.831
6390,2020-04-01,521,4.038,0.0,2.0,4.91,0,0.799,100.697,100.842,100.831,100.769,100.79,100.797,100.846,100.842
6391,2020-05-01,521,3.889,0.0,2.0,4.91,0,0.711,100.729,100.697,100.842,100.831,100.769,100.79,100.797,100.697
6392,2020-06-01,521,3.753,0.0,2.0,4.91,0,0.636,100.743,100.729,100.697,100.842,100.831,100.769,100.79,100.729
6393,2020-07-01,521,3.854,0.0,2.0,4.91,0,0.555,100.595,100.743,100.729,100.697,100.842,100.831,100.769,100.743
6394,2020-08-01,521,3.822,0.0,2.0,4.91,0,0.477,100.518,100.595,100.743,100.729,100.697,100.842,100.831,100.595
6395,2020-09-01,521,3.871,0.0,2.0,4.91,0,0.401,100.409,100.518,100.595,100.743,100.729,100.697,100.842,100.518
6396,2020-10-01,521,3.855,0.0,2.0,4.91,0,0.321,100.328,100.409,100.518,100.595,100.743,100.729,100.697,100.409
6397,2020-11-01,521,3.757,0.0,2.0,4.91,0,0.235,100.259,100.328,100.409,100.518,100.595,100.743,100.729,100.328
6399,2019-09-01,522,4.163,1.7,2.0,4.86,0,0.877,100.61,100.52,0.0,0.0,0.0,0.0,0.0,100.52
6400,2019-10-01,522,4.133,1.7,2.0,4.86,0,0.802,100.582,100.61,100.52,0.0,0.0,0.0,0.0,100.61
6401,2019-11-01,522,4.13,0.0,2.0,4.86,0,0.719,100.524,100.582,100.61,100.52,0.0,0.0,0.0,100.582
6402,2019-12-01,522,4.086,0.0,2.0,4.86,0,0.635,100.494,100.524,100.582,100.61,100.52,0.0,0.0,100.524
6403,2020-01-01,522,4.053,0.0,2.0,4.86,0,0.552,100.451,100.494,100.524,100.582,100.61,100.52,0.0,100.494
6404,2020-02-01,522,3.948,0.0,2.0,4.86,0,0.482,100.439,100.451,100.494,100.524,100.582,100.61,100.52,100.451
6405,2020-03-01,522,3.87,0.0,2.0,4.86,0,0.406,100.395,100.439,100.451,100.494,100.524,100.582,100.61,100.439
6406,2020-04-01,522,3.917,0.0,2.0,4.86,0,0.326,100.297,100.395,100.439,100.451,100.494,100.524,100.582,100.395
6407,2020-05-01,522,3.76,0.0,2.0,4.86,0,0.238,100.25,100.297,100.395,100.439,100.451,100.494,100.524,100.297
6408,2020-06-01,522,3.601,0.0,2.0,4.86,0,0.162,100.194,100.25,100.297,100.395,100.439,100.451,100.494,100.25
6409,2020-07-01,522,3.682,0.0,2.0,4.86,0,0.081,100.089,100.194,100.25,100.297,100.395,100.439,100.451,100.194
6411,2019-09-01,523,3.722,2.0,2.0,4.58,0,1.343,101.158,101.066,0.0,0.0,0.0,0.0,0.0,101.066
6412,2019-10-01,523,3.659,2.0,2.0,4.58,0,1.268,101.176,101.158,101.066,0.0,0.0,0.0,0.0,101.158
6413,2019-11-01,523,3.657,2.0,2.0,4.58,0,1.185,101.104,101.176,101.158,101.066,0.0,0.0,0.0,101.176
6414,2019-12-01,523,3.606,0.0,2.0,4.58,0,1.102,101.088,101.104,101.176,101.158,101.066,0.0,0.0,101.104
6415,2020-01-01,523,3.534,0.0,2.0,4.58,0,1.019,101.086,101.088,101.104,101.176,101.158,101.066,0.0,101.088
6416,2020-02-01,523,3.44,0.0,2.0,4.58,0,0.959,101.096,101.086,101.088,101.104,101.176,101.158,101.066,101.086
6417,2020-03-01,523,3.243,0.0,2.0,4.58,0,0.884,101.186,101.096,101.086,101.088,101.104,101.176,101.158,101.096
6418,2020-04-01,523,3.334,0.0,2.0,4.58,0,0.803,101.004,101.186,101.096,101.086,101.088,101.104,101.176,101.186
6419,2020-05-01,523,3.124,0.0,2.0,4.58,0,0.715,101.048,101.004,101.186,101.096,101.086,101.088,101.104,101.004
6420,2020-06-01,523,2.921,0.0,2.0,4.58,0,0.64,101.074,101.048,101.004,101.186,101.096,101.086,101.088,101.048
6421,2020-07-01,523,2.891,0.0,2.0,4.58,0,0.559,100.959,101.074,101.048,101.004,101.186,101.096,101.086,101.074
6422,2020-08-01,523,2.709,0.0,2.0,4.58,0,0.48,100.897,100.959,101.074,101.048,101.004,101.186,101.096,100.959
