,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
1,2019-09-01,0,3.517,0.0,2.0,5.06,0,0.27,100.406,100.521,0.0,0.0,0.0,0.0,0.0,100.521
2,2019-10-01,0,3.429,0.0,2.0,5.06,0,0.195,100.307,100.406,100.521,0.0,0.0,0.0,0.0,100.406
3,2019-11-01,0,3.435,0.0,2.0,5.06,0,0.111,100.172,100.307,100.406,100.521,0.0,0.0,0.0,100.307
4,2019-12-01,0,3.404,0.0,2.0,5.06,0,0.026,100.041,100.172,100.307,100.406,100.521,0.0,0.0,100.172
6,2019-09-01,1,3.65,0.0,2.0,5.17,0,1.211,101.864,101.832,0.0,0.0,0.0,0.0,0.0,101.832
7,2019-10-01,1,3.587,0.0,2.0,5.17,0,1.136,101.827,101.864,101.832,0.0,0.0,0.0,0.0,101.864
8,2019-11-01,1,3.599,0.0,2.0,5.17,0,1.052,101.688,101.827,101.864,101.832,0.0,0.0,0.0,101.827
9,2019-12-01,1,3.571,0.0,2.0,5.17,0,0.969,101.592,101.688,101.827,101.864,101.832,0.0,0.0,101.688
10,2020-01-01,1,3.526,0.0,2.0,5.17,0,0.911,101.504,101.592,101.688,101.827,101.864,101.832,0.0,101.592
11,2020-02-01,1,3.375,3.0,2.0,5.17,0,0.826,101.491,101.504,101.592,101.688,101.827,101.864,101.832,101.504
12,2020-03-01,1,3.179,2.7,2.0,5.17,0,0.751,101.508,101.491,101.504,101.592,101.688,101.827,101.864,101.491
13,2020-04-01,1,3.237,2.7,2.0,5.17,0,0.67,101.31,101.508,101.491,101.504,101.592,101.688,101.827,101.508
14,2020-05-01,1,3.079,2.3,2.0,5.17,0,0.581,101.236,101.31,101.508,101.491,101.504,101.592,101.688,101.31
15,2020-06-01,1,2.814,2.3,2.0,5.17,0,0.506,101.221,101.236,101.31,101.508,101.491,101.504,101.592,101.236
16,2020-07-01,1,2.826,2.3,2.0,5.17,0,0.44,101.027,101.221,101.236,101.31,101.508,101.491,101.504,101.221
17,2020-08-01,1,2.547,0.0,2.0,5.17,0,0.352,100.916,101.027,101.221,101.236,101.31,101.508,101.491,101.027
18,2020-09-01,1,2.46,0.0,2.0,5.17,0,0.273,100.733,100.916,101.027,101.221,101.236,101.31,101.508,100.916
19,2020-10-01,1,2.471,0.0,2.0,5.17,0,0.192,100.511,100.733,100.916,101.027,101.221,101.236,101.31,100.733
20,2020-11-01,1,2.313,0.0,2.0,5.17,0,0.105,100.296,100.511,100.733,100.916,101.027,101.221,101.236,100.511
22,2019-09-01,2,3.587,0.0,2.0,5.12,0,0.747,101.152,101.203,0.0,0.0,0.0,0.0,0.0,101.203
23,2019-10-01,2,3.509,0.0,2.0,5.12,0,0.672,101.093,101.152,101.203,0.0,0.0,0.0,0.0,101.152
24,2019-11-01,2,3.541,0.0,2.0,5.12,0,0.588,100.942,101.093,101.152,101.203,0.0,0.0,0.0,101.093
25,2019-12-01,2,3.504,0.0,2.0,5.12,0,0.505,100.834,100.942,101.093,101.152,101.203,0.0,0.0,100.942
26,2020-01-01,2,3.46,0.0,2.0,5.12,0,0.436,100.719,100.834,100.942,101.093,101.152,101.203,0.0,100.834
27,2020-02-01,2,3.313,0.0,2.0,5.12,0,0.351,100.625,100.719,100.834,100.942,101.093,101.152,101.203,100.719
28,2020-03-01,2,3.114,0.0,2.0,5.12,0,0.276,100.543,100.625,100.719,100.834,100.942,101.093,101.152,100.625
29,2020-04-01,2,3.097,0.0,2.0,5.12,0,0.195,100.385,100.543,100.625,100.719,100.834,100.942,101.093,100.543
30,2020-05-01,2,2.94,0.0,2.0,5.12,0,0.105,100.223,100.385,100.543,100.625,100.719,100.834,100.942,100.385
31,2020-06-01,2,2.687,0.0,2.0,5.12,0,0.029,100.068,100.223,100.385,100.543,100.625,100.719,100.834,100.223
33,2019-09-01,3,3.689,0.0,2.0,5.28,0,2.106,103.424,103.172,0.0,0.0,0.0,0.0,0.0,103.172
34,2019-10-01,3,3.67,0.0,2.0,5.28,0,2.031,103.353,103.424,103.172,0.0,0.0,0.0,0.0,103.424
35,2019-11-01,3,3.661,0.0,2.0,5.28,0,1.947,103.248,103.353,103.424,103.172,0.0,0.0,0.0,103.353
36,2019-12-01,3,3.635,0.0,2.0,5.28,0,1.864,103.176,103.248,103.353,103.424,103.172,0.0,0.0,103.248
37,2020-01-01,3,3.617,0.0,2.0,5.28,0,1.829,103.082,103.176,103.248,103.353,103.424,103.172,0.0,103.176
38,2020-02-01,3,3.464,3.0,2.0,5.28,0,1.745,103.221,103.082,103.176,103.248,103.353,103.424,103.172,103.082
39,2020-03-01,3,3.267,2.7,2.0,5.28,0,1.671,103.434,103.221,103.082,103.176,103.248,103.353,103.424,103.221
40,2020-04-01,3,3.475,2.7,2.0,5.28,0,1.588,102.933,103.434,103.221,103.082,103.176,103.248,103.353,103.434
41,2020-05-01,3,3.199,2.3,2.0,5.28,0,1.502,103.217,102.933,103.434,103.221,103.082,103.176,103.248,102.933
42,2020-06-01,3,3.001,2.3,2.0,5.28,0,1.428,103.368,103.217,102.933,103.434,103.221,103.082,103.176,103.217
43,2020-07-01,3,3.012,2.3,2.0,5.28,0,1.384,103.176,103.368,103.217,102.933,103.434,103.221,103.082,103.368
44,2020-08-01,3,2.712,0.0,2.0,5.28,0,1.297,103.383,103.176,103.368,103.217,102.933,103.434,103.221,103.176
45,2020-09-01,3,2.625,0.0,2.0,5.28,0,1.219,103.297,103.383,103.176,103.368,103.217,102.933,103.434,103.383
46,2020-10-01,3,2.673,0.0,2.0,5.28,0,1.138,103.03,103.297,103.383,103.176,103.368,103.217,102.933,103.297
47,2020-11-01,3,2.554,0.0,2.0,5.28,0,1.052,102.943,103.03,103.297,103.383,103.176,103.368,103.217,103.03
49,2019-09-01,4,3.669,0.0,2.0,5.23,0,1.665,102.646,102.509,0.0,0.0,0.0,0.0,0.0,102.509
50,2019-10-01,4,3.631,0.0,2.0,5.23,0,1.59,102.597,102.646,102.509,0.0,0.0,0.0,0.0,102.646
51,2019-11-01,4,3.63,0.0,2.0,5.23,0,1.507,102.474,102.597,102.646,102.509,0.0,0.0,0.0,102.597
52,2019-12-01,4,3.609,0.0,2.0,5.23,0,1.424,102.381,102.474,102.597,102.646,102.509,0.0,0.0,102.474
53,2020-01-01,4,3.583,0.0,2.0,5.23,0,1.378,102.289,102.381,102.474,102.597,102.646,102.509,0.0,102.381
54,2020-02-01,4,3.437,3.3,2.0,5.23,0,1.292,102.344,102.289,102.381,102.474,102.597,102.646,102.509,102.289
55,2020-03-01,4,3.233,3.0,2.0,5.23,0,1.218,102.47,102.344,102.289,102.381,102.474,102.597,102.646,102.344
56,2020-04-01,4,3.374,3.0,2.0,5.23,0,1.137,102.148,102.47,102.344,102.289,102.381,102.474,102.597,102.47
57,2020-05-01,4,3.146,2.3,2.0,5.23,0,1.049,102.238,102.148,102.47,102.344,102.289,102.381,102.474,102.148
58,2020-06-01,4,2.913,2.3,2.0,5.23,0,0.975,102.325,102.238,102.148,102.47,102.344,102.289,102.381,102.238
59,2020-07-01,4,2.915,2.3,2.0,5.23,0,0.919,102.141,102.325,102.238,102.148,102.47,102.344,102.289,102.325
60,2020-08-01,4,2.618,0.0,2.0,5.23,0,0.831,102.19,102.141,102.325,102.238,102.148,102.47,102.344,102.141
61,2020-09-01,4,2.535,0.0,2.0,5.23,0,0.753,102.052,102.19,102.141,102.325,102.238,102.148,102.47,102.19
62,2020-10-01,4,2.583,0.0,2.0,5.23,0,0.672,101.803,102.052,102.19,102.141,102.325,102.238,102.148,102.052
63,2020-11-01,4,2.442,0.0,2.0,5.23,0,0.586,101.663,101.803,102.052,102.19,102.141,102.325,102.238,101.803
65,2019-09-01,5,3.743,0.0,2.0,5.39,0,2.961,105.023,104.572,0.0,0.0,0.0,0.0,0.0,104.572
66,2019-10-01,5,3.744,0.0,2.0,5.39,0,2.886,104.909,105.023,104.572,0.0,0.0,0.0,0.0,105.023
67,2019-11-01,5,3.74,0.0,2.0,5.39,0,2.803,104.799,104.909,105.023,104.572,0.0,0.0,0.0,104.909
68,2019-12-01,5,3.726,0.0,2.0,5.39,0,2.72,104.719,104.799,104.909,105.023,104.572,0.0,0.0,104.799
69,2020-01-01,5,3.707,0.0,2.0,5.39,0,2.707,104.648,104.719,104.799,104.909,105.023,104.572,0.0,104.719
70,2020-02-01,5,3.53,0.0,2.0,5.39,0,2.624,105.004,104.648,104.719,104.799,104.909,105.023,104.572,104.648
71,2020-03-01,5,3.328,0.0,2.0,5.39,0,2.552,105.423,105.004,104.648,104.719,104.799,104.909,105.023,105.004
72,2020-04-01,5,3.648,0.0,2.0,5.39,0,2.466,104.429,105.423,105.004,104.648,104.719,104.799,104.909,105.423
73,2020-05-01,5,3.278,0.0,2.0,5.39,0,2.383,105.23,104.429,105.423,105.004,104.648,104.719,104.799,104.429
74,2020-06-01,5,3.131,0.0,2.0,5.39,0,2.309,105.45,105.23,104.429,105.423,105.004,104.648,104.719,105.23
75,2020-07-01,5,3.147,0.0,2.0,5.39,0,2.288,105.243,105.45,105.23,104.429,105.423,105.004,104.648,105.45
76,2020-08-01,5,2.837,0.0,2.0,5.39,0,2.203,105.778,105.243,105.45,105.23,104.429,105.423,105.004,105.243
77,2020-09-01,5,2.747,0.0,2.0,5.39,0,2.126,105.793,105.778,105.243,105.45,105.23,104.429,105.423,105.778
78,2020-10-01,5,2.783,0.0,2.0,5.39,0,2.044,105.512,105.793,105.778,105.243,105.45,105.23,104.429,105.793
79,2020-11-01,5,2.705,0.0,2.0,5.39,0,1.958,105.463,105.512,105.793,105.778,105.243,105.45,105.23,105.512
81,2019-09-01,6,3.718,2.3,2.0,5.34,0,2.536,104.222,103.856,0.0,0.0,0.0,0.0,0.0,103.856
82,2019-10-01,6,3.712,2.3,2.0,5.34,0,2.461,104.126,104.222,103.856,0.0,0.0,0.0,0.0,104.222
83,2019-11-01,6,3.701,2.3,2.0,5.34,0,2.378,104.031,104.126,104.222,103.856,0.0,0.0,0.0,104.126
84,2019-12-01,6,3.684,0.0,2.0,5.34,0,2.295,103.951,104.031,104.126,104.222,103.856,0.0,0.0,104.031
85,2020-01-01,6,3.666,0.0,2.0,5.34,0,2.272,103.866,103.951,104.031,104.126,104.222,103.856,0.0,103.951
86,2020-02-01,6,3.498,0.0,2.0,5.34,0,2.187,104.115,103.866,103.951,104.031,104.126,104.222,103.856,103.866
87,2020-03-01,6,3.297,0.0,2.0,5.34,0,2.115,104.433,104.115,103.866,103.951,104.031,104.126,104.222,104.115
88,2020-04-01,6,3.562,0.0,2.0,5.34,0,2.031,103.709,104.433,104.115,103.866,103.951,104.031,104.126,104.433
89,2020-05-01,6,3.239,0.0,2.0,5.34,0,1.945,104.229,103.709,104.433,104.115,103.866,103.951,104.031,103.709
90,2020-06-01,6,3.067,0.0,2.0,5.34,0,1.872,104.425,104.229,103.709,104.433,104.115,103.866,103.951,104.229
91,2020-07-01,6,3.084,0.0,2.0,5.34,0,1.839,104.22,104.425,104.229,103.709,104.433,104.115,103.866,104.425
92,2020-08-01,6,2.785,0.0,2.0,5.34,0,1.753,104.577,104.22,104.425,104.229,103.709,104.433,104.115,104.22
93,2020-09-01,6,2.687,0.0,2.0,5.34,0,1.676,104.558,104.577,104.22,104.425,104.229,103.709,104.433,104.577
94,2020-10-01,6,2.734,0.0,2.0,5.34,0,1.594,104.272,104.558,104.577,104.22,104.425,104.229,103.709,104.558
95,2020-11-01,6,2.643,0.0,2.0,5.34,0,1.508,104.202,104.272,104.558,104.577,104.22,104.425,104.229,104.272
97,2019-09-01,7,3.758,0.0,2.0,5.49,0,3.768,106.772,106.054,0.0,0.0,0.0,0.0,0.0,106.054
98,2019-10-01,7,3.782,0.0,2.0,5.49,0,3.692,106.564,106.772,106.054,0.0,0.0,0.0,0.0,106.772
99,2019-11-01,7,3.802,0.0,2.0,5.49,0,3.608,106.364,106.564,106.772,106.054,0.0,0.0,0.0,106.564
100,2019-12-01,7,3.793,0.0,2.0,5.49,0,3.525,106.28,106.364,106.564,106.772,106.054,0.0,0.0,106.364
101,2020-01-01,7,3.778,0.0,2.0,5.49,0,3.534,106.214,106.28,106.364,106.564,106.772,106.054,0.0,106.28
102,2020-02-01,7,3.584,0.0,2.0,5.49,0,3.452,106.801,106.214,106.28,106.364,106.564,106.772,106.054,106.214
103,2020-03-01,7,3.384,0.0,2.0,5.49,0,3.382,107.405,106.801,106.214,106.28,106.364,106.564,106.772,106.801
104,2020-04-01,7,3.796,0.0,2.0,5.49,0,3.291,105.784,107.405,106.801,106.214,106.28,106.364,106.564,107.405
105,2020-05-01,7,3.363,0.0,2.0,5.49,0,3.213,107.162,105.784,107.405,106.801,106.214,106.28,106.364,105.784
106,2020-06-01,7,3.256,0.0,2.0,5.49,0,3.14,107.389,107.162,105.784,107.405,106.801,106.214,106.28,107.162
107,2020-07-01,7,3.276,0.0,2.0,5.49,0,3.139,107.161,107.389,107.162,105.784,107.405,106.801,106.214,107.389
108,2020-08-01,7,2.944,0.0,2.0,5.49,0,3.057,108.079,107.161,107.389,107.162,105.784,107.405,106.801,107.161
109,2020-09-01,7,2.891,0.0,2.0,5.49,0,2.98,108.068,108.079,107.161,107.389,107.162,105.784,107.405,108.079
110,2020-10-01,7,2.911,0.0,2.0,5.49,0,2.898,107.812,108.068,108.079,107.161,107.389,107.162,105.784,108.068
111,2020-11-01,7,2.841,0.0,2.0,5.49,0,2.813,107.824,107.812,108.068,108.079,107.161,107.389,107.162,107.812
113,2019-09-01,8,3.755,0.0,2.0,5.44,0,3.37,105.87,105.288,0.0,0.0,0.0,0.0,0.0,105.288
114,2019-10-01,8,3.763,0.0,2.0,5.44,0,3.295,105.73,105.87,105.288,0.0,0.0,0.0,0.0,105.87
115,2019-11-01,8,3.771,0.0,2.0,5.44,0,3.211,105.581,105.73,105.87,105.288,0.0,0.0,0.0,105.73
116,2019-12-01,8,3.76,0.0,2.0,5.44,0,3.128,105.498,105.581,105.73,105.87,105.288,0.0,0.0,105.581
117,2020-01-01,8,3.743,0.0,2.0,5.44,0,3.126,105.431,105.498,105.581,105.73,105.87,105.288,0.0,105.498
118,2020-02-01,8,3.561,0.0,2.0,5.44,0,3.044,105.888,105.431,105.498,105.581,105.73,105.87,105.288,105.431
119,2020-03-01,8,3.357,0.0,2.0,5.44,0,2.972,106.41,105.888,105.431,105.498,105.581,105.73,105.87,105.888
120,2020-04-01,8,3.728,0.0,2.0,5.44,0,2.884,105.107,106.41,105.888,105.431,105.498,105.581,105.73,106.41
121,2020-05-01,8,3.321,0.0,2.0,5.44,0,2.803,106.2,105.107,106.41,105.888,105.431,105.498,105.581,105.107
122,2020-06-01,8,3.197,0.0,2.0,5.44,0,2.73,106.425,106.2,105.107,106.41,105.888,105.431,105.498,106.2
123,2020-07-01,8,3.213,3.7,2.0,5.44,0,2.719,106.214,106.425,106.2,105.107,106.41,105.888,105.431,106.425
124,2020-08-01,8,2.887,3.0,2.0,5.44,0,2.636,106.95,106.214,106.425,106.2,105.107,106.41,105.888,106.214
125,2020-09-01,8,2.82,3.0,2.0,5.44,0,2.558,106.949,106.95,106.214,106.425,106.2,105.107,106.41,106.95
126,2020-10-01,8,2.846,2.7,2.0,5.44,0,2.477,106.681,106.949,106.95,106.214,106.425,106.2,105.107,106.949
127,2020-11-01,8,2.774,3.7,2.0,5.44,0,2.391,106.66,106.681,106.949,106.95,106.214,106.425,106.2,106.681
129,2019-09-01,9,3.525,1.7,2.0,5.54,0,0.836,101.695,101.777,0.0,0.0,0.0,0.0,0.0,101.777
130,2019-10-01,9,3.493,1.7,2.0,5.54,0,0.761,101.572,101.695,101.777,0.0,0.0,0.0,0.0,101.695
131,2019-11-01,9,3.536,0.0,2.0,5.54,0,0.678,101.375,101.572,101.695,101.777,0.0,0.0,0.0,101.572
132,2019-12-01,9,3.518,0.0,2.0,5.54,0,0.596,101.224,101.375,101.572,101.695,101.777,0.0,0.0,101.375
133,2020-01-01,9,3.472,0.0,2.0,5.54,0,0.513,101.086,101.224,101.375,101.572,101.695,101.777,0.0,101.224
134,2020-02-01,9,3.407,0.0,2.0,5.54,0,0.441,100.936,101.086,101.224,101.375,101.572,101.695,101.777,101.086
135,2020-03-01,9,3.176,0.0,2.0,5.54,0,0.367,100.858,100.936,101.086,101.224,101.375,101.572,101.695,100.936
136,2020-04-01,9,3.205,0.0,2.0,5.54,0,0.286,100.657,100.858,100.936,101.086,101.224,101.375,101.572,100.858
137,2020-05-01,9,3.038,0.0,2.0,5.54,0,0.197,100.482,100.657,100.858,100.936,101.086,101.224,101.375,100.657
138,2020-06-01,9,2.726,0.0,2.0,5.54,0,0.12,100.332,100.482,100.657,100.858,100.936,101.086,101.224,100.482
139,2020-07-01,9,2.729,0.0,2.0,5.54,0,0.038,100.105,100.332,100.482,100.657,100.858,100.936,101.086,100.332
141,2019-09-01,10,3.77,0.0,2.0,5.59,0,4.532,108.623,107.636,0.0,0.0,0.0,0.0,0.0,107.636
142,2019-10-01,10,3.819,0.0,2.0,5.59,0,4.455,108.269,108.623,107.636,0.0,0.0,0.0,0.0,108.623
143,2019-11-01,10,3.854,0.0,2.0,5.59,0,4.37,107.979,108.269,108.623,107.636,0.0,0.0,0.0,108.269
144,2019-12-01,10,3.851,0.0,2.0,5.59,0,4.287,107.877,107.979,108.269,108.623,107.636,0.0,0.0,107.979
145,2020-01-01,10,3.837,0.0,2.0,5.59,0,4.316,107.822,107.877,107.979,108.269,108.623,107.636,0.0,107.877
146,2020-02-01,10,3.625,0.0,2.0,5.59,0,4.237,108.671,107.822,107.877,107.979,108.269,108.623,107.636,107.822
147,2020-03-01,10,3.419,3.0,2.0,5.59,0,4.169,109.49,108.671,107.822,107.877,107.979,108.269,108.623,108.671
148,2020-04-01,10,3.898,2.3,2.0,5.59,0,4.072,107.191,109.49,108.671,107.822,107.877,107.979,108.269,109.49
149,2020-05-01,10,3.43,2.3,2.0,5.59,0,3.999,109.126,107.191,109.49,108.671,107.822,107.877,107.979,107.191
150,2020-06-01,10,3.34,2.0,2.0,5.59,0,3.926,109.383,109.126,107.191,109.49,108.671,107.822,107.877,109.126
151,2020-07-01,10,3.372,2.0,2.0,5.59,0,3.945,109.088,109.383,109.126,107.191,109.49,108.671,107.822,109.383
152,2020-08-01,10,3.052,2.0,2.0,5.59,0,3.866,110.278,109.088,109.383,109.126,107.191,109.49,108.671,109.088
153,2020-09-01,10,2.995,0.0,2.0,5.59,0,3.789,110.342,110.278,109.088,109.383,109.126,107.191,109.49,110.278
154,2020-10-01,10,3.016,0.0,2.0,5.59,0,3.708,110.069,110.342,110.278,109.088,109.383,109.126,107.191,110.342
155,2020-11-01,10,2.955,0.0,2.0,5.59,0,3.623,110.12,110.069,110.342,110.278,109.088,109.383,109.126,110.069
157,2019-09-01,11,3.763,0.0,2.0,5.54,0,4.155,107.691,106.83,0.0,0.0,0.0,0.0,0.0,106.83
158,2019-10-01,11,3.802,0.0,2.0,5.54,0,4.079,107.404,107.691,106.83,0.0,0.0,0.0,0.0,107.691
159,2019-11-01,11,3.833,0.0,2.0,5.54,0,3.994,107.148,107.404,107.691,106.83,0.0,0.0,0.0,107.404
160,2019-12-01,11,3.828,0.0,2.0,5.54,0,3.911,107.052,107.148,107.404,107.691,106.83,0.0,0.0,107.148
161,2020-01-01,11,3.814,0.0,2.0,5.54,0,3.93,106.99,107.052,107.148,107.404,107.691,106.83,0.0,107.052
162,2020-02-01,11,3.608,0.0,2.0,5.54,0,3.85,107.717,106.99,107.052,107.148,107.404,107.691,106.83,106.99
163,2020-03-01,11,3.407,3.3,2.0,5.54,0,3.78,108.419,107.717,106.99,107.052,107.148,107.404,107.691,107.717
164,2020-04-01,11,3.853,3.0,2.0,5.54,0,3.687,106.472,108.419,107.717,106.99,107.052,107.148,107.404,108.419
165,2020-05-01,11,3.402,3.0,2.0,5.54,0,3.611,108.124,106.472,108.419,107.717,106.99,107.052,107.148,106.472
166,2020-06-01,11,3.306,3.3,2.0,5.54,0,3.538,108.361,108.124,106.472,108.419,107.717,106.99,107.052,108.124
167,2020-07-01,11,3.335,3.0,2.0,5.54,0,3.548,108.091,108.361,108.124,106.472,108.419,107.717,106.99,108.361
168,2020-08-01,11,3.006,3.0,2.0,5.54,0,3.467,109.161,108.091,108.361,108.124,106.472,108.419,107.717,108.091
169,2020-09-01,11,2.949,2.3,2.0,5.54,0,3.39,109.194,109.161,108.091,108.361,108.124,106.472,108.419,109.161
170,2020-10-01,11,2.969,2.3,2.0,5.54,0,3.308,108.932,109.194,109.161,108.091,108.361,108.124,106.472,109.194
171,2020-11-01,11,2.904,2.3,2.0,5.54,0,3.223,108.965,108.932,109.194,109.161,108.091,108.361,108.124,108.932
173,2019-09-01,12,3.816,0.0,2.0,5.69,0,5.253,110.36,109.125,0.0,0.0,0.0,0.0,0.0,109.125
174,2019-10-01,12,3.881,0.0,2.0,5.69,0,5.174,109.872,110.36,109.125,0.0,0.0,0.0,0.0,110.36
175,2019-11-01,12,3.913,0.0,2.0,5.69,0,5.089,109.571,109.872,110.36,109.125,0.0,0.0,0.0,109.872
176,2019-12-01,12,3.909,0.0,2.0,5.69,0,5.006,109.479,109.571,109.872,110.36,109.125,0.0,0.0,109.571
177,2020-01-01,12,3.889,0.0,2.0,5.69,0,5.055,109.471,109.479,109.571,109.872,110.36,109.125,0.0,109.479
178,2020-02-01,12,3.662,0.0,2.0,5.69,0,4.98,110.595,109.471,109.479,109.571,109.872,110.36,109.125,109.471
179,2020-03-01,12,3.449,0.0,2.0,5.69,0,4.914,111.644,110.595,109.471,109.479,109.571,109.872,110.36,110.595
180,2020-04-01,12,4.001,0.0,2.0,5.69,0,4.808,108.52,111.644,110.595,109.471,109.479,109.571,109.872,111.644
181,2020-05-01,12,3.491,0.0,2.0,5.69,0,4.743,111.104,108.52,111.644,110.595,109.471,109.479,109.571,108.52
182,2020-06-01,12,3.411,0.0,2.0,5.69,0,4.671,111.394,111.104,108.52,111.644,110.595,109.471,109.479,111.104
183,2020-07-01,12,3.446,0.0,2.0,5.69,0,4.709,111.058,111.394,111.104,108.52,111.644,110.595,109.471,111.394
184,2020-08-01,12,3.146,0.0,2.0,5.69,0,4.632,112.449,111.058,111.394,111.104,108.52,111.644,110.595,111.058
185,2020-09-01,12,3.071,0.0,2.0,5.69,0,4.557,112.666,112.449,111.058,111.394,111.104,108.52,111.644,112.449
186,2020-10-01,12,3.093,0.0,2.0,5.69,0,4.475,112.372,112.666,112.449,111.058,111.394,111.104,108.52,112.666
187,2020-11-01,12,3.035,0.0,2.0,5.69,0,4.391,112.472,112.372,112.666,112.449,111.058,111.394,111.104,112.372
189,2019-09-01,13,3.791,0.0,2.0,5.64,0,4.898,109.499,108.393,0.0,0.0,0.0,0.0,0.0,108.393
190,2019-10-01,13,3.848,0.0,2.0,5.64,0,4.82,109.082,109.499,108.393,0.0,0.0,0.0,0.0,109.499
191,2019-11-01,13,3.884,0.0,2.0,5.64,0,4.735,108.772,109.082,109.499,108.393,0.0,0.0,0.0,109.082
192,2019-12-01,13,3.88,0.0,2.0,5.64,0,4.652,108.677,108.772,109.082,109.499,108.393,0.0,0.0,108.772
193,2020-01-01,13,3.864,0.0,2.0,5.64,0,4.69,108.64,108.677,108.772,109.082,109.499,108.393,0.0,108.677
194,2020-02-01,13,3.645,0.0,2.0,5.64,0,4.613,109.62,108.64,108.677,108.772,109.082,109.499,108.393,108.64
195,2020-03-01,13,3.433,0.0,2.0,5.64,0,4.547,110.566,109.62,108.64,108.677,108.772,109.082,109.499,109.62
196,2020-04-01,13,3.947,0.0,2.0,5.64,0,4.445,107.877,110.566,109.62,108.64,108.677,108.772,109.082,110.566
197,2020-05-01,13,3.459,0.0,2.0,5.64,0,4.376,110.123,107.877,110.566,109.62,108.64,108.677,108.772,107.877
198,2020-06-01,13,3.375,0.0,2.0,5.64,0,4.304,110.394,110.123,107.877,110.566,109.62,108.64,108.677,110.123
199,2020-07-01,13,3.409,0.0,2.0,5.64,0,4.332,110.077,110.394,110.123,107.877,110.566,109.62,108.64,110.394
200,2020-08-01,13,3.1,0.0,2.0,5.64,0,4.254,111.368,110.077,110.394,110.123,107.877,110.566,109.62,110.077
201,2020-09-01,13,3.029,0.0,2.0,5.64,0,4.179,111.529,111.368,110.077,110.394,110.123,107.877,110.566,111.368
202,2020-10-01,13,3.053,0.0,2.0,5.64,0,4.097,111.233,111.529,111.368,110.077,110.394,110.123,107.877,111.529
203,2020-11-01,13,2.995,0.0,2.0,5.64,0,4.012,111.303,111.233,111.529,111.368,110.077,110.394,110.123,111.233
205,2019-09-01,14,3.579,0.0,2.0,5.95,0,0.402,100.945,101.126,0.0,0.0,0.0,0.0,0.0,101.126
206,2019-10-01,14,3.501,0.0,2.0,5.95,0,0.328,100.791,100.945,101.126,0.0,0.0,0.0,0.0,100.945
207,2019-11-01,14,3.526,0.0,2.0,5.95,0,0.245,100.581,100.791,100.945,101.126,0.0,0.0,0.0,100.791
208,2019-12-01,14,3.476,0.0,2.0,5.95,0,0.162,100.39,100.581,100.791,100.945,101.126,0.0,0.0,100.581
209,2020-01-01,14,3.44,0.0,2.0,5.95,0,0.079,100.19,100.39,100.581,100.791,100.945,101.126,0.0,100.39
211,2019-09-01,15,3.879,0.0,2.0,5.78,0,5.932,111.936,110.508,0.0,0.0,0.0,0.0,0.0,110.508
212,2019-10-01,15,3.955,0.0,2.0,5.78,0,5.852,111.322,111.936,110.508,0.0,0.0,0.0,0.0,111.936
213,2019-11-01,15,3.98,0.0,2.0,5.78,0,5.767,111.045,111.322,111.936,110.508,0.0,0.0,0.0,111.322
214,2019-12-01,15,3.977,0.0,2.0,5.78,0,5.683,110.953,111.045,111.322,111.936,110.508,0.0,0.0,111.045
215,2020-01-01,15,3.953,0.0,2.0,5.78,0,5.751,110.991,110.953,111.045,111.322,111.936,110.508,0.0,110.953
216,2020-02-01,15,3.713,0.0,2.0,5.78,0,5.68,112.399,110.991,110.953,111.045,111.322,111.936,110.508,110.991
217,2020-03-01,15,3.485,0.0,2.0,5.78,0,5.619,113.738,112.399,110.991,110.953,111.045,111.322,111.936,112.399
218,2020-04-01,15,4.112,0.0,2.0,5.78,0,5.499,109.667,113.738,112.399,110.991,110.953,111.045,111.322,113.738
219,2020-05-01,15,3.56,0.0,2.0,5.78,0,5.445,112.957,109.667,113.738,112.399,110.991,110.953,111.045,109.667
220,2020-06-01,15,3.484,0.0,2.0,5.78,0,5.374,113.298,112.957,109.667,113.738,112.399,110.991,110.953,112.957
221,2020-07-01,15,3.519,0.0,2.0,5.78,0,5.429,112.935,113.298,112.957,109.667,113.738,112.399,110.991,113.298
222,2020-08-01,15,3.232,0.0,2.0,5.78,0,5.356,114.527,112.935,113.298,112.957,109.667,113.738,112.399,112.935
223,2020-09-01,15,3.158,0.0,2.0,5.78,0,5.282,114.815,114.527,112.935,113.298,112.957,109.667,113.738,114.527
224,2020-10-01,15,3.169,0.0,2.0,5.78,0,5.201,114.573,114.815,114.527,112.935,113.298,112.957,109.667,114.815
225,2020-11-01,15,3.111,0.0,2.0,5.78,0,5.118,114.734,114.573,114.815,114.527,112.935,113.298,112.957,114.573
227,2019-09-01,16,3.848,0.0,2.0,5.73,0,5.6,111.12,109.772,0.0,0.0,0.0,0.0,0.0,109.772
228,2019-10-01,16,3.919,0.0,2.0,5.73,0,5.52,110.569,111.12,109.772,0.0,0.0,0.0,0.0,111.12
