,EVAL MID PRICE
3614,101.023
3615,100.884
3616,101.66
3617,101.778
3618,101.784
3619,100.409
3620,100.466
3621,100.586
3622,100.791
3623,100.595
3624,100.687
3625,100.745
3626,100.652
3627,100.575
3628,100.5
3629,100.458
3630,99.112
3631,101.304
3632,101.505
3633,101.463
3634,101.396
3635,101.34
3636,101.426
3637,101.446
3638,101.174
3639,101.252
3640,101.324
3641,101.224
3642,101.134
3643,100.997
3644,100.917
3645,100.858
3646,101.317
3647,101.53
3648,101.489
3649,101.423
3650,101.373
3651,101.472
3652,101.496
3653,101.201
3654,101.292
3655,101.373
3656,101.277
3657,101.189
3658,101.051
3659,100.978
3660,100.929
3661,101.291
3662,101.585
3663,101.575
3664,101.354
3665,101.243
3666,101.328
3667,101.716
3668,101.349
3669,101.516
3670,101.857
3671,101.717
3672,101.884
3673,101.817
3674,101.634
3675,101.528
3676,101.272
3677,101.521
3678,101.517
3679,102.542
3680,102.444
3681,102.478
3682,102.677
3683,102.265
3684,102.485
3685,102.61
3686,102.457
3687,102.57
3688,102.711
3689,102.479
3690,102.604
3691,102.979
3692,102.823
3693,102.722
3694,102.623
3695,102.669
3696,102.845
3697,102.443
3698,102.681
3699,102.762
3700,102.602
3701,102.718
3702,102.582
3703,102.5
3704,102.36
3705,102.093
3706,102.6
3707,102.652
3708,102.56
3709,102.369
3710,102.447
3711,102.845
3712,102.298
3713,102.612
3714,102.794
3715,102.599
3716,102.802
3717,102.749
3718,102.539
3719,102.45
3720,101.296
3721,101.585
3722,101.542
3723,101.501
3724,101.48
3725,101.657
3726,101.704
3727,101.283
3728,101.471
3729,101.599
3730,101.516
3731,101.44
3732,101.288
3733,101.231
3734,101.209
3735,101.967
3736,102.236
3737,102.14
3738,101.969
3739,101.851
3740,102.058
3741,102.488
3742,101.92
3743,102.26
3744,102.475
3745,102.318
3746,102.694
3747,102.693
3748,102.509
3749,102.422
3750,101.446
3751,101.792
3752,101.714
3753,101.698
3754,101.692
3755,101.951
3756,102.024
3757,101.46
3758,101.739
3759,101.884
3760,101.826
3761,101.779
3762,101.63
3763,101.566
3764,101.526
3765,101.973
3766,102.418
3767,102.259
3768,102.256
3769,102.129
3770,102.367
3771,102.813
3772,102.079
3773,102.696
3774,103.035
3775,102.736
3776,103.266
3777,103.291
3778,103.084
3779,103.054
3780,102.183
3781,102.489
3782,102.469
3783,102.406
3784,102.473
3785,102.665
3786,102.945
3787,102.318
3788,102.847
3789,103.004
3790,102.916
3791,103.199
3792,103.164
3793,103.042
3794,103.016
3795,101.967
3796,102.313
3797,102.45
3798,102.468
3799,102.474
3800,102.642
3801,102.928
3802,102.235
3803,102.805
3804,103.063
3805,103.02
3806,103.339
3807,103.388
3808,103.259
3809,103.142
3810,101.09
3811,102.315
3812,102.417
3813,102.281
3814,102.301
3815,102.479
3816,102.862
3817,102.213
3818,102.77
3819,102.933
3820,102.86
3821,103.159
3822,103.136
3823,103.003
3824,102.11
3825,101.938
3826,102.251
3827,102.136
3828,102.166
3829,102.227
3830,102.432
3831,103.002
3832,102.338
3833,102.901
3834,103.126
3835,103.0
3836,103.284
3837,103.293
3838,103.187
3839,103.184
3840,102.777
3841,103.389
3842,103.093
3843,103.045
3844,103.05
3845,103.194
3846,103.539
3847,102.827
3848,103.417
3849,103.57
3850,103.437
3851,103.785
3852,103.711
3853,103.684
3854,103.604
3855,101.989
3856,102.344
3857,102.302
3858,102.256
3859,102.379
3860,102.593
3861,102.861
3862,102.508
3863,103.151
3864,103.331
3865,103.254
3866,103.612
3867,103.613
3868,103.499
3869,103.38
3870,102.351
3871,102.645
3872,102.593
3873,102.54
3874,102.646
3875,102.858
3876,103.163
3877,102.406
3878,103.068
3879,103.257
3880,103.159
3881,103.534
3882,103.477
3883,103.354
3884,103.244
3885,102.742
3886,103.452
3887,103.527
3888,103.463
3889,103.264
3890,103.516
3891,104.179
3892,103.075
3893,103.855
3894,104.138
3895,103.945
3896,104.427
3897,104.504
3898,104.296
3899,104.262
3900,102.21
3901,102.813
3902,102.603
3903,102.395
3904,102.253
3905,102.679
3906,103.373
3907,102.406
3908,103.105
3909,103.397
3910,103.203
3911,103.789
3912,103.897
3913,103.654
3914,103.672
3915,101.989
3916,102.368
3917,102.22
3918,102.264
3919,102.339
3920,102.606
3921,103.305
3922,102.516
3923,103.276
3924,103.54
3925,103.432
3926,103.828
3927,103.88
3928,103.798
3929,103.849
3930,102.297
3931,102.522
3932,102.469
3933,102.426
3934,102.362
3935,102.604
3936,102.941
3937,102.277
3938,102.817
3939,102.957
3940,102.853
3941,103.399
3942,103.371
3943,103.304
3944,103.114
3945,102.735
3946,103.03
3947,102.871
3948,102.859
3949,102.825
3950,103.168
3951,103.558
3952,102.6
3953,103.383
3954,103.572
3955,103.485
3956,104.275
3957,104.289
3958,104.28
3959,104.074
3960,102.568
3961,103.032
3962,102.932
3963,102.883
3964,102.945
3965,103.217
3966,103.747
3967,103.1
3968,103.793
3969,103.98
3970,103.469
3971,103.876
3972,103.921
3973,103.84
3974,103.615
3975,101.946
3976,102.394
3977,102.3
3978,102.271
3979,102.396
3980,102.678
3981,102.998
3982,102.081
3983,102.944
3984,103.187
3985,103.152
3986,103.661
3987,103.782
3988,103.722
3989,103.519
3990,103.623
3991,104.253
3992,104.229
3993,104.16
3994,104.201
3995,104.286
3996,104.574
3997,103.371
3998,104.211
3999,104.324
4000,102.867
4001,103.338
4002,103.434
4003,103.296
4004,102.734
4005,102.302
4006,102.854
4007,102.776
4008,102.664
4009,102.626
4010,102.947
4011,103.484
4012,102.604
4013,103.461
4014,103.783
4015,103.662
4016,104.297
4017,104.382
4018,104.349
4019,104.28
4020,103.144
4021,104.044
4022,103.916
4023,104.147
4024,104.055
4025,104.199
4026,104.548
4027,103.826
4028,104.419
4029,104.509
4030,104.392
4031,104.77
4032,104.718
4033,104.532
4034,104.282
4035,103.689
4036,104.769
4037,104.6
4038,104.901
4039,104.853
4040,105.063
4041,105.451
4042,104.46
4043,105.326
4044,105.463
4045,105.39
4046,105.934
4047,105.902
4048,105.746
4049,105.455
4050,101.052
4051,101.526
4052,101.431
4053,101.531
4054,101.781
4055,102.127
4056,102.614
4057,101.638
4058,102.595
4059,102.865
4060,102.855
4061,103.343
4062,103.371
4063,103.392
4064,103.281
4065,102.598
4066,103.132
4067,102.999
4068,102.94
4069,103.04
4070,103.35
4071,103.972
4072,103.152
4073,103.97
4074,104.203
4075,103.713
4076,104.228
4077,104.291
4078,104.238
4079,104.011
4080,103.009
4081,103.8
4082,103.479
4083,103.228
4084,103.089
4085,103.646
4086,104.504
4087,103.17
4088,104.156
4089,104.473
4090,104.264
4091,105.01
4092,105.145
4093,104.848
4094,104.951
4095,101.307
4096,101.783
4097,101.553
4098,101.638
4099,101.692
4100,102.254
4101,102.495
4102,101.241
4103,101.841
4104,102.135
4105,102.11
4106,102.28
4107,102.26
4108,102.242
4109,102.217
4110,102.779
4111,103.278
4112,103.277
4113,103.342
4114,103.463
4115,103.824
4116,104.076
4117,102.911
4118,103.977
4119,104.243
4120,104.253
4121,104.746
4122,104.783
4123,104.751
4124,104.648
4125,101.188
4126,101.368
4127,101.311
4128,101.209
4129,101.093
4130,101.138
4131,101.374
4132,101.137
4133,101.243
4134,101.408
4135,101.277
4136,101.406
4137,101.325
4138,101.163
4139,101.055
4140,101.053
4141,101.21
4142,101.219
4143,101.168
4144,101.14
4145,101.179
4146,101.341
4147,101.115
4148,101.251
4149,101.364
4150,101.253
4151,101.308
4152,101.229
4153,101.071
4154,100.967
4155,103.558
4156,104.747
4157,104.74
4158,104.624
4159,104.413
4160,104.722
4161,105.305
4162,103.957
4163,105.176
4164,105.454
4165,105.401
4166,105.389
4167,105.153
4168,105.062
4169,104.952
4170,102.688
4171,103.35
4172,103.089
4173,102.959
4174,102.746
4175,103.217
4176,104.225
4177,102.701
4178,104.167
4179,104.477
4180,104.317
4181,105.565
4182,105.826
4183,105.528
4184,105.525
4185,102.986
4186,103.873
4187,103.367
4188,103.279
4189,103.392
4190,103.784
4191,104.366
4192,103.011
4193,104.199
4194,104.452
4195,104.371
4196,105.105
4197,105.151
4198,105.212
4199,105.273
4200,102.186
4201,103.097
4202,103.081
4203,102.97
4204,103.097
4205,103.627
4206,104.177
4207,102.128
4208,104.37
4209,104.554
4210,104.45
4211,105.277
4212,105.461
4213,105.554
4214,105.475
4215,101.653
4216,102.303
4217,102.053
4218,102.071
4219,103.134
4220,104.408
4221,104.407
4222,104.279
4223,104.105
4224,104.449
4225,105.061
4226,103.611
4227,104.961
4228,105.262
4229,105.215
4230,105.265
4231,105.048
4232,104.973
4233,104.874
4234,103.15
4235,104.432
4236,104.431
4237,104.305
4238,104.129
4239,104.473
4240,105.087
4241,103.631
4242,104.986
4243,105.289
4244,105.242
4245,105.293
4246,105.073
4247,105.001
4248,104.904
4249,103.983
4250,104.765
4251,104.616
4252,104.601
4253,104.742
4254,104.961
4255,105.393
4256,103.568
4257,104.925
4258,105.143
4259,103.23
4260,103.98
4261,104.092
4262,104.076
4263,103.147
4264,102.936
4265,103.591
4266,103.357
4267,103.239
4268,103.372
4269,103.835
4270,104.609
4271,103.382
4272,104.617
4273,104.912
4274,104.381
4275,105.057
4276,105.146
4277,105.194
4278,105.007
4279,103.005
4280,103.85
4281,103.549
4282,103.279
4283,103.568
4284,104.059
4285,105.003
4286,102.951
4287,104.493
4288,104.987
4289,104.771
4290,105.988
4291,101.105
4292,101.259
4293,101.267
4294,101.213
4295,101.178
4296,101.214
4297,101.375
4298,101.145
4299,101.28
4300,101.391
4301,101.277
4302,101.33
4303,101.248
4304,101.088
4305,100.982
4306,101.255
4307,101.434
4308,101.375
4309,101.269
4310,101.144
4311,101.185
4312,101.418
4313,101.178
4314,101.282
4315,101.444
4316,101.31
4317,101.435
4318,101.352
4319,101.186
4320,101.075
4321,102.547
4322,103.592
4323,103.292
4324,102.927
4325,102.671
4326,103.644
4327,104.656
4328,102.848
4329,104.501
4330,104.756
4331,104.419
4332,105.923
4333,106.075
4334,105.799
4335,105.843
4336,102.485
4337,103.544
4338,103.242
4339,102.876
4340,102.62
4341,103.605
4342,104.632
4343,102.807
4344,104.479
4345,104.739
4346,104.401
4347,105.925
4348,106.085
4349,105.808
4350,105.855
4351,103.296
4352,104.127
4353,103.929
4354,103.899
4355,104.114
4356,104.508
4357,104.984
4358,102.98
4359,104.564
4360,104.791
4361,102.68
4362,103.545
4363,103.619
4364,103.705
4365,102.691
4366,104.53
4367,105.403
4368,105.055
4369,105.225
4370,101.323
4371,102.479
4372,102.174
4373,101.782
4374,101.594
4375,102.695
4376,103.773
4377,101.774
4378,103.651
4379,103.921
4380,103.608
4381,105.256
4382,105.479
4383,105.178
4384,105.233
4385,100.792
4386,101.737
4387,101.385
4388,101.151
4389,101.129
4390,101.95
4391,102.432
4392,100.6
4393,102.412
4394,102.8
4395,102.757
4396,103.55
4397,103.752
4398,103.848
4399,103.882
4400,101.087
4401,100.832
4402,100.741
4403,101.021
4404,101.802
4405,102.325
4406,100.465
4407,102.262
4408,102.65
4409,102.63
4410,103.65
4411,103.787
4412,103.904
4413,103.938
4414,100.831
4415,101.046
4416,101.746
4417,102.259
4418,100.336
4419,102.077
4420,102.466
4421,102.46
4422,104.044
4423,104.115
4424,104.32
4425,104.684
4426,99.697
4427,100.008
4428,100.872
4429,101.44
4430,99.458
4431,101.393
4432,101.798
4433,101.769
4434,102.91
4435,100.668
4436,100.855
4437,100.849
4438,99.764
4439,100.342
4440,101.16
4441,102.056
4442,100.195
4443,102.328
4444,102.728
4445,102.651
4446,103.731
4447,103.861
4448,103.951
4449,104.063
4450,100.0
4451,99.878
4452,101.144
4453,102.313
4454,100.09
4455,102.198
4456,102.494
4457,102.224
4458,104.085
4459,104.334
4460,104.025
4461,104.088
4462,100.358
4463,101.813
4464,102.295
4465,97.315
4466,98.435
4467,99.453
4468,100.073
4469,101.34
4470,101.281
4471,101.313
4472,101.372
4473,100.05
4474,97.763
4475,100.25
4476,100.549
4477,100.174
4478,101.84
4479,102.247
4480,102.031
4481,102.029
4482,100.049
4483,99.665
4484,101.42
4485,101.823
4486,101.593
4487,101.604
4488,99.908
4489,102.09
4490,102.323
4491,102.006
4492,102.054
4493,100.138
4494,101.463
4495,102.684
4496,103.119
4497,103.193
4498,100.159
4499,100.563
4500,100.586
4501,100.171
4502,101.675
4503,100.463
4504,100.707
4505,100.935
4506,101.044
4507,99.963
4508,100.207
4509,100.177
4510,100.0
4511,100.333
4512,100.451
4513,100.536
4514,100.621
4515,100.067
4516,101.587
4517,100.021
4518,101.554
4519,100.079
4520,100.586
4521,100.188
4522,100.238
4523,100.173
4524,100.122
4525,100.042
4526,100.071
4527,100.103
4528,100.078
4529,100.038
4530,101.16
4531,100.944
4532,100.722
4533,100.464
4534,100.653
4535,100.621
4536,100.614
4537,100.5
4538,100.335
4539,100.255
4540,100.161
4541,100.036
4542,101.091
4543,101.12
4544,101.116
4545,101.019
4546,100.91
4547,100.873
4548,100.884
4549,100.751
4550,100.69
4551,100.647
4552,100.466
4553,100.356
4554,100.208
4555,100.042
4556,101.119
4557,101.078
4558,101.037
4559,100.906
4560,100.71
4561,100.614
4562,100.547
4563,100.411
4564,100.269
4565,100.124
4566,101.611
4567,101.646
4568,101.621
4569,101.534
4570,101.385
4571,101.37
4572,101.404
4573,101.27
4574,101.227
4575,101.189
4576,101.023
4577,100.909
4578,100.74
4579,100.545
4580,100.354
4581,101.502
4582,101.65
4583,101.587
4584,101.43
4585,101.325
4586,101.463
4587,101.809
4588,101.416
4589,101.607
4590,101.75
4591,101.637
4592,101.856
4593,101.804
4594,101.658
4595,101.556
4596,100.467
4597,100.758
4598,100.723
4599,100.713
4600,100.744
4601,100.919
4602,100.987
4603,100.661
4604,100.831
4605,101.364
4606,101.282
4607,101.211
4608,101.075
4609,101.029
4610,101.006
4611,101.988
4612,102.104
4613,102.074
4614,101.947
4615,101.883
4616,102.007
4617,102.173
4618,101.825
4619,101.962
4620,101.974
4621,101.869
4622,101.811
4623,101.704
4624,101.505
4625,101.369
4626,102.603
4627,102.808
4628,102.754
4629,102.614
4630,102.578
4631,102.808
4632,103.033
4633,102.491
4634,102.821
4635,102.897
4636,102.822
4637,102.861
4638,102.798
4639,102.604
4640,102.504
4641,101.726
4642,102.11
4643,102.016
4644,101.835
4645,101.723
4646,102.034
4647,102.55
4648,101.839
4649,102.335
4650,102.612
4651,102.449
4652,102.968
4653,103.029
4654,102.836
4655,102.802
4656,102.535
4657,102.869
4658,102.842
4659,100.175
4660,100.304
4661,100.624
4662,101.065
4663,100.505
4664,100.818
4665,100.946
4666,100.826
4667,100.776
4668,100.733
4669,100.73
4670,96.867
4671,101.836
4672,102.422
4673,102.278
4674,102.042
4675,101.939
4676,102.221
4677,102.913
4678,102.082
4679,102.711
4680,103.211
4681,102.976
4682,103.507
4683,103.636
4684,103.366
4685,103.337
4686,101.551
4687,101.911
4688,101.886
4689,103.312
4690,103.256
4691,103.367
4692,103.652
4693,103.033
4694,103.459
4695,103.635
4696,103.475
4697,103.73
4698,104.031
4699,103.781
4700,102.876
4701,103.313
4702,103.205
4703,103.151
4704,103.256
4705,103.516
4706,103.837
4707,102.919
4708,103.734
4709,103.946
4710,103.882
4711,104.347
4712,104.364
4713,104.278
4714,104.149
4715,102.689
4716,103.25
4717,103.061
4718,102.983
4719,103.153
4720,103.582
4721,103.901
4722,102.912
4723,104.113
4724,104.371
4725,104.349
4726,105.057
4727,105.094
4728,105.082
4729,104.995
4730,103.043
4731,103.504
4732,103.307
4733,103.252
4734,103.399
4735,103.829
4736,104.213
4737,102.893
4738,104.099
4739,104.396
4740,104.337
4741,105.052
4742,104.995
4743,104.957
4744,104.873
4745,103.16
4746,103.535
4747,103.308
4748,103.271
4749,103.262
4750,103.717
4751,104.153
4752,102.865
4753,103.919
4754,104.156
4755,104.078
4756,105.139
4757,105.195
4758,105.207
4759,104.975
4760,103.592
4761,104.056
4762,103.777
4763,103.748
4764,103.758
4765,104.337
4766,104.832
4767,103.199
4768,104.506
4769,104.782
4770,104.7
4771,106.007
4772,106.1
4773,106.122
4774,105.922
4775,104.216
4776,105.503
4777,105.286
4778,105.64
4779,105.621
4780,105.938
4781,106.373
4782,105.118
4783,106.26
4784,106.438
4785,106.391
4786,107.102
4787,107.034
4788,106.909
4789,106.558
4790,104.748
4791,106.208
4792,105.975
4793,106.358
4794,106.346
4795,106.804
4796,107.291
4797,105.8
4798,107.23
4799,107.436
4800,107.334
4801,108.217
4802,108.146
4803,108.045
4804,107.661
4805,101.379
4806,102.043
4807,101.825
4808,101.942
4809,102.239
4810,102.833
4811,103.458
4812,101.934
4813,103.422
4814,103.77
4815,103.761
4816,104.474
4817,104.502
4818,104.624
4819,104.571
4820,103.641
4821,104.336
4822,104.262
4823,104.375
4824,104.519
4825,105.153
4826,105.47
4827,103.691
4828,105.307
4829,105.639
4830,105.611
4831,106.327
4832,106.388
4833,106.434
4834,106.401
4835,101.279
4836,100.905
4837,100.772
4838,101.068
4839,102.172
4840,102.808
4841,100.264
4842,102.692
4843,103.079
4844,102.967
4845,104.229
4846,104.421
4847,104.604
4848,104.651
4849,100.97
4850,101.191
4851,102.207
4852,102.828
4853,100.259
4854,102.644
4855,103.034
4856,102.93
4857,104.867
4858,104.987
4859,105.26
4860,105.804
4861,100.577
4862,100.881
4863,101.201
4864,101.323
4865,100.087
4866,100.716
4867,100.226
4868,100.028
4869,100.04
4870,100.014
4871,100.148
4872,100.087
4873,100.041
4874,100.148
4875,100.087
4876,100.041
4877,100.484
4878,100.418
4879,100.363
4880,100.261
4881,100.085
4882,100.301
4883,100.288
4884,100.238
4885,100.177
4886,100.059
4887,100.391
4888,100.334
4889,100.302
4890,100.216
4891,100.074
4892,100.41
4893,100.351
4894,100.283
4895,100.212
4896,100.118
4897,100.069
4898,100.013
4899,100.516
4900,100.525
4901,100.522
4902,100.443
4903,100.35
4904,100.301
4905,100.295
4906,100.225
4907,100.123
4908,100.016
4909,100.469
4910,100.36
4911,100.278
4912,100.159
4913,101.012
4914,100.965
4915,100.939
4916,100.81
4917,100.642
4918,100.541
4919,100.477
4920,100.333
4921,100.2
4922,100.06
4923,100.826
4924,100.827
4925,100.809
4926,100.7
4927,100.571
4928,100.5
4929,100.474
4930,100.356
4931,100.257
4932,100.16
4933,100.01
4934,101.073
4935,101.074
4936,101.034
4937,100.874
4938,100.74
4939,100.72
4940,100.792
4941,100.615
4942,100.551
4943,100.509
4944,100.378
4945,100.26
4946,100.099
4947,100.975
4948,101.036
4949,101.053
4950,100.978
4951,100.426
4952,100.703
4953,100.69
4954,100.642
4955,100.573
4956,100.597
4957,100.665
4958,100.551
4959,100.594
4960,100.617
4961,100.53
4962,100.47
4963,100.36
4964,100.245
4965,100.128
4966,101.171
4967,101.277
4968,101.227
4969,101.122
4970,100.977
4971,100.94
4972,101.064
4973,100.904
4974,100.89
4975,100.927
4976,100.799
4977,100.787
4978,100.652
4979,100.471
4980,100.291
4981,101.913
4982,102.06
4983,101.978
4984,101.875
4985,101.715
4986,101.651
4987,101.654
4988,101.33
4989,101.374
4990,101.314
4991,101.195
4992,101.05
4993,100.857
4994,100.63
4995,100.391
4996,101.482
4997,101.61
4998,101.61
4999,101.49
5000,101.383
5001,101.386
5002,101.531
5003,101.321
5004,101.386
5005,101.5
5006,101.364
5007,101.394
5008,101.287
5009,101.119
5010,100.987
5011,101.463
5012,101.638
5013,101.702
5014,101.618
5015,101.558
5016,101.621
5017,101.675
5018,101.418
5019,101.551
5020,101.566
5021,101.458
5022,101.413
5023,101.21
5024,101.031
5025,100.886
5026,101.628
5027,101.779
5028,101.705
5029,101.58
5030,101.419
5031,101.436
5032,101.646
5033,101.395
5034,101.469
5035,101.609
5036,101.457
5037,101.543
5038,101.438
5039,101.26
5040,101.125
5041,101.945
5042,102.056
5043,101.879
5044,101.763
5045,101.612
5046,101.678
5047,101.999
5048,101.605
5049,101.751
5050,101.855
5051,101.669
5052,101.762
5053,101.667
5054,101.497
5055,101.359
5056,102.009
5057,102.262
5058,102.391
5059,102.246
5060,102.221
5061,102.19
5062,102.264
5063,101.965
5064,102.068
5065,102.037
5066,101.347
5067,101.436
5068,101.37
5069,101.213
5070,101.021
5071,101.959
5072,102.196
5073,102.17
5074,102.097
5075,102.037
5076,102.1
5077,102.326
5078,101.918
5079,102.183
5080,102.333
5081,102.04
5082,102.196
5083,102.144
5084,102.014
5085,101.919
5086,100.291
5087,101.196
5088,101.332
5089,101.248
5090,101.28
5091,101.403
5092,101.686
5093,101.283
5094,101.622
5095,101.758
5096,101.701
5097,101.855
5098,101.823
5099,101.7
5100,101.131
5101,102.047
5102,102.248
5103,102.213
5104,102.109
5105,102.068
5106,102.137
5107,102.329
5108,101.996
5109,102.322
5110,102.472
5111,102.337
5112,102.496
5113,102.396
5114,102.258
5115,102.123
5116,101.927
5117,102.141
5118,102.092
5119,102.068
5120,102.056
5121,102.193
5122,102.575
5123,102.1
5124,102.417
5125,102.579
5126,102.441
5127,102.569
5128,102.534
5129,102.399
5130,102.319
5131,102.521
5132,102.78
5133,102.732
5134,102.668
5135,102.598
5136,102.735
5137,102.982
5138,102.687
5139,102.977
5140,103.067
5141,102.914
5142,103.094
5143,103.03
5144,102.876
5145,102.749
5146,102.404
5147,102.854
5148,102.968
5149,102.862
5150,102.898
5151,102.968
5152,103.166
5153,102.474
5154,102.924
5155,102.966
5156,101.888
5157,102.204
5158,102.205
5159,102.074
5160,101.771
5161,101.873
5162,102.257
5163,102.158
5164,101.975
5165,101.854
5166,102.166
5167,102.686
5168,101.96
5169,102.466
5170,102.744
5171,102.577
5172,103.101
5173,103.163
5174,102.964
5175,102.932
5176,102.018
5177,102.453
5178,102.167
5179,102.075
5180,101.965
5181,102.225
5182,102.878
5183,102.045
5184,102.59
5185,102.821
5186,102.657
5187,103.085
5188,103.155
5189,103.012
5190,102.989
5191,101.859
5192,102.183
5193,102.045
5194,102.0
5195,101.86
5196,102.071
5197,102.606
5198,101.939
5199,102.639
5200,102.867
5201,102.781
5202,103.444
5203,103.52
5204,103.309
5205,103.247
5206,101.482
5207,101.791
5208,101.571
5209,101.511
5210,101.423
5211,101.807
5212,102.379
5213,101.598
5214,102.25
5215,102.56
5216,102.316
5217,102.927
5218,103.056
5219,102.833
5220,102.672
5221,102.128
5222,102.62
5223,102.502
5224,102.301
5225,102.16
5226,102.553
5227,103.129
5228,102.24
5229,102.89
5230,103.193
5231,103.006
5232,103.663
5233,103.757
5234,103.528
5235,103.524
5236,100.302
5237,100.738
5238,100.626
5239,100.708
5240,100.801
5241,101.23
5242,101.4
5243,100.573
5244,101.042
5245,101.997
5246,101.978
5247,102.031
5248,101.939
5249,101.889
5250,101.845
5251,103.297
5252,103.61
5253,103.304
5254,103.203
5255,103.033
5256,103.454
5257,104.116
5258,103.082
5259,103.887
5260,104.233
5261,103.92
5262,104.646
5263,104.795
5264,104.499
5265,104.295
5266,103.203
5267,103.512
5268,103.398
5269,103.267
5270,103.251
5271,103.595
5272,103.862
5273,103.095
5274,103.651
5275,103.792
5276,103.762
5277,103.88
5278,103.857
5279,103.674
5280,103.578
5281,103.696
5282,104.118
5283,103.93
5284,103.794
5285,103.794
5286,104.265
5287,104.57
5288,103.52
5289,104.336
5290,104.545
5291,104.565
5292,104.764
5293,104.771
5294,104.63
5295,104.545
5296,102.095
5297,102.524
5298,102.491
5299,102.588
5300,102.598
5301,103.028
5302,103.411
5303,102.153
5304,103.476
5305,103.749
5306,103.709
5307,104.148
5308,104.5
5309,104.609
5310,104.51
5311,103.588
5312,104.123
5313,103.947
5314,99.594
5315,99.794
5316,100.368
5317,101.071
5318,99.8
5319,100.39
5320,100.66
5321,100.471
5322,100.491
5323,100.516
5324,100.554
5325,94.388
5326,103.774
5327,104.48
5328,104.388
5329,104.365
5330,104.459
5331,104.601
5332,104.935
5333,103.41
5334,104.492
5335,104.67
5336,102.992
5337,103.62
5338,103.713
5339,103.647
5340,102.868
5341,101.962
5342,102.444
5343,102.176
5344,102.249
5345,102.296
5346,102.898
5347,103.148
5348,101.742
5349,102.382
5350,102.694
5351,102.651
5352,102.835
5353,102.818
5354,102.797
5355,102.773
5356,101.962
5357,102.444
5358,102.176
5359,102.249
5360,102.296
5361,102.898
5362,103.148
5363,101.742
5364,102.382
5365,102.696
5366,102.651
5367,102.835
5368,102.818
5369,102.796
5370,102.771
5371,102.367
5372,103.252
5373,102.986
5374,102.681
5375,102.603
5376,103.104
5377,104.111
5378,102.597
5379,103.83
5380,104.453
5381,104.162
5382,105.049
5383,105.262
5384,104.906
5385,104.93
5386,104.813
5387,105.675
5388,105.121
5389,105.001
5390,105.05
5391,105.425
5392,105.984
5393,104.57
5394,105.788
5395,105.965
5396,105.851
5397,106.57
5398,106.597
5399,106.628
5400,106.652
5401,103.303
5402,104.291
5403,103.875
5404,104.045
5405,103.919
5406,104.67
5407,105.663
5408,103.515
5409,105.427
5410,106.064
5411,105.547
5412,107.041
5413,107.108
5414,106.826
5415,106.952
5416,103.298
5417,104.048
5418,103.751
5419,103.556
5420,103.75
5421,104.481
5422,104.859
5423,103.223
5424,104.986
5425,105.291
5426,105.226
5427,106.245
5428,106.323
5429,106.391
5430,106.37
5431,103.849
5432,104.521
5433,104.216
5434,104.057
5435,104.211
5436,104.947
5437,105.431
5438,103.493
5439,105.261
5440,105.61
5441,105.548
5442,106.57
5443,106.505
5444,106.504
5445,106.483
5446,103.148
5447,103.992
5448,103.572
5449,103.318
5450,103.165
5451,103.957
5452,105.019
5453,102.852
5454,104.796
5455,105.359
5456,104.967
5457,106.307
5458,106.637
5459,106.318
5460,106.086
5461,105.032
5462,106.212
5463,106.344
5464,106.11
5465,105.838
5466,106.544
5467,107.996
5468,105.251
5469,107.149
5470,107.502
5471,107.246
5472,108.541
5473,108.564
5474,108.426
5475,108.54
5476,103.517
5477,104.898
5478,104.243
5479,103.834
5480,103.758
5481,104.729
5482,105.966
5483,103.836
5484,105.749
5485,106.054
5486,105.888
5487,106.984
5488,107.146
5489,106.87
5490,107.066
5491,104.046
5492,104.583
5493,104.268
5494,104.195
5495,104.202
5496,104.946
5497,105.505
5498,103.523
5499,105.122
5500,105.432
5501,105.334
5502,106.86
5503,106.978
5504,107.034
5505,106.833
5506,104.505
5507,105.113
5508,104.767
5509,104.684
5510,104.687
5511,105.572
5512,106.214
5513,103.894
5514,105.737
5515,106.073
5516,105.978
5517,107.718
5518,107.847
5519,107.931
5520,107.748
5521,106.361
5522,107.216
5523,106.868
5524,106.821
5525,107.04
5526,107.673
5527,108.167
5528,105.596
5529,107.636
5530,107.834
5531,105.2
5532,106.245
5533,106.305
5534,106.409
5535,105.168
5536,102.103
5537,104.501
5538,104.747
5539,104.361
5540,104.481
5541,105.264
5542,105.993
5543,103.784
5544,105.803
5545,106.156
5546,105.966
5547,107.094
5548,107.181
5549,107.299
5550,105.593
5551,105.278
5552,106.932
5553,106.65
5554,107.059
5555,107.082
5556,107.684
5557,108.241
5558,106.508
5559,108.203
5560,108.425
5561,108.263
5562,109.294
5563,109.236
5564,109.149
5565,108.716
5566,105.78
5567,107.645
5568,107.307
5569,107.702
5570,107.817
5571,108.557
5572,109.189
5573,107.228
5574,109.18
5575,109.397
5576,109.145
5577,110.361
5578,110.254
5579,110.18
5580,109.763
5581,101.644
5582,102.48
5583,102.178
5584,102.272
5585,102.658
5586,103.574
5587,104.312
5588,102.17
5589,104.107
5590,104.481
5591,104.387
5592,105.327
5593,105.349
5594,105.553
5595,105.572
5596,102.088
5597,104.577
5598,104.818
5599,104.428
5600,104.549
5601,105.372
5602,106.116
5603,103.807
5604,105.914
5605,106.268
5606,106.053
5607,107.222
5608,107.335
5609,107.467
5610,105.729
5611,104.292
