VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE
2019-08-01,0,3.581,0.0,2,5.06,6,0,0.358,100.521
2019-09-03,0,3.517,0.0,2,5.06,3,0,0.27,100.406
2019-10-01,0,3.429,0.0,2,5.06,3,0,0.195,100.307
2019-11-01,0,3.435,0.0,2,5.06,3,0,0.111,100.172
2019-08-01,1,3.772,0.0,2,5.17,24,0,1.299,101.832
2019-09-03,1,3.65,0.0,2,5.17,24,0,1.211,101.864
2019-10-01,1,3.587,0.0,2,5.17,24,0,1.136,101.827
2019-11-01,1,3.599,0.0,2,5.17,24,0,1.052,101.688
2020-01-02,1,3.526,0.0,2,5.17,12,0,0.911,101.504
2020-02-03,1,3.375,3.0,2,5.17,12,0,0.826,101.491
2020-03-02,1,3.179,2.7,2,5.17,12,0,0.751,101.508
2020-04-01,1,3.237,2.7,2,5.17,12,0,0.67,101.31
2020-05-04,1,3.079,2.3,2,5.17,12,0,0.581,101.236
2020-06-01,1,2.814,2.3,2,5.17,6,0,0.506,101.221
2020-07-01,1,2.826,2.3,2,5.17,6,0,0.44,101.027
2020-08-03,1,2.547,0.0,2,5.17,6,0,0.352,100.916
2020-09-01,1,2.46,0.0,2,5.17,3,0,0.273,100.733
2020-10-01,1,2.471,0.0,2,5.17,3,0,0.192,100.511
2020-11-02,1,2.313,0.0,2,5.17,3,0,0.105,100.296
2019-08-01,2,3.685,0.0,2,5.12,12,0,0.835,101.203
2019-09-03,2,3.587,0.0,2,5.12,12,0,0.747,101.152
2019-10-01,2,3.509,0.0,2,5.12,12,0,0.672,101.093
2019-11-01,2,3.541,0.0,2,5.12,12,0,0.588,100.942
2020-01-02,2,3.46,0.0,2,5.12,6,0,0.436,100.719
2020-02-03,2,3.313,0.0,2,5.12,6,0,0.351,100.625
2020-03-02,2,3.114,0.0,2,5.12,3,0,0.276,100.543
2020-04-01,2,3.097,0.0,2,5.12,3,0,0.195,100.385
2020-05-04,2,2.94,0.0,2,5.12,3,0,0.105,100.223
2020-06-01,2,2.687,0.0,2,5.12,3,0,0.029,100.068
2019-08-01,3,3.857,0.0,2,5.28,36,0,2.192,103.172
2019-09-03,3,3.689,0.0,2,5.28,36,0,2.106,103.424
2019-10-01,3,3.67,0.0,2,5.28,36,0,2.031,103.353
2019-11-01,3,3.661,0.0,2,5.28,36,0,1.947,103.248
2020-01-02,3,3.617,0.0,2,5.28,24,0,1.829,103.082
2020-02-03,3,3.464,3.0,2,5.28,24,0,1.745,103.221
2020-03-02,3,3.267,2.7,2,5.28,24,0,1.671,103.434
2020-04-01,3,3.475,2.7,2,5.28,24,0,1.588,102.933
2020-05-04,3,3.199,2.3,2,5.28,24,0,1.502,103.217
2020-06-01,3,3.001,2.3,2,5.28,24,0,1.428,103.368
2020-07-01,3,3.012,2.3,2,5.28,24,0,1.384,103.176
2020-08-03,3,2.712,0.0,2,5.28,24,0,1.297,103.383
2020-09-01,3,2.625,0.0,2,5.28,24,0,1.219,103.297
2020-10-01,3,2.673,0.0,2,5.28,24,0,1.138,103.03
2020-11-02,3,2.554,0.0,2,5.28,24,0,1.052,102.943
2019-08-01,4,3.817,0.0,2,5.23,24,0,1.753,102.509
2019-09-03,4,3.669,0.0,2,5.23,24,0,1.665,102.646
2019-10-01,4,3.631,0.0,2,5.23,24,0,1.59,102.597
2019-11-01,4,3.63,0.0,2,5.23,24,0,1.507,102.474
2020-01-02,4,3.583,0.0,2,5.23,24,0,1.378,102.289
2020-02-03,4,3.437,3.3,2,5.23,24,0,1.292,102.344
2020-03-02,4,3.233,3.0,2,5.23,24,0,1.218,102.47
2020-04-01,4,3.374,3.0,2,5.23,24,0,1.137,102.148
2020-05-04,4,3.146,2.3,2,5.23,24,0,1.049,102.238
2020-06-01,4,2.913,2.3,2,5.23,12,0,0.975,102.325
2020-07-01,4,2.915,2.3,2,5.23,12,0,0.919,102.141
2020-08-03,4,2.618,0.0,2,5.23,12,0,0.831,102.19
2020-09-01,4,2.535,0.0,2,5.23,12,0,0.753,102.052
2020-10-01,4,2.583,0.0,2,5.23,12,0,0.672,101.803
2020-11-02,4,2.442,0.0,2,5.23,12,0,0.586,101.663
2019-08-01,5,3.924,0.0,2,5.39,60,0,3.047,104.572
2019-09-03,5,3.743,0.0,2,5.39,60,0,2.961,105.023
2019-10-01,5,3.744,0.0,2,5.39,60,0,2.886,104.909
2019-11-01,5,3.74,0.0,2,5.39,60,0,2.803,104.799
2020-01-02,5,3.707,0.0,2,5.39,36,0,2.707,104.648
2020-02-03,5,3.53,0.0,2,5.39,36,0,2.624,105.004
2020-03-02,5,3.328,0.0,2,5.39,36,0,2.552,105.423
2020-04-01,5,3.648,0.0,2,5.39,36,0,2.466,104.429
2020-05-04,5,3.278,0.0,2,5.39,36,0,2.383,105.23
2020-06-01,5,3.131,0.0,2,5.39,36,0,2.309,105.45
2020-07-01,5,3.147,0.0,2,5.39,36,0,2.288,105.243
2020-08-03,5,2.837,0.0,2,5.39,36,0,2.203,105.778
2020-09-01,5,2.747,0.0,2,5.39,36,0,2.126,105.793
2020-10-01,5,2.783,0.0,2,5.39,36,0,2.044,105.512
2020-11-02,5,2.705,0.0,2,5.39,36,0,1.958,105.463
2019-08-01,6,3.899,2.7,2,5.34,36,0,2.622,103.856
2019-09-03,6,3.718,2.3,2,5.34,36,0,2.536,104.222
2019-10-01,6,3.712,2.3,2,5.34,36,0,2.461,104.126
2019-11-01,6,3.701,2.3,2,5.34,36,0,2.378,104.031
2020-01-02,6,3.666,0.0,2,5.34,36,0,2.272,103.866
2020-02-03,6,3.498,0.0,2,5.34,36,0,2.187,104.115
2020-03-02,6,3.297,0.0,2,5.34,36,0,2.115,104.433
2020-04-01,6,3.562,0.0,2,5.34,36,0,2.031,103.709
2020-05-04,6,3.239,0.0,2,5.34,36,0,1.945,104.229
2020-06-01,6,3.067,0.0,2,5.34,24,0,1.872,104.425
2020-07-01,6,3.084,0.0,2,5.34,24,0,1.839,104.22
2020-08-03,6,2.785,0.0,2,5.34,24,0,1.753,104.577
2020-09-01,6,2.687,0.0,2,5.34,24,0,1.676,104.558
2020-10-01,6,2.734,0.0,2,5.34,24,0,1.594,104.272
2020-11-02,6,2.643,0.0,2,5.34,24,0,1.508,104.202
2019-08-01,7,3.964,0.0,2,5.49,60,0,3.851,106.054
2019-09-03,7,3.758,0.0,2,5.49,60,0,3.768,106.772
2019-10-01,7,3.782,0.0,2,5.49,60,0,3.692,106.564
2019-11-01,7,3.802,0.0,2,5.49,60,0,3.608,106.364
2020-01-02,7,3.778,0.0,2,5.49,60,0,3.534,106.214
2020-02-03,7,3.584,0.0,2,5.49,60,0,3.452,106.801
2020-03-02,7,3.384,0.0,2,5.49,60,0,3.382,107.405
2020-04-01,7,3.796,0.0,2,5.49,60,0,3.291,105.784
2020-05-04,7,3.363,0.0,2,5.49,60,0,3.213,107.162
2020-06-01,7,3.256,0.0,2,5.49,60,0,3.14,107.389
2020-07-01,7,3.276,0.0,2,5.49,60,0,3.139,107.161
2020-08-03,7,2.944,0.0,2,5.49,60,0,3.057,108.079
2020-09-01,7,2.891,0.0,2,5.49,60,0,2.98,108.068
2020-10-01,7,2.911,0.0,2,5.49,60,0,2.898,107.812
2020-11-02,7,2.841,0.0,2,5.49,60,0,2.813,107.824
2019-08-01,8,3.949,0.0,2,5.44,60,0,3.454,105.288
2019-09-03,8,3.755,0.0,2,5.44,60,0,3.37,105.87
2019-10-01,8,3.763,0.0,2,5.44,60,0,3.295,105.73
2019-11-01,8,3.771,0.0,2,5.44,60,0,3.211,105.581
2020-01-02,8,3.743,0.0,2,5.44,60,0,3.126,105.431
2020-02-03,8,3.561,0.0,2,5.44,60,0,3.044,105.888
2020-03-02,8,3.357,0.0,2,5.44,60,0,2.972,106.41
2020-04-01,8,3.728,0.0,2,5.44,60,0,2.884,105.107
2020-05-04,8,3.321,0.0,2,5.44,60,0,2.803,106.2
2020-06-01,8,3.197,0.0,2,5.44,36,0,2.73,106.425
2020-07-01,8,3.213,3.7,2,5.44,36,0,2.719,106.214
2020-08-03,8,2.887,3.0,2,5.44,36,0,2.636,106.95
2020-09-01,8,2.82,3.0,2,5.44,36,0,2.558,106.949
2020-10-01,8,2.846,2.7,2,5.44,36,0,2.477,106.681
2020-11-02,8,2.774,3.7,2,5.44,36,0,2.391,106.66
2019-08-01,9,3.625,2.7,2,5.54,12,0,0.924,101.777
2019-09-03,9,3.525,1.7,2,5.54,12,0,0.836,101.695
2019-10-01,9,3.493,1.7,2,5.54,12,0,0.761,101.572
2019-11-01,9,3.536,0.0,2,5.54,12,0,0.678,101.375
2020-01-02,9,3.472,0.0,2,5.54,6,0,0.513,101.086
2020-02-03,9,3.407,0.0,2,5.54,6,0,0.441,100.936
2020-03-02,9,3.176,0.0,2,5.54,6,0,0.367,100.858
2020-04-01,9,3.205,0.0,2,5.54,3,0,0.286,100.657
2020-05-04,9,3.038,0.0,2,5.54,3,0,0.197,100.482
2020-06-01,9,2.726,0.0,2,5.54,3,0,0.12,100.332
2020-07-01,9,2.729,0.0,2,5.54,3,0,0.038,100.105
2019-08-01,10,3.993,0.0,2,5.59,84,0,4.611,107.636
2019-09-03,10,3.77,0.0,2,5.59,84,0,4.532,108.623
2019-10-01,10,3.819,0.0,2,5.59,84,0,4.455,108.269
2019-11-01,10,3.854,0.0,2,5.59,84,0,4.37,107.979
2020-01-02,10,3.837,0.0,2,5.59,60,0,4.316,107.822
2020-02-03,10,3.625,0.0,2,5.59,60,0,4.237,108.671
2020-03-02,10,3.419,3.0,2,5.59,60,0,4.169,109.49
2020-04-01,10,3.898,2.3,2,5.59,60,0,4.072,107.191
2020-05-04,10,3.43,2.3,2,5.59,60,0,3.999,109.126
2020-06-01,10,3.34,2.0,2,5.59,60,0,3.926,109.383
2020-07-01,10,3.372,2.0,2,5.59,60,0,3.945,109.088
2020-08-03,10,3.052,2.0,2,5.59,60,0,3.866,110.278
2020-09-01,10,2.995,0.0,2,5.59,60,0,3.789,110.342
2020-10-01,10,3.016,0.0,2,5.59,60,0,3.708,110.069
2020-11-02,10,2.955,0.0,2,5.59,60,0,3.623,110.12
2019-08-01,11,3.98,0.0,2,5.54,60,0,4.236,106.83
2019-09-03,11,3.763,0.0,2,5.54,60,0,4.155,107.691
2019-10-01,11,3.802,0.0,2,5.54,60,0,4.079,107.404
2019-11-01,11,3.833,0.0,2,5.54,60,0,3.994,107.148
2020-01-02,11,3.814,0.0,2,5.54,60,0,3.93,106.99
2020-02-03,11,3.608,0.0,2,5.54,60,0,3.85,107.717
2020-03-02,11,3.407,3.3,2,5.54,60,0,3.78,108.419
2020-04-01,11,3.853,3.0,2,5.54,60,0,3.687,106.472
2020-05-04,11,3.402,3.0,2,5.54,60,0,3.611,108.124
2020-06-01,11,3.306,3.3,2,5.54,60,0,3.538,108.361
2020-07-01,11,3.335,3.0,2,5.54,60,0,3.548,108.091
2020-08-03,11,3.006,3.0,2,5.54,60,0,3.467,109.161
2020-09-01,11,2.949,2.3,2,5.54,60,0,3.39,109.194
2020-10-01,11,2.969,2.3,2,5.54,60,0,3.308,108.932
2020-11-02,11,2.904,2.3,2,5.54,60,0,3.223,108.965
2019-08-01,12,4.048,0.0,2,5.69,84,0,5.329,109.125
2019-09-03,12,3.816,0.0,2,5.69,84,0,5.253,110.36
2019-10-01,12,3.881,0.0,2,5.69,84,0,5.174,109.872
2019-11-01,12,3.913,0.0,2,5.69,84,0,5.089,109.571
2020-01-02,12,3.889,0.0,2,5.69,84,0,5.055,109.471
2020-02-03,12,3.662,0.0,2,5.69,84,0,4.98,110.595
2020-03-02,12,3.449,0.0,2,5.69,84,0,4.914,111.644
2020-04-01,12,4.001,0.0,2,5.69,84,0,4.808,108.52
2020-05-04,12,3.491,0.0,2,5.69,84,0,4.743,111.104
2020-06-01,12,3.411,0.0,2,5.69,84,0,4.671,111.394
2020-07-01,12,3.446,0.0,2,5.69,84,0,4.709,111.058
2020-08-03,12,3.146,0.0,2,5.69,84,0,4.632,112.449
2020-09-01,12,3.071,0.0,2,5.69,84,0,4.557,112.666
2020-10-01,12,3.093,0.0,2,5.69,84,0,4.475,112.372
2020-11-02,12,3.035,0.0,2,5.69,84,0,4.391,112.472
2019-08-01,13,4.018,0.0,2,5.64,84,0,4.976,108.393
2019-09-03,13,3.791,0.0,2,5.64,84,0,4.898,109.499
2019-10-01,13,3.848,0.0,2,5.64,84,0,4.82,109.082
2019-11-01,13,3.884,0.0,2,5.64,84,0,4.735,108.772
2020-01-02,13,3.864,0.0,2,5.64,84,0,4.69,108.64
2020-02-03,13,3.645,0.0,2,5.64,84,0,4.613,109.62
2020-03-02,13,3.433,0.0,2,5.64,84,0,4.547,110.566
2020-04-01,13,3.947,0.0,2,5.64,84,0,4.445,107.877
2020-05-04,13,3.459,0.0,2,5.64,84,0,4.376,110.123
2020-06-01,13,3.375,0.0,2,5.64,60,0,4.304,110.394
2020-07-01,13,3.409,0.0,2,5.64,60,0,4.332,110.077
2020-08-03,13,3.1,0.0,2,5.64,60,0,4.254,111.368
2020-09-01,13,3.029,0.0,2,5.64,60,0,4.179,111.529
2020-10-01,13,3.053,0.0,2,5.64,60,0,4.097,111.233
2020-11-02,13,2.995,0.0,2,5.64,60,0,4.012,111.303
2019-08-01,14,3.644,0.0,2,5.95,6,0,0.488,101.126
2019-09-03,14,3.579,0.0,2,5.95,6,0,0.402,100.945
2019-10-01,14,3.501,0.0,2,5.95,6,0,0.328,100.791
2019-11-01,14,3.526,0.0,2,5.95,3,0,0.245,100.581
2020-01-02,14,3.44,0.0,2,5.95,3,0,0.079,100.19
2019-08-01,15,4.11,0.0,2,5.78,120,0,6.004,110.508
2019-09-03,15,3.879,0.0,2,5.78,120,0,5.932,111.936
2019-10-01,15,3.955,0.0,2,5.78,120,0,5.852,111.322
2019-11-01,15,3.98,0.0,2,5.78,120,0,5.767,111.045
2020-01-02,15,3.953,0.0,2,5.78,84,0,5.751,110.991
2020-02-03,15,3.713,0.0,2,5.78,84,0,5.68,112.399
2020-03-02,15,3.485,0.0,2,5.78,84,0,5.619,113.738
2020-04-01,15,4.112,0.0,2,5.78,84,0,5.499,109.667
2020-05-04,15,3.56,0.0,2,5.78,84,0,5.445,112.957
2020-06-01,15,3.484,0.0,2,5.78,84,0,5.374,113.298
2020-07-01,15,3.519,0.0,2,5.78,84,0,5.429,112.935
2020-08-03,15,3.232,0.0,2,5.78,84,0,5.356,114.527
2020-09-01,15,3.158,0.0,2,5.78,84,0,5.282,114.815
2020-10-01,15,3.169,0.0,2,5.78,84,0,5.201,114.573
2020-11-02,15,3.111,0.0,2,5.78,84,0,5.118,114.734
2019-08-01,16,4.082,0.0,2,5.73,84,0,5.673,109.772
2019-09-03,16,3.848,0.0,2,5.73,84,0,5.6,111.12
2019-10-01,16,3.919,0.0,2,5.73,84,0,5.52,110.569
2019-11-01,16,3.947,0.0,2,5.73,84,0,5.435,110.282
2020-01-02,16,3.921,0.0,2,5.73,84,0,5.41,110.208
2020-02-03,16,3.688,0.0,2,5.73,84,0,5.337,111.469
2020-03-02,16,3.465,0.0,2,5.73,84,0,5.274,112.675
2020-04-01,16,4.056,0.0,2,5.73,84,0,5.16,109.084
2020-05-04,16,3.523,0.0,2,5.73,84,0,5.101,112.025
2020-06-01,16,3.446,0.0,2,5.73,84,0,5.03,112.337
2020-07-01,16,3.48,0.0,2,5.73,84,0,5.076,111.993
2020-08-03,16,3.187,0.0,2,5.73,84,0,5.001,113.486
2020-09-01,16,3.112,0.0,2,5.73,84,0,4.927,113.742
2020-10-01,16,3.131,0.0,2,5.73,84,0,4.845,113.457
2020-11-02,16,3.073,0.0,2,5.73,84,0,4.761,113.589
2019-08-01,17,3.831,0.0,2,6.05,24,0,1.422,103.188
2019-09-03,17,3.702,0.0,2,6.05,24,0,1.335,103.175
2019-10-01,17,3.646,0.0,2,6.05,24,0,1.26,103.079
2019-11-01,17,3.654,0.0,2,6.05,24,0,1.178,102.876
2020-01-02,17,3.588,0.0,2,6.05,12,0,1.012,102.566
2020-02-03,17,3.502,0.0,2,6.05,12,0,0.955,102.448
2020-03-02,17,3.286,0.0,2,6.05,12,0,0.88,102.453
2020-04-01,17,3.363,0.0,2,6.05,12,0,0.799,102.168
2020-05-04,17,3.185,0.0,2,6.05,12,0,0.71,102.063
2020-06-01,17,2.897,0.0,2,6.05,12,0,0.636,102.04
2020-07-01,17,2.901,0.0,2,6.05,6,0,0.554,101.786
2020-08-03,17,2.624,0.0,2,6.05,6,0,0.48,101.644
2020-09-01,17,2.541,0.0,2,6.05,6,0,0.403,101.41
2020-10-01,17,2.565,0.0,2,6.05,3,0,0.323,101.118
2020-11-02,17,2.402,0.0,2,6.05,3,0,0.238,100.858
2019-08-01,18,4.138,0.0,2,5.82,120,0,6.329,111.183
2019-09-03,18,3.91,0.0,2,5.82,120,0,6.26,112.685
2019-10-01,18,3.99,0.0,2,5.82,120,0,6.178,112.014
2019-11-01,18,4.013,0.0,2,5.82,120,0,6.093,111.742
2020-01-02,18,3.987,0.0,2,5.82,120,0,6.086,111.698
2020-02-03,18,3.741,0.0,2,5.82,120,0,6.018,113.25
2020-03-02,18,3.504,0.0,2,5.82,120,0,5.96,114.754
2020-04-01,18,4.161,0.0,2,5.82,120,0,5.831,110.215
2020-05-04,18,3.596,0.0,2,5.82,120,0,5.783,113.827
2020-06-01,18,3.52,0.0,2,5.82,84,0,5.713,114.205
2020-07-01,18,3.555,0.0,2,5.82,84,0,5.777,113.829
2020-08-03,18,3.274,2.3,2,5.82,84,0,5.706,115.515
2020-09-01,18,3.2,3.3,2,5.82,84,0,5.632,115.84
2020-10-01,18,3.206,3.0,2,5.82,84,0,5.551,115.629
2020-11-02,18,3.15,3.0,2,5.82,84,0,5.468,115.807
2019-08-01,19,4.161,0.0,2,5.87,120,0,6.641,111.954
2019-09-03,19,3.938,0.0,2,5.87,120,0,6.574,113.513
2019-10-01,19,4.019,0.0,2,5.87,120,0,6.491,112.803
2019-11-01,19,4.043,0.0,2,5.87,120,0,6.405,112.515
2020-01-02,19,4.02,0.0,2,5.87,120,0,6.407,112.462
2020-02-03,19,3.768,0.0,2,5.87,120,0,6.342,114.163
2020-03-02,19,3.529,0.0,2,5.87,120,0,6.286,115.786
2020-04-01,19,4.209,0.0,2,5.87,120,0,6.149,110.809
2020-05-04,19,3.639,0.0,2,5.87,120,0,6.108,114.693
2020-06-01,19,3.563,0.0,2,5.87,120,0,6.039,115.106
2020-07-01,19,3.598,0.0,2,5.87,120,0,6.11,114.717
2020-08-03,19,3.323,0.0,2,5.87,120,0,6.041,116.488
2020-09-01,19,3.245,3.3,2,5.87,120,0,5.969,116.878
2020-10-01,19,3.248,3.0,2,5.87,120,0,5.888,116.688
2020-11-02,19,3.19,3.0,2,5.87,120,0,5.806,116.909
2019-08-01,20,3.761,0.0,2,6.3,6,0,0.399,101.011
2019-09-03,20,3.642,0.0,2,6.3,3,0,0.31,100.821
2019-10-01,20,3.6,0.0,2,6.3,3,0,0.235,100.63
2019-11-01,20,3.564,0.0,2,6.3,3,0,0.151,100.41
2019-08-01,21,3.95,0.0,2,6.15,36,0,2.311,105.183
2019-09-03,21,3.777,0.0,2,6.15,36,0,2.225,105.408
2019-10-01,21,3.763,0.0,2,6.15,36,0,2.151,105.274
2019-11-01,21,3.753,0.0,2,6.15,36,0,2.068,105.113
2020-01-02,21,3.709,0.0,2,6.15,36,0,1.903,104.837
2020-02-03,21,3.592,0.0,2,6.15,24,0,1.873,104.874
2020-03-02,21,3.374,0.0,2,6.15,24,0,1.799,105.102
2020-04-01,21,3.599,0.0,2,6.15,24,0,1.716,104.479
2020-05-04,21,3.31,0.0,2,6.15,24,0,1.63,104.762
2020-06-01,21,3.098,0.0,2,6.15,24,0,1.556,104.91
2020-07-01,21,3.114,0.0,2,6.15,24,0,1.475,104.649
2020-08-03,21,2.816,0.0,2,6.15,24,0,1.429,104.837
2020-09-01,21,2.703,0.0,2,6.15,24,0,1.352,104.745
2020-10-01,21,2.731,0.0,2,6.15,24,0,1.271,104.436
2020-11-02,21,2.631,0.0,2,6.15,24,0,1.186,104.276
2019-08-01,22,4.215,2.0,2,5.96,120,0,7.25,113.379
2019-09-03,22,3.997,2.0,2,5.96,120,0,7.187,115.078
2019-10-01,22,4.075,2.0,2,5.96,120,0,7.102,114.33
2019-11-01,22,4.101,0.0,2,5.96,120,0,7.016,114.01
2020-01-02,22,4.078,0.0,2,5.96,120,0,7.034,113.982
2020-02-03,22,3.815,0.0,2,5.96,120,0,6.976,115.985
2020-03-02,22,3.576,0.0,2,5.96,120,0,6.926,117.819
2020-04-01,22,4.284,0.0,2,5.96,120,0,6.771,112.054
2020-05-04,22,3.72,0.0,2,5.96,120,0,6.741,116.362
2020-06-01,22,3.64,2.7,2,5.96,120,0,6.674,116.878
2020-07-01,22,3.68,2.3,2,5.96,120,0,6.761,116.424
2020-08-03,22,3.416,2.3,2,5.96,120,0,6.697,118.356
2020-09-01,22,3.337,2.0,2,5.96,120,0,6.626,118.83
2020-10-01,22,3.343,2.0,2,5.96,120,0,6.545,118.62
2020-11-02,22,3.288,2.0,2,5.96,120,0,6.463,118.878
2019-08-01,23,4.186,0.0,2,5.92,120,0,6.952,112.724
2019-09-03,23,3.966,0.0,2,5.92,120,0,6.887,114.352
2019-10-01,23,4.049,0.0,2,5.92,120,0,6.803,113.593
2019-11-01,23,4.074,0.0,2,5.92,120,0,6.717,113.289
2020-01-02,23,4.051,0.0,2,5.92,120,0,6.727,113.249
2020-02-03,23,3.792,0.0,2,5.92,120,0,6.665,115.111
2020-03-02,23,3.553,0.0,2,5.92,120,0,6.612,116.841
2020-04-01,23,4.249,0.0,2,5.92,120,0,6.467,111.456
2020-05-04,23,3.68,0.0,2,5.92,120,0,6.431,115.572
2020-06-01,23,3.603,0.0,2,5.92,120,0,6.363,116.028
2020-07-01,23,3.64,0.0,2,5.92,120,0,6.442,115.611
2020-08-03,23,3.371,0.0,2,5.92,120,0,6.376,117.462
2020-09-01,23,3.294,0.0,2,5.92,120,0,6.304,117.884
2020-10-01,23,3.297,0.0,2,5.92,120,0,6.223,117.695
2020-11-02,23,3.24,0.0,2,5.92,120,0,6.141,117.939
2019-08-01,24,3.936,0.0,2,6.3,24,0,1.336,103.2
2019-09-03,24,3.783,0.0,2,6.3,24,0,1.248,103.195
2019-10-01,24,3.771,0.0,2,6.3,24,0,1.172,103.026
2019-11-01,24,3.766,0.0,2,6.3,24,0,1.089,102.829
2020-01-02,24,3.689,0.0,2,6.3,12,0,0.951,102.499
2020-02-03,24,3.564,0.0,2,6.3,12,0,0.867,102.391
2020-03-02,24,3.478,0.0,2,6.3,12,0,0.793,102.26
2020-04-01,24,3.548,0.0,2,6.3,12,0,0.713,101.987
2020-05-04,24,3.403,0.0,2,6.3,12,0,0.626,101.845
2020-06-01,24,3.277,0.0,2,6.3,12,0,0.552,101.707
2020-07-01,24,3.288,0.0,2,6.3,6,0,0.487,101.465
2020-08-03,24,3.258,0.0,2,6.3,6,0,0.398,101.208
2020-09-01,24,3.299,0.0,2,6.3,6,0,0.32,100.957
2020-10-01,24,3.265,0.0,2,6.3,3,0,0.239,100.723
2020-11-02,24,3.145,0.0,2,6.3,3,0,0.153,100.481
2019-08-01,25,4.247,0.0,2,6.05,180,0,7.821,114.983
2019-09-03,25,4.056,0.0,2,6.05,180,0,7.76,116.609
2019-10-01,25,4.132,0.0,2,6.05,180,0,7.673,115.82
2019-11-01,25,4.149,0.0,2,6.05,180,0,7.588,115.564
2020-01-02,25,4.129,2.3,2,6.05,120,0,7.621,115.532
2020-02-03,25,3.863,2.3,2,6.05,120,0,7.57,117.778
2020-03-02,25,3.626,2.0,2,6.05,120,0,7.526,119.8
2020-04-01,25,4.348,2.0,2,6.05,120,0,7.351,113.341
2020-05-04,25,3.799,2.0,2,6.05,120,0,7.334,117.97
2020-06-01,25,3.718,0.0,2,6.05,120,0,7.269,118.566
2020-07-01,25,3.761,0.0,2,6.05,120,0,7.37,118.058
2020-08-03,25,3.51,3.0,2,6.05,120,0,7.31,120.105
2020-09-01,25,3.428,2.7,2,6.05,120,0,7.242,120.681
2020-10-01,25,3.439,2.7,2,6.05,120,0,7.16,120.429
2020-11-02,25,3.388,2.3,2,6.05,120,0,7.08,120.708
2019-08-01,26,4.23,0.0,2,6.01,120,0,7.538,114.227
2019-09-03,26,4.025,0.0,2,6.01,120,0,7.477,115.9
2019-10-01,26,4.102,0.0,2,6.01,120,0,7.391,115.13
2019-11-01,26,4.129,0.0,2,6.01,120,0,7.305,114.793
2020-01-02,26,4.105,0.0,2,6.01,120,0,7.331,114.785
2020-02-03,26,3.839,0.0,2,6.01,120,0,7.277,116.922
2020-03-02,26,3.6,0.0,2,6.01,120,0,7.229,118.86
2020-04-01,26,4.316,0.0,2,6.01,120,0,7.065,112.739
2020-05-04,26,3.759,0.0,2,6.01,120,0,7.041,117.217
2020-06-01,26,3.677,0.0,2,6.01,120,0,6.975,117.785
2020-07-01,26,3.72,0.0,2,6.01,120,0,7.069,117.292
2020-08-03,26,3.46,0.0,2,6.01,120,0,7.008,119.306
2020-09-01,26,3.38,0.0,2,6.01,120,0,6.938,119.827
2020-10-01,26,3.388,0.0,2,6.01,120,0,6.856,119.6
2020-11-02,26,3.335,0.0,2,6.01,120,0,6.775,119.87
2019-08-01,27,4.282,2.7,2,6.15,180,0,8.356,116.662
2019-09-03,27,4.114,2.7,2,6.15,180,0,8.297,118.21
2019-10-01,27,4.193,2.0,2,6.15,180,0,8.208,117.336
2019-11-01,27,4.204,2.0,2,6.15,180,0,8.123,117.128
2020-01-02,27,4.192,0.0,2,6.15,180,0,8.171,117.04
2020-02-03,27,3.917,0.0,2,6.15,180,0,8.129,119.585
2020-03-02,27,3.682,0.0,2,6.15,180,0,8.091,121.786
2020-04-01,27,4.417,0.0,2,6.15,180,0,7.893,114.639
2020-05-04,27,3.879,0.0,2,6.15,180,0,7.89,119.588
2020-06-01,27,3.796,0.0,2,6.15,180,0,7.828,120.273
2020-07-01,27,3.842,0.0,2,6.15,180,0,7.941,119.705
2020-08-03,27,3.593,0.0,2,6.15,180,0,7.889,121.947
2020-09-01,27,3.52,0.0,2,6.15,180,0,7.821,122.511
2020-10-01,27,3.537,0.0,2,6.15,180,0,7.738,122.198
2020-11-02,27,3.488,0.0,2,6.15,180,0,7.659,122.508
2019-08-01,28,4.265,0.0,2,6.1,180,0,8.092,115.815
2019-09-03,28,4.085,0.0,2,6.1,180,0,8.032,117.412
2019-10-01,28,4.162,0.0,2,6.1,180,0,7.945,116.585
2019-11-01,28,4.177,0.0,2,6.1,180,0,7.859,116.342
2020-01-02,28,4.161,0.0,2,6.1,180,0,7.9,116.284
2020-02-03,28,3.889,0.0,2,6.1,180,0,7.854,118.693
2020-03-02,28,3.653,0.0,2,6.1,180,0,7.812,120.805
2020-04-01,28,4.381,0.0,2,6.1,180,0,7.627,114.006
2020-05-04,28,3.839,0.0,2,6.1,180,0,7.616,118.786
2020-06-01,28,3.756,0.0,2,6.1,120,0,7.553,119.436
2020-07-01,28,3.801,0.0,2,6.1,120,0,7.66,118.894
2020-08-03,28,3.551,0.0,2,6.1,120,0,7.604,121.039
2020-09-01,28,3.472,0.0,2,6.1,120,0,7.536,121.626
2020-10-01,28,3.487,0.0,2,6.1,120,0,7.453,121.335
2020-11-02,28,3.438,0.0,2,6.1,120,0,7.374,121.621
2019-08-01,29,4.323,0.0,2,6.24,180,0,8.862,118.204
2019-09-03,29,4.179,3.0,2,6.24,180,0,8.803,119.623
