,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,MONTH,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
7107,2020-06-01,605,3.45,1.7,2,4.94,84,0,5.123,107.905,6,107.591,104.64,108.224,107.392,106.068,106.069,107.591
7108,2020-07-01,605,3.46,1.7,2,4.94,84,0,5.041,107.749,7,107.905,107.591,104.64,108.224,107.392,106.068,107.905
7109,2020-08-03,605,2.993,3.0,2,4.94,84,0,4.974,110.194,8,107.749,107.905,107.591,104.64,108.224,107.392,107.749
7110,2020-09-01,605,2.931,2.3,2,4.94,84,0,4.898,110.404,9,110.194,107.749,107.905,107.591,104.64,108.224,110.194
7111,2020-10-01,605,2.888,3.0,2,4.94,84,0,4.819,110.5,10,110.404,110.194,107.749,107.905,107.591,104.64,110.404
7112,2020-11-02,605,2.893,2.7,2,4.94,84,0,4.84,110.325,11,110.5,110.404,110.194,107.749,107.905,107.591,110.5
7114,2019-09-03,606,3.801,2.3,2,4.97,120,0,5.943,107.258,9,106.516,0.0,0.0,0.0,0.0,0.0,106.516
7115,2019-10-01,606,3.882,1.7,2,4.97,120,0,5.862,106.674,10,107.258,106.516,0.0,0.0,0.0,0.0,107.258
7116,2019-11-01,606,3.896,2.7,2,4.97,84,0,5.914,106.52,11,106.674,107.258,106.516,0.0,0.0,0.0,106.674
7117,2020-01-02,606,3.879,3.0,2,4.97,84,0,5.748,106.481,1,106.52,106.674,107.258,106.516,0.0,0.0,106.52
7118,2020-02-03,606,3.626,2.3,2,4.97,84,0,5.678,107.964,2,106.481,106.52,106.674,107.258,106.516,0.0,106.481
7119,2020-03-02,606,3.477,2.3,2,4.97,84,0,5.611,108.804,3,107.964,106.481,106.52,106.674,107.258,106.516,107.964
7120,2020-04-01,606,4.139,2.0,2,4.97,84,0,5.49,104.739,4,108.804,107.964,106.481,106.52,106.674,107.258,108.804
7121,2020-05-04,606,3.562,2.0,2,4.97,84,0,5.563,108.093,5,104.739,108.804,107.964,106.481,106.52,106.674,104.739
7122,2020-06-01,606,3.497,1.7,2,4.97,84,0,5.491,108.393,6,108.093,104.739,108.804,107.964,106.481,106.52,108.093
7123,2020-07-01,606,3.513,0.0,2,4.97,84,0,5.41,108.2,7,108.393,108.093,104.739,108.804,107.964,106.481,108.393
7124,2020-08-03,606,3.036,2.3,2,4.97,84,0,5.346,110.914,8,108.2,108.393,108.093,104.739,108.804,107.964,108.2
7125,2020-09-01,606,2.969,2.0,2,4.97,84,0,5.272,111.186,9,110.914,108.2,108.393,108.093,104.739,108.804,110.914
7126,2020-10-01,606,2.934,2.0,2,4.97,84,0,5.193,111.257,10,111.186,110.914,108.2,108.393,108.093,104.739,111.186
7127,2020-11-02,606,2.935,2.7,2,4.97,84,0,5.222,111.107,11,111.257,111.186,110.914,108.2,108.393,108.093,111.257
7129,2019-09-03,607,4.213,3.0,2,5.88,84,0,5.614,109.798,9,107.332,0.0,0.0,0.0,0.0,0.0,107.332
7130,2019-10-01,607,4.293,2.3,2,5.88,84,0,5.534,109.211,10,109.798,107.332,0.0,0.0,0.0,0.0,109.798
7131,2019-11-01,607,4.203,3.0,2,5.88,84,0,5.456,109.658,11,109.211,109.798,107.332,0.0,0.0,0.0,109.211
7132,2020-01-02,607,4.148,2.0,2,5.88,84,0,5.293,109.778,1,109.658,109.211,109.798,107.332,0.0,0.0,109.658
7133,2020-02-03,607,3.923,1.7,2,5.88,84,0,5.366,111.001,2,109.778,109.658,109.211,109.798,107.332,0.0,109.778
7134,2020-03-02,607,3.75,1.7,2,5.88,84,0,5.3,111.911,3,111.001,109.778,109.658,109.211,109.798,107.332,111.001
7135,2020-04-01,607,4.229,1.7,2,5.88,84,0,5.193,108.985,4,111.911,111.001,109.778,109.658,109.211,109.798,111.911
7136,2020-05-04,607,3.667,2.0,2,5.88,84,0,5.136,112.108,5,108.985,111.911,111.001,109.778,109.658,109.211,108.985
7137,2020-06-01,607,3.625,1.7,2,5.88,84,0,5.063,112.218,6,112.108,108.985,111.911,111.001,109.778,109.658,112.108
7138,2020-07-01,607,3.669,2.0,2,5.88,84,0,4.979,111.822,7,112.218,112.108,108.985,111.911,111.001,109.778,112.218
7139,2020-08-03,607,3.343,3.0,2,5.88,84,0,5.036,113.511,8,111.822,112.218,112.108,108.985,111.911,111.001,111.822
7140,2020-09-01,607,3.359,2.3,2,5.88,84,0,4.957,113.254,9,113.511,111.822,112.218,112.108,108.985,111.911,113.511
7141,2020-10-01,607,3.337,2.3,2,5.88,84,0,4.877,113.206,10,113.254,113.511,111.822,112.218,112.108,108.985,113.254
7142,2020-11-02,607,3.391,3.0,2,5.88,84,0,4.788,112.727,11,113.206,113.254,113.511,111.822,112.218,112.108,113.206
7144,2019-09-03,608,4.223,2.3,2,5.91,120,0,5.954,110.54,9,107.852,0.0,0.0,0.0,0.0,0.0,107.852
7145,2019-10-01,608,4.303,3.0,2,5.91,120,0,5.873,109.92,10,110.54,107.852,0.0,0.0,0.0,0.0,110.54
7146,2019-11-01,608,4.223,2.3,2,5.91,120,0,5.795,110.341,11,109.92,110.54,107.852,0.0,0.0,0.0,109.92
7147,2020-01-02,608,4.169,1.7,2,5.91,84,0,5.633,110.481,1,110.341,109.92,110.54,107.852,0.0,0.0,110.341
7148,2020-02-03,608,3.936,1.7,2,5.91,84,0,5.717,111.854,2,110.481,110.341,109.92,110.54,107.852,0.0,110.481
7149,2020-03-02,608,3.764,1.7,2,5.91,84,0,5.653,112.836,3,111.854,110.481,110.341,109.92,110.54,107.852,111.854
7150,2020-04-01,608,4.284,0.0,2,5.91,84,0,5.539,109.45,4,112.836,111.854,110.481,110.341,109.92,110.54,112.836
7151,2020-05-04,608,3.698,0.0,2,5.91,84,0,5.487,112.966,5,109.45,112.836,111.854,110.481,110.341,109.92,109.45
7152,2020-06-01,608,3.665,0.0,2,5.91,84,0,5.414,113.042,6,112.966,109.45,112.836,111.854,110.481,110.341,112.966
7153,2020-07-01,608,3.706,0.0,2,5.91,84,0,5.331,112.648,7,113.042,112.966,109.45,112.836,111.854,110.481,113.042
7154,2020-08-03,608,3.374,3.0,2,5.91,84,0,5.399,114.527,8,112.648,113.042,112.966,109.45,112.836,111.854,112.648
7155,2020-09-01,608,3.394,3.0,2,5.91,84,0,5.32,114.241,9,114.527,112.648,113.042,112.966,109.45,112.836,114.527
7156,2020-10-01,608,3.371,2.7,2,5.91,84,0,5.24,114.213,10,114.241,114.527,112.648,113.042,112.966,109.45,114.241
7157,2020-11-02,608,3.416,3.3,2,5.91,84,0,5.152,113.766,11,114.213,114.241,114.527,112.648,113.042,112.966,114.213
7159,2019-09-03,609,5.0,3.0,2,5.52,120,0,6.016,103.179,9,102.157,0.0,0.0,0.0,0.0,0.0,102.157
7160,2019-10-01,609,5.073,2.7,2,5.52,120,0,5.936,102.699,10,103.179,102.157,0.0,0.0,0.0,0.0,103.179
7161,2019-11-01,609,5.044,2.7,2,5.52,120,0,5.855,102.849,11,102.699,103.179,102.157,0.0,0.0,0.0,102.699
7162,2020-01-02,609,4.953,3.0,2,5.52,84,0,5.696,103.343,1,102.849,102.699,103.179,102.157,0.0,0.0,102.849
7163,2020-02-03,609,4.692,3.0,2,5.52,84,0,5.782,104.883,2,103.343,102.849,102.699,103.179,102.157,0.0,103.343
7164,2020-03-02,609,4.527,2.7,2,5.52,84,0,5.717,105.831,3,104.883,103.343,102.849,102.699,103.179,102.157,104.883
7165,2020-04-01,609,5.157,2.7,2,5.52,84,0,5.597,102.059,4,105.831,104.883,103.343,102.849,102.699,103.179,105.831
7166,2020-05-04,609,4.619,2.7,2,5.52,84,0,5.543,105.158,5,102.059,105.831,104.883,103.343,102.849,102.699,102.059
7167,2020-06-01,609,4.557,0.0,2,5.52,84,0,5.472,105.472,6,105.158,102.059,105.831,104.883,103.343,102.849,105.158
7168,2020-07-01,609,4.563,0.0,2,5.52,84,0,5.391,105.382,7,105.472,105.158,102.059,105.831,104.883,103.343,105.472
7169,2020-08-03,609,4.339,3.3,2,5.52,84,0,5.453,106.614,8,105.382,105.472,105.158,102.059,105.831,104.883,105.382
7170,2020-09-01,609,4.311,2.7,2,5.52,84,0,5.377,106.701,9,106.614,105.382,105.472,105.158,102.059,105.831,106.614
7171,2020-10-01,609,4.231,2.7,2,5.52,84,0,5.301,107.081,10,106.701,106.614,105.382,105.472,105.158,102.059,106.701
7172,2020-11-02,609,4.202,2.3,2,5.52,84,0,5.216,107.159,11,107.081,106.701,106.614,105.382,105.472,105.158,107.081
7174,2019-09-03,610,4.607,0.0,2,5.7,120,0,6.105,106.975,9,105.92,0.0,0.0,0.0,0.0,0.0,105.92
7175,2019-10-01,610,4.639,0.0,2,5.7,120,0,6.028,106.708,10,106.975,105.92,0.0,0.0,0.0,0.0,106.975
7176,2019-11-01,610,4.6,0.0,2,5.7,120,0,6.107,106.903,11,106.708,106.975,105.92,0.0,0.0,0.0,106.708
7177,2020-01-02,610,4.555,0.0,2,5.7,120,0,5.944,107.053,1,106.903,106.708,106.975,105.92,0.0,0.0,106.903
7178,2020-02-03,610,4.29,0.0,2,5.7,120,0,5.878,108.681,2,107.053,106.903,106.708,106.975,105.92,0.0,107.053
7179,2020-03-02,610,4.186,0.0,2,5.7,120,0,5.81,109.273,3,108.681,107.053,106.903,106.708,106.975,105.92,108.681
7180,2020-04-01,610,4.829,0.0,2,5.7,84,0,5.683,105.163,4,109.273,108.681,107.053,106.903,106.708,106.975,109.273
7181,2020-05-04,610,4.225,0.0,2,5.7,84,0,5.785,108.839,5,105.163,109.273,108.681,107.053,106.903,106.708,105.163
7182,2020-06-01,610,4.166,0.0,2,5.7,84,0,5.714,109.121,6,108.839,105.163,109.273,108.681,107.053,106.903,108.839
7183,2020-07-01,610,4.179,0.0,2,5.7,84,0,5.633,108.944,7,109.121,108.839,105.163,109.273,108.681,107.053,109.121
7184,2020-08-03,610,3.972,0.0,2,5.7,84,0,5.557,110.116,8,108.944,109.121,108.839,105.163,109.273,108.681,108.944
7185,2020-09-01,610,3.914,0.0,2,5.7,84,0,5.483,110.369,9,110.116,108.944,109.121,108.839,105.163,109.273,110.116
7186,2020-10-01,610,3.843,0.0,2,5.7,84,0,5.407,110.692,10,110.369,110.116,108.944,109.121,108.839,105.163,110.369
7187,2020-11-02,610,3.816,0.0,2,5.7,84,0,5.46,110.732,11,110.692,110.369,110.116,108.944,109.121,108.839,110.692
7189,2019-10-01,611,4.921,0.0,2,5.05,120,0,7.027,100.91,10,101.598,0.0,0.0,0.0,0.0,0.0,101.598
7190,2019-11-01,611,4.908,0.0,2,5.05,120,0,6.945,100.994,11,100.91,101.598,0.0,0.0,0.0,0.0,100.91
7191,2020-01-02,611,4.877,0.0,2,5.05,120,0,6.783,101.198,1,100.994,100.91,101.598,0.0,0.0,0.0,100.994
7192,2020-02-03,611,4.598,0.0,2,5.05,120,0,6.725,103.152,2,101.198,100.994,100.91,101.598,0.0,0.0,101.198
7193,2020-03-02,611,4.471,0.0,2,5.05,120,0,6.828,104.026,3,103.152,101.198,100.994,100.91,101.598,0.0,103.152
7194,2020-04-01,611,5.15,0.0,2,5.05,120,0,6.685,99.321,4,104.026,103.152,101.198,100.994,100.91,101.598,104.026
7195,2020-05-04,611,4.558,0.0,2,5.05,120,0,6.651,103.347,5,99.321,104.026,103.152,101.198,100.994,100.91,99.321
7196,2020-06-01,611,4.495,0.0,2,5.05,120,0,6.582,103.758,6,103.347,99.321,104.026,103.152,101.198,100.994,103.347
7197,2020-07-01,611,4.506,0.0,2,5.05,120,0,6.5,103.653,7,103.758,103.347,99.321,104.026,103.152,101.198,103.758
7198,2020-08-03,611,4.25,0.0,2,5.05,120,0,6.435,105.382,8,103.653,103.758,103.347,99.321,104.026,103.152,103.653
7199,2020-09-01,611,4.179,0.0,2,5.05,120,0,6.516,105.824,9,105.382,103.653,103.758,103.347,99.321,104.026,105.382
7200,2020-10-01,611,4.123,0.0,2,5.05,120,0,6.44,106.155,10,105.824,105.382,103.653,103.758,103.347,99.321,105.824
7201,2020-11-02,611,4.097,0.0,2,5.05,120,0,6.357,106.273,11,106.155,105.824,105.382,103.653,103.758,103.347,106.155
7203,2020-01-02,612,4.889,0.0,2,5.11,120,0,6.842,101.521,1,101.452,0.0,0.0,0.0,0.0,0.0,101.452
7204,2020-02-03,612,4.627,0.0,2,5.11,120,0,6.781,103.329,2,101.521,101.452,0.0,0.0,0.0,0.0,101.521
7205,2020-03-02,612,4.5,0.0,2,5.11,120,0,6.718,104.194,3,103.329,101.521,101.452,0.0,0.0,0.0,103.329
7206,2020-04-01,612,5.183,0.0,2,5.11,120,0,6.575,99.506,4,104.194,103.329,101.521,101.452,0.0,0.0,104.194
7207,2020-05-04,612,4.58,0.0,2,5.11,120,0,6.541,103.569,5,99.506,104.194,103.329,101.521,101.452,0.0,99.506
7208,2020-06-01,612,4.518,0.0,2,5.11,120,0,6.472,103.968,6,103.569,99.506,104.194,103.329,101.521,101.452,103.569
7209,2020-07-01,612,4.53,0.0,2,5.11,120,0,6.548,103.857,7,103.968,103.569,99.506,104.194,103.329,101.521,103.968
7210,2020-08-03,612,4.106,0.0,2,5.11,120,0,6.495,106.72,8,103.857,103.968,103.569,99.506,104.194,103.329,103.857
7211,2020-09-01,612,4.049,0.0,2,5.11,120,0,6.421,107.055,9,106.72,103.857,103.968,103.569,99.506,104.194,106.72
7212,2020-10-01,612,3.958,0.0,2,5.11,120,0,6.348,107.618,10,107.055,106.72,103.857,103.968,103.569,99.506,107.055
7213,2020-11-02,612,3.797,0.0,2,5.11,120,0,6.275,108.654,11,107.618,107.055,106.72,103.857,103.968,103.569,107.618
7215,2020-09-01,613,4.118,0.0,2,4.35,120,0,7.279,101.705,9,101.167,0.0,0.0,0.0,0.0,0.0,101.167
7216,2020-10-01,613,4.091,0.0,2,4.35,120,0,7.201,101.891,10,101.705,101.167,0.0,0.0,0.0,0.0,101.705
7217,2020-11-02,613,4.069,0.0,2,4.35,120,0,7.117,102.037,11,101.891,101.705,101.167,0.0,0.0,0.0,101.891
7221,2019-09-03,616,3.196,1.7,2,5.05,3,0,0.168,100.302,9,100.418,0.0,0.0,0.0,0.0,0.0,100.418
7222,2019-10-01,616,3.154,1.7,2,5.05,3,0,0.092,100.168,10,100.302,100.418,0.0,0.0,0.0,0.0,100.302
7223,2019-11-01,616,3.139,1.3,2,5.05,3,0,0.007,100.013,11,100.168,100.302,100.418,0.0,0.0,0.0,100.168
7225,2019-09-03,617,3.269,2.0,2,4.55,12,0,0.957,101.229,9,101.149,0.0,0.0,0.0,0.0,0.0,101.149
7226,2019-10-01,617,3.238,1.7,2,4.55,12,0,0.882,101.16,10,101.229,101.149,0.0,0.0,0.0,0.0,101.229
7227,2019-11-01,617,3.426,2.0,2,4.55,12,0,0.797,100.899,11,101.16,101.229,101.149,0.0,0.0,0.0,101.16
7228,2020-01-02,617,3.333,1.7,2,4.55,12,0,0.63,100.775,1,100.899,101.16,101.229,101.149,0.0,0.0,100.899
7229,2020-02-03,617,3.256,1.3,2,4.55,6,0,0.544,100.716,2,100.775,100.899,101.16,101.229,101.149,0.0,100.775
7230,2020-03-02,617,2.938,1.3,2,4.55,6,0,0.485,100.781,3,100.716,100.775,100.899,101.16,101.229,101.149,100.716
7231,2020-04-01,617,3.021,1.3,2,4.55,6,0,0.405,100.614,4,100.781,100.716,100.775,100.899,101.16,101.229,100.781
7232,2020-05-04,617,2.942,2.0,2,4.55,3,0,0.316,100.501,5,100.614,100.781,100.716,100.775,100.899,101.16,100.614
7233,2020-06-01,617,2.717,1.7,2,4.55,3,0,0.241,100.434,6,100.501,100.614,100.781,100.716,100.775,100.899,100.501
7234,2020-07-01,617,2.674,1.7,2,4.55,3,0,0.16,100.293,7,100.434,100.501,100.614,100.781,100.716,100.775,100.434
7235,2020-08-03,617,2.427,2.3,2,4.55,3,0,0.07,100.145,8,100.293,100.434,100.501,100.614,100.781,100.716,100.293
7237,2019-09-03,618,3.257,0.0,2,4.35,24,0,1.039,101.156,9,101.152,0.0,0.0,0.0,0.0,0.0,101.152
7238,2019-10-01,618,3.218,0.0,2,4.35,12,0,0.964,101.117,10,101.156,101.152,0.0,0.0,0.0,0.0,101.156
7239,2019-11-01,618,3.292,0.0,2,4.35,12,0,0.901,100.955,11,101.117,101.156,101.152,0.0,0.0,0.0,101.117
7240,2020-01-02,618,3.244,0.0,2,4.35,12,0,0.734,100.816,1,100.955,101.117,101.156,101.152,0.0,0.0,100.955
7241,2020-02-03,618,3.127,0.0,2,4.35,12,0,0.649,100.8,2,100.816,100.955,101.117,101.156,101.152,0.0,100.816
7242,2020-03-02,618,2.833,0.0,2,4.35,12,0,0.574,100.883,3,100.8,100.816,100.955,101.117,101.156,101.152,100.8
7243,2020-04-01,618,2.963,0.0,2,4.35,6,0,0.493,100.698,4,100.883,100.8,100.816,100.955,101.117,101.156,100.883
7244,2020-05-04,618,2.805,0.0,2,4.35,6,0,0.416,100.638,5,100.698,100.883,100.8,100.816,100.955,101.117,100.698
7245,2020-06-01,618,2.567,0.0,2,4.35,6,0,0.341,100.603,6,100.638,100.698,100.883,100.8,100.816,100.955,100.638
7246,2020-07-01,618,2.531,0.0,2,4.35,3,0,0.261,100.467,7,100.603,100.638,100.698,100.883,100.8,100.816,100.603
7247,2020-08-03,618,2.202,2.0,2,4.35,3,0,0.171,100.363,8,100.467,100.603,100.638,100.698,100.883,100.8,100.467
7248,2020-09-01,618,2.127,1.7,2,4.35,3,0,0.093,100.203,9,100.363,100.467,100.603,100.638,100.698,100.883,100.363
7249,2020-10-01,618,2.096,1.7,2,4.35,3,0,0.011,100.024,10,100.203,100.363,100.467,100.603,100.638,100.698,100.203
7251,2019-09-03,619,3.292,1.7,2,4.55,24,0,1.422,101.8,9,101.752,0.0,0.0,0.0,0.0,0.0,101.752
7252,2019-10-01,619,3.325,2.0,2,4.55,24,0,1.346,101.661,10,101.8,101.752,0.0,0.0,0.0,0.0,101.8
7253,2019-11-01,619,3.346,1.7,2,4.55,24,0,1.263,101.534,11,101.661,101.8,101.752,0.0,0.0,0.0,101.661
7254,2020-01-02,619,3.31,1.3,2,4.55,24,0,1.096,101.38,1,101.534,101.661,101.8,101.752,0.0,0.0,101.534
7255,2020-02-03,619,3.198,1.3,2,4.55,12,0,1.01,101.395,2,101.38,101.534,101.661,101.8,101.752,0.0,101.38
7256,2020-03-02,619,2.865,1.3,2,4.55,12,0,0.962,101.627,3,101.395,101.38,101.534,101.661,101.8,101.752,101.395
7257,2020-04-01,619,3.051,2.0,2,4.55,12,0,0.88,101.324,4,101.627,101.395,101.38,101.534,101.661,101.8,101.627
7258,2020-05-04,619,2.8,2.3,2,4.55,12,0,0.792,101.395,5,101.324,101.627,101.395,101.38,101.534,101.661,101.324
7259,2020-06-01,619,2.555,2.0,2,4.55,12,0,0.717,101.444,6,101.395,101.324,101.627,101.395,101.38,101.534,101.395
7260,2020-07-01,619,2.593,2.0,2,4.55,12,0,0.636,101.259,7,101.444,101.395,101.324,101.627,101.395,101.38,101.444
7261,2020-08-03,619,2.284,2.7,2,4.55,6,0,0.547,101.262,8,101.259,101.444,101.395,101.324,101.627,101.395,101.259
7262,2020-09-01,619,2.199,2.3,2,4.55,6,0,0.478,101.124,9,101.262,101.259,101.444,101.395,101.324,101.627,101.262
7263,2020-10-01,619,2.201,2.7,2,4.55,6,0,0.398,100.931,10,101.124,101.262,101.259,101.444,101.395,101.324,101.124
7264,2020-11-02,619,2.094,2.3,2,4.55,3,0,0.312,100.76,11,100.931,101.124,101.262,101.259,101.444,101.395,100.931
7266,2019-09-03,620,3.549,0.0,2,4.95,24,0,1.568,102.242,9,102.126,0.0,0.0,0.0,0.0,0.0,102.126
7267,2019-10-01,620,3.502,0.0,2,4.95,24,0,1.493,102.217,10,102.242,102.126,0.0,0.0,0.0,0.0,102.242
7268,2019-11-01,620,3.524,0.0,2,4.95,24,0,1.41,102.073,11,102.217,102.242,102.126,0.0,0.0,0.0,102.217
7269,2020-01-02,620,3.471,0.0,2,4.95,24,0,1.277,101.909,1,102.073,102.217,102.242,102.126,0.0,0.0,102.073
7270,2020-02-03,620,3.383,0.0,2,4.95,24,0,1.192,101.893,2,101.909,102.073,102.217,102.242,102.126,0.0,101.909
7271,2020-03-02,620,3.164,0.0,2,4.95,24,0,1.117,102.032,3,101.893,101.909,102.073,102.217,102.242,102.126,101.893
7272,2020-04-01,620,3.277,0.0,2,4.95,24,0,1.035,101.771,4,102.032,101.893,101.909,102.073,102.217,102.242,102.032
7273,2020-05-04,620,3.062,0.0,2,4.95,12,0,0.97,101.84,5,101.771,102.032,101.893,101.909,102.073,102.217,101.771
7274,2020-06-01,620,2.793,0.0,2,4.95,12,0,0.897,101.946,6,101.84,101.771,102.032,101.893,101.909,102.073,101.84
7275,2020-07-01,620,2.779,0.0,2,4.95,12,0,0.816,101.786,7,101.946,101.84,101.771,102.032,101.893,101.909,101.946
7276,2020-08-03,620,2.487,0.0,2,4.95,12,0,0.729,101.815,8,101.786,101.946,101.84,101.771,102.032,101.893,101.786
7277,2020-09-01,620,2.384,0.0,2,4.95,12,0,0.652,101.695,9,101.815,101.786,101.946,101.84,101.771,102.032,101.815
7278,2020-10-01,620,2.363,0.0,2,4.95,12,0,0.571,101.504,10,101.695,101.815,101.786,101.946,101.84,101.771,101.695
7279,2020-11-02,620,2.198,3.0,2,4.95,6,0,0.485,101.368,11,101.504,101.695,101.815,101.786,101.946,101.84,101.504
7281,2019-09-03,621,3.316,0.0,2,4.58,24,0,1.636,102.102,9,102.022,0.0,0.0,0.0,0.0,0.0,102.022
7282,2019-10-01,621,3.307,0.0,2,4.58,24,0,1.561,102.027,10,102.102,102.022,0.0,0.0,0.0,0.0,102.102
7283,2019-11-01,621,3.36,0.0,2,4.58,24,0,1.478,101.846,11,102.027,102.102,102.022,0.0,0.0,0.0,102.027
7284,2020-01-02,621,3.339,0.0,2,4.58,24,0,1.343,101.679,1,101.846,102.027,102.102,102.022,0.0,0.0,101.846
7285,2020-02-03,621,3.205,0.0,2,4.58,24,0,1.257,101.747,2,101.679,101.846,102.027,102.102,102.022,0.0,101.679
7286,2020-03-02,621,2.892,0.0,2,4.58,24,0,1.184,102.027,3,101.747,101.679,101.846,102.027,102.102,102.022,101.747
7287,2020-04-01,621,3.088,0.0,2,4.58,24,0,1.101,101.671,4,102.027,101.747,101.679,101.846,102.027,102.102,102.027
7288,2020-05-04,621,2.872,0.0,2,4.58,12,0,1.013,101.77,5,101.671,102.027,101.747,101.679,101.846,102.027,101.671
7289,2020-06-01,621,2.658,0.0,2,4.58,12,0,0.96,101.854,6,101.77,101.671,102.027,101.747,101.679,101.846,101.77
7290,2020-07-01,621,2.642,0.0,2,4.58,12,0,0.879,101.714,7,101.854,101.77,101.671,102.027,101.747,101.679,101.854
7291,2020-08-03,621,2.292,0.0,2,4.58,12,0,0.792,101.828,8,101.714,101.854,101.77,101.671,102.027,101.747,101.714
7292,2020-09-01,621,2.193,0.0,2,4.58,12,0,0.715,101.725,9,101.828,101.714,101.854,101.77,101.671,102.027,101.828
7293,2020-10-01,621,2.166,0.0,2,4.58,12,0,0.634,101.552,10,101.725,101.828,101.714,101.854,101.77,101.671,101.725
7294,2020-11-02,621,2.07,0.0,2,4.58,6,0,0.548,101.402,11,101.552,101.725,101.828,101.714,101.854,101.77,101.552
7296,2019-09-03,622,3.891,0.0,2,5.55,24,0,1.676,102.831,9,102.718,0.0,0.0,0.0,0.0,0.0,102.718
7297,2019-10-01,622,3.856,0.0,2,5.55,24,0,1.601,102.772,10,102.831,102.718,0.0,0.0,0.0,0.0,102.831
7298,2019-11-01,622,3.85,0.0,2,5.55,24,0,1.518,102.649,11,102.772,102.831,102.718,0.0,0.0,0.0,102.772
7299,2020-01-02,622,3.773,0.0,2,5.55,24,0,1.39,102.493,1,102.649,102.772,102.831,102.718,0.0,0.0,102.649
7300,2020-02-03,622,3.68,0.0,2,5.55,24,0,1.305,102.469,2,102.493,102.649,102.772,102.831,102.718,0.0,102.493
7301,2020-03-02,622,3.476,0.0,2,5.55,24,0,1.231,102.593,3,102.469,102.493,102.649,102.772,102.831,102.718,102.469
7302,2020-04-01,622,3.625,0.0,2,5.55,24,0,1.15,102.254,4,102.593,102.469,102.493,102.649,102.772,102.831,102.593
7303,2020-05-04,622,3.385,0.0,2,5.55,24,0,1.063,102.356,5,102.254,102.593,102.469,102.493,102.649,102.772,102.254
7304,2020-06-01,622,3.164,0.0,2,5.55,12,0,0.989,102.429,6,102.356,102.254,102.593,102.469,102.493,102.649,102.356
7305,2020-07-01,622,3.15,3.0,2,5.55,12,0,0.934,102.255,7,102.429,102.356,102.254,102.593,102.469,102.493,102.429
7306,2020-08-03,622,2.902,2.7,2,5.55,12,0,0.846,102.259,8,102.255,102.429,102.356,102.254,102.593,102.469,102.255
7307,2020-09-01,622,2.813,2.7,2,5.55,12,0,0.768,102.125,9,102.259,102.255,102.429,102.356,102.254,102.593,102.259
7308,2020-10-01,622,2.797,2.3,2,5.55,12,0,0.687,101.918,10,102.125,102.259,102.255,102.429,102.356,102.254,102.125
7309,2020-11-02,622,2.696,2.3,2,5.55,12,0,0.602,101.748,11,101.918,102.125,102.259,102.255,102.429,102.356,101.918
7311,2019-09-03,623,3.348,2.7,2,5.15,24,0,1.702,103.122,9,102.642,0.0,0.0,0.0,0.0,0.0,102.642
7312,2019-10-01,623,3.321,2.3,2,5.15,24,0,1.626,103.038,10,103.122,102.642,0.0,0.0,0.0,0.0,103.122
7313,2019-11-01,623,3.407,2.7,2,5.15,24,0,1.542,102.755,11,103.038,103.122,102.642,0.0,0.0,0.0,103.038
7314,2020-01-02,623,3.385,2.3,2,5.15,24,0,1.412,102.514,1,102.755,103.038,103.122,102.642,0.0,0.0,102.755
7315,2020-02-03,623,3.202,3.0,2,5.15,24,0,1.327,102.615,2,102.514,102.755,103.038,103.122,102.642,0.0,102.514
7316,2020-03-02,623,3.003,3.0,2,5.15,24,0,1.253,102.73,3,102.615,102.514,102.755,103.038,103.122,102.642,102.615
7317,2020-04-01,623,3.14,2.3,2,5.15,24,0,1.171,102.394,4,102.73,102.615,102.514,102.755,103.038,103.122,102.73
7318,2020-05-04,623,2.925,3.0,2,5.15,24,0,1.083,102.464,5,102.394,102.73,102.615,102.514,102.755,103.038,102.394
7319,2020-06-01,623,2.58,2.7,2,5.15,12,0,1.009,102.666,6,102.464,102.394,102.73,102.615,102.514,102.755,102.464
7320,2020-07-01,623,2.582,3.0,2,5.15,12,0,0.953,102.464,7,102.666,102.464,102.394,102.73,102.615,102.514,102.666
7321,2020-08-03,623,2.301,2.7,2,5.15,12,0,0.865,102.487,8,102.464,102.666,102.464,102.394,102.73,102.615,102.464
7322,2020-09-01,623,2.167,3.0,2,5.15,12,0,0.787,102.374,9,102.487,102.464,102.666,102.464,102.394,102.73,102.487
7323,2020-10-01,623,2.216,3.0,2,5.15,12,0,0.706,102.098,10,102.374,102.487,102.464,102.666,102.464,102.394,102.374
7324,2020-11-02,623,2.12,3.0,2,5.15,12,0,0.619,101.908,11,102.098,102.374,102.487,102.464,102.666,102.464,102.098
7326,2019-09-03,624,3.346,1.3,2,4.5,24,0,1.715,102.004,9,101.857,0.0,0.0,0.0,0.0,0.0,101.857
7327,2019-10-01,624,3.351,1.3,2,4.5,24,0,1.64,101.913,10,102.004,101.857,0.0,0.0,0.0,0.0,102.004
7328,2019-11-01,624,3.345,1.3,2,4.5,24,0,1.556,101.832,11,101.913,102.004,101.857,0.0,0.0,0.0,101.913
