,VALUE DATE,ID,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,REMAINING_TENURE_INT,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,MONTH,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,OUTPUT PRICE
1,2019-09-03,0,3.517,0.0,2,5.06,3,0,0.27,100.406,9,100.521,0.0,0.0,0.0,0.0,0.0,100.521
2,2019-10-01,0,3.429,0.0,2,5.06,3,0,0.195,100.307,10,100.406,100.521,0.0,0.0,0.0,0.0,100.406
3,2019-11-01,0,3.435,0.0,2,5.06,3,0,0.111,100.172,11,100.307,100.406,100.521,0.0,0.0,0.0,100.307
5,2019-09-03,1,3.65,0.0,2,5.17,24,0,1.211,101.864,9,101.832,0.0,0.0,0.0,0.0,0.0,101.832
6,2019-10-01,1,3.587,0.0,2,5.17,24,0,1.136,101.827,10,101.864,101.832,0.0,0.0,0.0,0.0,101.864
7,2019-11-01,1,3.599,0.0,2,5.17,24,0,1.052,101.688,11,101.827,101.864,101.832,0.0,0.0,0.0,101.827
8,2020-01-02,1,3.526,0.0,2,5.17,12,0,0.911,101.504,1,101.688,101.827,101.864,101.832,0.0,0.0,101.688
9,2020-02-03,1,3.375,3.0,2,5.17,12,0,0.826,101.491,2,101.504,101.688,101.827,101.864,101.832,0.0,101.504
10,2020-03-02,1,3.179,2.7,2,5.17,12,0,0.751,101.508,3,101.491,101.504,101.688,101.827,101.864,101.832,101.491
11,2020-04-01,1,3.237,2.7,2,5.17,12,0,0.67,101.31,4,101.508,101.491,101.504,101.688,101.827,101.864,101.508
12,2020-05-04,1,3.079,2.3,2,5.17,12,0,0.581,101.236,5,101.31,101.508,101.491,101.504,101.688,101.827,101.31
13,2020-06-01,1,2.814,2.3,2,5.17,6,0,0.506,101.221,6,101.236,101.31,101.508,101.491,101.504,101.688,101.236
14,2020-07-01,1,2.826,2.3,2,5.17,6,0,0.44,101.027,7,101.221,101.236,101.31,101.508,101.491,101.504,101.221
15,2020-08-03,1,2.547,0.0,2,5.17,6,0,0.352,100.916,8,101.027,101.221,101.236,101.31,101.508,101.491,101.027
16,2020-09-01,1,2.46,0.0,2,5.17,3,0,0.273,100.733,9,100.916,101.027,101.221,101.236,101.31,101.508,100.916
17,2020-10-01,1,2.471,0.0,2,5.17,3,0,0.192,100.511,10,100.733,100.916,101.027,101.221,101.236,101.31,100.733
18,2020-11-02,1,2.313,0.0,2,5.17,3,0,0.105,100.296,11,100.511,100.733,100.916,101.027,101.221,101.236,100.511
20,2019-09-03,2,3.587,0.0,2,5.12,12,0,0.747,101.152,9,101.203,0.0,0.0,0.0,0.0,0.0,101.203
21,2019-10-01,2,3.509,0.0,2,5.12,12,0,0.672,101.093,10,101.152,101.203,0.0,0.0,0.0,0.0,101.152
22,2019-11-01,2,3.541,0.0,2,5.12,12,0,0.588,100.942,11,101.093,101.152,101.203,0.0,0.0,0.0,101.093
23,2020-01-02,2,3.46,0.0,2,5.12,6,0,0.436,100.719,1,100.942,101.093,101.152,101.203,0.0,0.0,100.942
24,2020-02-03,2,3.313,0.0,2,5.12,6,0,0.351,100.625,2,100.719,100.942,101.093,101.152,101.203,0.0,100.719
25,2020-03-02,2,3.114,0.0,2,5.12,3,0,0.276,100.543,3,100.625,100.719,100.942,101.093,101.152,101.203,100.625
26,2020-04-01,2,3.097,0.0,2,5.12,3,0,0.195,100.385,4,100.543,100.625,100.719,100.942,101.093,101.152,100.543
27,2020-05-04,2,2.94,0.0,2,5.12,3,0,0.105,100.223,5,100.385,100.543,100.625,100.719,100.942,101.093,100.385
28,2020-06-01,2,2.687,0.0,2,5.12,3,0,0.029,100.068,6,100.223,100.385,100.543,100.625,100.719,100.942,100.223
30,2019-09-03,3,3.689,0.0,2,5.28,36,0,2.106,103.424,9,103.172,0.0,0.0,0.0,0.0,0.0,103.172
31,2019-10-01,3,3.67,0.0,2,5.28,36,0,2.031,103.353,10,103.424,103.172,0.0,0.0,0.0,0.0,103.424
32,2019-11-01,3,3.661,0.0,2,5.28,36,0,1.947,103.248,11,103.353,103.424,103.172,0.0,0.0,0.0,103.353
33,2020-01-02,3,3.617,0.0,2,5.28,24,0,1.829,103.082,1,103.248,103.353,103.424,103.172,0.0,0.0,103.248
34,2020-02-03,3,3.464,3.0,2,5.28,24,0,1.745,103.221,2,103.082,103.248,103.353,103.424,103.172,0.0,103.082
35,2020-03-02,3,3.267,2.7,2,5.28,24,0,1.671,103.434,3,103.221,103.082,103.248,103.353,103.424,103.172,103.221
36,2020-04-01,3,3.475,2.7,2,5.28,24,0,1.588,102.933,4,103.434,103.221,103.082,103.248,103.353,103.424,103.434
37,2020-05-04,3,3.199,2.3,2,5.28,24,0,1.502,103.217,5,102.933,103.434,103.221,103.082,103.248,103.353,102.933
38,2020-06-01,3,3.001,2.3,2,5.28,24,0,1.428,103.368,6,103.217,102.933,103.434,103.221,103.082,103.248,103.217
39,2020-07-01,3,3.012,2.3,2,5.28,24,0,1.384,103.176,7,103.368,103.217,102.933,103.434,103.221,103.082,103.368
40,2020-08-03,3,2.712,0.0,2,5.28,24,0,1.297,103.383,8,103.176,103.368,103.217,102.933,103.434,103.221,103.176
41,2020-09-01,3,2.625,0.0,2,5.28,24,0,1.219,103.297,9,103.383,103.176,103.368,103.217,102.933,103.434,103.383
42,2020-10-01,3,2.673,0.0,2,5.28,24,0,1.138,103.03,10,103.297,103.383,103.176,103.368,103.217,102.933,103.297
43,2020-11-02,3,2.554,0.0,2,5.28,24,0,1.052,102.943,11,103.03,103.297,103.383,103.176,103.368,103.217,103.03
45,2019-09-03,4,3.669,0.0,2,5.23,24,0,1.665,102.646,9,102.509,0.0,0.0,0.0,0.0,0.0,102.509
46,2019-10-01,4,3.631,0.0,2,5.23,24,0,1.59,102.597,10,102.646,102.509,0.0,0.0,0.0,0.0,102.646
47,2019-11-01,4,3.63,0.0,2,5.23,24,0,1.507,102.474,11,102.597,102.646,102.509,0.0,0.0,0.0,102.597
48,2020-01-02,4,3.583,0.0,2,5.23,24,0,1.378,102.289,1,102.474,102.597,102.646,102.509,0.0,0.0,102.474
49,2020-02-03,4,3.437,3.3,2,5.23,24,0,1.292,102.344,2,102.289,102.474,102.597,102.646,102.509,0.0,102.289
50,2020-03-02,4,3.233,3.0,2,5.23,24,0,1.218,102.47,3,102.344,102.289,102.474,102.597,102.646,102.509,102.344
51,2020-04-01,4,3.374,3.0,2,5.23,24,0,1.137,102.148,4,102.47,102.344,102.289,102.474,102.597,102.646,102.47
52,2020-05-04,4,3.146,2.3,2,5.23,24,0,1.049,102.238,5,102.148,102.47,102.344,102.289,102.474,102.597,102.148
53,2020-06-01,4,2.913,2.3,2,5.23,12,0,0.975,102.325,6,102.238,102.148,102.47,102.344,102.289,102.474,102.238
54,2020-07-01,4,2.915,2.3,2,5.23,12,0,0.919,102.141,7,102.325,102.238,102.148,102.47,102.344,102.289,102.325
55,2020-08-03,4,2.618,0.0,2,5.23,12,0,0.831,102.19,8,102.141,102.325,102.238,102.148,102.47,102.344,102.141
56,2020-09-01,4,2.535,0.0,2,5.23,12,0,0.753,102.052,9,102.19,102.141,102.325,102.238,102.148,102.47,102.19
57,2020-10-01,4,2.583,0.0,2,5.23,12,0,0.672,101.803,10,102.052,102.19,102.141,102.325,102.238,102.148,102.052
58,2020-11-02,4,2.442,0.0,2,5.23,12,0,0.586,101.663,11,101.803,102.052,102.19,102.141,102.325,102.238,101.803
60,2019-09-03,5,3.743,0.0,2,5.39,60,0,2.961,105.023,9,104.572,0.0,0.0,0.0,0.0,0.0,104.572
61,2019-10-01,5,3.744,0.0,2,5.39,60,0,2.886,104.909,10,105.023,104.572,0.0,0.0,0.0,0.0,105.023
62,2019-11-01,5,3.74,0.0,2,5.39,60,0,2.803,104.799,11,104.909,105.023,104.572,0.0,0.0,0.0,104.909
63,2020-01-02,5,3.707,0.0,2,5.39,36,0,2.707,104.648,1,104.799,104.909,105.023,104.572,0.0,0.0,104.799
64,2020-02-03,5,3.53,0.0,2,5.39,36,0,2.624,105.004,2,104.648,104.799,104.909,105.023,104.572,0.0,104.648
65,2020-03-02,5,3.328,0.0,2,5.39,36,0,2.552,105.423,3,105.004,104.648,104.799,104.909,105.023,104.572,105.004
66,2020-04-01,5,3.648,0.0,2,5.39,36,0,2.466,104.429,4,105.423,105.004,104.648,104.799,104.909,105.023,105.423
67,2020-05-04,5,3.278,0.0,2,5.39,36,0,2.383,105.23,5,104.429,105.423,105.004,104.648,104.799,104.909,104.429
68,2020-06-01,5,3.131,0.0,2,5.39,36,0,2.309,105.45,6,105.23,104.429,105.423,105.004,104.648,104.799,105.23
69,2020-07-01,5,3.147,0.0,2,5.39,36,0,2.288,105.243,7,105.45,105.23,104.429,105.423,105.004,104.648,105.45
70,2020-08-03,5,2.837,0.0,2,5.39,36,0,2.203,105.778,8,105.243,105.45,105.23,104.429,105.423,105.004,105.243
71,2020-09-01,5,2.747,0.0,2,5.39,36,0,2.126,105.793,9,105.778,105.243,105.45,105.23,104.429,105.423,105.778
72,2020-10-01,5,2.783,0.0,2,5.39,36,0,2.044,105.512,10,105.793,105.778,105.243,105.45,105.23,104.429,105.793
73,2020-11-02,5,2.705,0.0,2,5.39,36,0,1.958,105.463,11,105.512,105.793,105.778,105.243,105.45,105.23,105.512
75,2019-09-03,6,3.718,2.3,2,5.34,36,0,2.536,104.222,9,103.856,0.0,0.0,0.0,0.0,0.0,103.856
76,2019-10-01,6,3.712,2.3,2,5.34,36,0,2.461,104.126,10,104.222,103.856,0.0,0.0,0.0,0.0,104.222
77,2019-11-01,6,3.701,2.3,2,5.34,36,0,2.378,104.031,11,104.126,104.222,103.856,0.0,0.0,0.0,104.126
78,2020-01-02,6,3.666,0.0,2,5.34,36,0,2.272,103.866,1,104.031,104.126,104.222,103.856,0.0,0.0,104.031
79,2020-02-03,6,3.498,0.0,2,5.34,36,0,2.187,104.115,2,103.866,104.031,104.126,104.222,103.856,0.0,103.866
80,2020-03-02,6,3.297,0.0,2,5.34,36,0,2.115,104.433,3,104.115,103.866,104.031,104.126,104.222,103.856,104.115
81,2020-04-01,6,3.562,0.0,2,5.34,36,0,2.031,103.709,4,104.433,104.115,103.866,104.031,104.126,104.222,104.433
82,2020-05-04,6,3.239,0.0,2,5.34,36,0,1.945,104.229,5,103.709,104.433,104.115,103.866,104.031,104.126,103.709
83,2020-06-01,6,3.067,0.0,2,5.34,24,0,1.872,104.425,6,104.229,103.709,104.433,104.115,103.866,104.031,104.229
84,2020-07-01,6,3.084,0.0,2,5.34,24,0,1.839,104.22,7,104.425,104.229,103.709,104.433,104.115,103.866,104.425
85,2020-08-03,6,2.785,0.0,2,5.34,24,0,1.753,104.577,8,104.22,104.425,104.229,103.709,104.433,104.115,104.22
86,2020-09-01,6,2.687,0.0,2,5.34,24,0,1.676,104.558,9,104.577,104.22,104.425,104.229,103.709,104.433,104.577
87,2020-10-01,6,2.734,0.0,2,5.34,24,0,1.594,104.272,10,104.558,104.577,104.22,104.425,104.229,103.709,104.558
88,2020-11-02,6,2.643,0.0,2,5.34,24,0,1.508,104.202,11,104.272,104.558,104.577,104.22,104.425,104.229,104.272
90,2019-09-03,7,3.758,0.0,2,5.49,60,0,3.768,106.772,9,106.054,0.0,0.0,0.0,0.0,0.0,106.054
91,2019-10-01,7,3.782,0.0,2,5.49,60,0,3.692,106.564,10,106.772,106.054,0.0,0.0,0.0,0.0,106.772
92,2019-11-01,7,3.802,0.0,2,5.49,60,0,3.608,106.364,11,106.564,106.772,106.054,0.0,0.0,0.0,106.564
93,2020-01-02,7,3.778,0.0,2,5.49,60,0,3.534,106.214,1,106.364,106.564,106.772,106.054,0.0,0.0,106.364
94,2020-02-03,7,3.584,0.0,2,5.49,60,0,3.452,106.801,2,106.214,106.364,106.564,106.772,106.054,0.0,106.214
95,2020-03-02,7,3.384,0.0,2,5.49,60,0,3.382,107.405,3,106.801,106.214,106.364,106.564,106.772,106.054,106.801
96,2020-04-01,7,3.796,0.0,2,5.49,60,0,3.291,105.784,4,107.405,106.801,106.214,106.364,106.564,106.772,107.405
97,2020-05-04,7,3.363,0.0,2,5.49,60,0,3.213,107.162,5,105.784,107.405,106.801,106.214,106.364,106.564,105.784
98,2020-06-01,7,3.256,0.0,2,5.49,60,0,3.14,107.389,6,107.162,105.784,107.405,106.801,106.214,106.364,107.162
99,2020-07-01,7,3.276,0.0,2,5.49,60,0,3.139,107.161,7,107.389,107.162,105.784,107.405,106.801,106.214,107.389
100,2020-08-03,7,2.944,0.0,2,5.49,60,0,3.057,108.079,8,107.161,107.389,107.162,105.784,107.405,106.801,107.161
101,2020-09-01,7,2.891,0.0,2,5.49,60,0,2.98,108.068,9,108.079,107.161,107.389,107.162,105.784,107.405,108.079
102,2020-10-01,7,2.911,0.0,2,5.49,60,0,2.898,107.812,10,108.068,108.079,107.161,107.389,107.162,105.784,108.068
103,2020-11-02,7,2.841,0.0,2,5.49,60,0,2.813,107.824,11,107.812,108.068,108.079,107.161,107.389,107.162,107.812
105,2019-09-03,8,3.755,0.0,2,5.44,60,0,3.37,105.87,9,105.288,0.0,0.0,0.0,0.0,0.0,105.288
106,2019-10-01,8,3.763,0.0,2,5.44,60,0,3.295,105.73,10,105.87,105.288,0.0,0.0,0.0,0.0,105.87
107,2019-11-01,8,3.771,0.0,2,5.44,60,0,3.211,105.581,11,105.73,105.87,105.288,0.0,0.0,0.0,105.73
108,2020-01-02,8,3.743,0.0,2,5.44,60,0,3.126,105.431,1,105.581,105.73,105.87,105.288,0.0,0.0,105.581
109,2020-02-03,8,3.561,0.0,2,5.44,60,0,3.044,105.888,2,105.431,105.581,105.73,105.87,105.288,0.0,105.431
110,2020-03-02,8,3.357,0.0,2,5.44,60,0,2.972,106.41,3,105.888,105.431,105.581,105.73,105.87,105.288,105.888
111,2020-04-01,8,3.728,0.0,2,5.44,60,0,2.884,105.107,4,106.41,105.888,105.431,105.581,105.73,105.87,106.41
112,2020-05-04,8,3.321,0.0,2,5.44,60,0,2.803,106.2,5,105.107,106.41,105.888,105.431,105.581,105.73,105.107
113,2020-06-01,8,3.197,0.0,2,5.44,36,0,2.73,106.425,6,106.2,105.107,106.41,105.888,105.431,105.581,106.2
114,2020-07-01,8,3.213,3.7,2,5.44,36,0,2.719,106.214,7,106.425,106.2,105.107,106.41,105.888,105.431,106.425
115,2020-08-03,8,2.887,3.0,2,5.44,36,0,2.636,106.95,8,106.214,106.425,106.2,105.107,106.41,105.888,106.214
116,2020-09-01,8,2.82,3.0,2,5.44,36,0,2.558,106.949,9,106.95,106.214,106.425,106.2,105.107,106.41,106.95
117,2020-10-01,8,2.846,2.7,2,5.44,36,0,2.477,106.681,10,106.949,106.95,106.214,106.425,106.2,105.107,106.949
118,2020-11-02,8,2.774,3.7,2,5.44,36,0,2.391,106.66,11,106.681,106.949,106.95,106.214,106.425,106.2,106.681
120,2019-09-03,9,3.525,1.7,2,5.54,12,0,0.836,101.695,9,101.777,0.0,0.0,0.0,0.0,0.0,101.777
121,2019-10-01,9,3.493,1.7,2,5.54,12,0,0.761,101.572,10,101.695,101.777,0.0,0.0,0.0,0.0,101.695
122,2019-11-01,9,3.536,0.0,2,5.54,12,0,0.678,101.375,11,101.572,101.695,101.777,0.0,0.0,0.0,101.572
123,2020-01-02,9,3.472,0.0,2,5.54,6,0,0.513,101.086,1,101.375,101.572,101.695,101.777,0.0,0.0,101.375
124,2020-02-03,9,3.407,0.0,2,5.54,6,0,0.441,100.936,2,101.086,101.375,101.572,101.695,101.777,0.0,101.086
125,2020-03-02,9,3.176,0.0,2,5.54,6,0,0.367,100.858,3,100.936,101.086,101.375,101.572,101.695,101.777,100.936
126,2020-04-01,9,3.205,0.0,2,5.54,3,0,0.286,100.657,4,100.858,100.936,101.086,101.375,101.572,101.695,100.858
127,2020-05-04,9,3.038,0.0,2,5.54,3,0,0.197,100.482,5,100.657,100.858,100.936,101.086,101.375,101.572,100.657
128,2020-06-01,9,2.726,0.0,2,5.54,3,0,0.12,100.332,6,100.482,100.657,100.858,100.936,101.086,101.375,100.482
129,2020-07-01,9,2.729,0.0,2,5.54,3,0,0.038,100.105,7,100.332,100.482,100.657,100.858,100.936,101.086,100.332
131,2019-09-03,10,3.77,0.0,2,5.59,84,0,4.532,108.623,9,107.636,0.0,0.0,0.0,0.0,0.0,107.636
132,2019-10-01,10,3.819,0.0,2,5.59,84,0,4.455,108.269,10,108.623,107.636,0.0,0.0,0.0,0.0,108.623
133,2019-11-01,10,3.854,0.0,2,5.59,84,0,4.37,107.979,11,108.269,108.623,107.636,0.0,0.0,0.0,108.269
134,2020-01-02,10,3.837,0.0,2,5.59,60,0,4.316,107.822,1,107.979,108.269,108.623,107.636,0.0,0.0,107.979
135,2020-02-03,10,3.625,0.0,2,5.59,60,0,4.237,108.671,2,107.822,107.979,108.269,108.623,107.636,0.0,107.822
136,2020-03-02,10,3.419,3.0,2,5.59,60,0,4.169,109.49,3,108.671,107.822,107.979,108.269,108.623,107.636,108.671
137,2020-04-01,10,3.898,2.3,2,5.59,60,0,4.072,107.191,4,109.49,108.671,107.822,107.979,108.269,108.623,109.49
138,2020-05-04,10,3.43,2.3,2,5.59,60,0,3.999,109.126,5,107.191,109.49,108.671,107.822,107.979,108.269,107.191
139,2020-06-01,10,3.34,2.0,2,5.59,60,0,3.926,109.383,6,109.126,107.191,109.49,108.671,107.822,107.979,109.126
140,2020-07-01,10,3.372,2.0,2,5.59,60,0,3.945,109.088,7,109.383,109.126,107.191,109.49,108.671,107.822,109.383
141,2020-08-03,10,3.052,2.0,2,5.59,60,0,3.866,110.278,8,109.088,109.383,109.126,107.191,109.49,108.671,109.088
142,2020-09-01,10,2.995,0.0,2,5.59,60,0,3.789,110.342,9,110.278,109.088,109.383,109.126,107.191,109.49,110.278
143,2020-10-01,10,3.016,0.0,2,5.59,60,0,3.708,110.069,10,110.342,110.278,109.088,109.383,109.126,107.191,110.342
144,2020-11-02,10,2.955,0.0,2,5.59,60,0,3.623,110.12,11,110.069,110.342,110.278,109.088,109.383,109.126,110.069
146,2019-09-03,11,3.763,0.0,2,5.54,60,0,4.155,107.691,9,106.83,0.0,0.0,0.0,0.0,0.0,106.83
147,2019-10-01,11,3.802,0.0,2,5.54,60,0,4.079,107.404,10,107.691,106.83,0.0,0.0,0.0,0.0,107.691
148,2019-11-01,11,3.833,0.0,2,5.54,60,0,3.994,107.148,11,107.404,107.691,106.83,0.0,0.0,0.0,107.404
149,2020-01-02,11,3.814,0.0,2,5.54,60,0,3.93,106.99,1,107.148,107.404,107.691,106.83,0.0,0.0,107.148
150,2020-02-03,11,3.608,0.0,2,5.54,60,0,3.85,107.717,2,106.99,107.148,107.404,107.691,106.83,0.0,106.99
151,2020-03-02,11,3.407,3.3,2,5.54,60,0,3.78,108.419,3,107.717,106.99,107.148,107.404,107.691,106.83,107.717
152,2020-04-01,11,3.853,3.0,2,5.54,60,0,3.687,106.472,4,108.419,107.717,106.99,107.148,107.404,107.691,108.419
153,2020-05-04,11,3.402,3.0,2,5.54,60,0,3.611,108.124,5,106.472,108.419,107.717,106.99,107.148,107.404,106.472
154,2020-06-01,11,3.306,3.3,2,5.54,60,0,3.538,108.361,6,108.124,106.472,108.419,107.717,106.99,107.148,108.124
155,2020-07-01,11,3.335,3.0,2,5.54,60,0,3.548,108.091,7,108.361,108.124,106.472,108.419,107.717,106.99,108.361
156,2020-08-03,11,3.006,3.0,2,5.54,60,0,3.467,109.161,8,108.091,108.361,108.124,106.472,108.419,107.717,108.091
157,2020-09-01,11,2.949,2.3,2,5.54,60,0,3.39,109.194,9,109.161,108.091,108.361,108.124,106.472,108.419,109.161
158,2020-10-01,11,2.969,2.3,2,5.54,60,0,3.308,108.932,10,109.194,109.161,108.091,108.361,108.124,106.472,109.194
159,2020-11-02,11,2.904,2.3,2,5.54,60,0,3.223,108.965,11,108.932,109.194,109.161,108.091,108.361,108.124,108.932
161,2019-09-03,12,3.816,0.0,2,5.69,84,0,5.253,110.36,9,109.125,0.0,0.0,0.0,0.0,0.0,109.125
162,2019-10-01,12,3.881,0.0,2,5.69,84,0,5.174,109.872,10,110.36,109.125,0.0,0.0,0.0,0.0,110.36
163,2019-11-01,12,3.913,0.0,2,5.69,84,0,5.089,109.571,11,109.872,110.36,109.125,0.0,0.0,0.0,109.872
164,2020-01-02,12,3.889,0.0,2,5.69,84,0,5.055,109.471,1,109.571,109.872,110.36,109.125,0.0,0.0,109.571
165,2020-02-03,12,3.662,0.0,2,5.69,84,0,4.98,110.595,2,109.471,109.571,109.872,110.36,109.125,0.0,109.471
166,2020-03-02,12,3.449,0.0,2,5.69,84,0,4.914,111.644,3,110.595,109.471,109.571,109.872,110.36,109.125,110.595
167,2020-04-01,12,4.001,0.0,2,5.69,84,0,4.808,108.52,4,111.644,110.595,109.471,109.571,109.872,110.36,111.644
168,2020-05-04,12,3.491,0.0,2,5.69,84,0,4.743,111.104,5,108.52,111.644,110.595,109.471,109.571,109.872,108.52
169,2020-06-01,12,3.411,0.0,2,5.69,84,0,4.671,111.394,6,111.104,108.52,111.644,110.595,109.471,109.571,111.104
170,2020-07-01,12,3.446,0.0,2,5.69,84,0,4.709,111.058,7,111.394,111.104,108.52,111.644,110.595,109.471,111.394
171,2020-08-03,12,3.146,0.0,2,5.69,84,0,4.632,112.449,8,111.058,111.394,111.104,108.52,111.644,110.595,111.058
172,2020-09-01,12,3.071,0.0,2,5.69,84,0,4.557,112.666,9,112.449,111.058,111.394,111.104,108.52,111.644,112.449
173,2020-10-01,12,3.093,0.0,2,5.69,84,0,4.475,112.372,10,112.666,112.449,111.058,111.394,111.104,108.52,112.666
174,2020-11-02,12,3.035,0.0,2,5.69,84,0,4.391,112.472,11,112.372,112.666,112.449,111.058,111.394,111.104,112.372
176,2019-09-03,13,3.791,0.0,2,5.64,84,0,4.898,109.499,9,108.393,0.0,0.0,0.0,0.0,0.0,108.393
177,2019-10-01,13,3.848,0.0,2,5.64,84,0,4.82,109.082,10,109.499,108.393,0.0,0.0,0.0,0.0,109.499
178,2019-11-01,13,3.884,0.0,2,5.64,84,0,4.735,108.772,11,109.082,109.499,108.393,0.0,0.0,0.0,109.082
179,2020-01-02,13,3.864,0.0,2,5.64,84,0,4.69,108.64,1,108.772,109.082,109.499,108.393,0.0,0.0,108.772
180,2020-02-03,13,3.645,0.0,2,5.64,84,0,4.613,109.62,2,108.64,108.772,109.082,109.499,108.393,0.0,108.64
181,2020-03-02,13,3.433,0.0,2,5.64,84,0,4.547,110.566,3,109.62,108.64,108.772,109.082,109.499,108.393,109.62
182,2020-04-01,13,3.947,0.0,2,5.64,84,0,4.445,107.877,4,110.566,109.62,108.64,108.772,109.082,109.499,110.566
183,2020-05-04,13,3.459,0.0,2,5.64,84,0,4.376,110.123,5,107.877,110.566,109.62,108.64,108.772,109.082,107.877
184,2020-06-01,13,3.375,0.0,2,5.64,60,0,4.304,110.394,6,110.123,107.877,110.566,109.62,108.64,108.772,110.123
185,2020-07-01,13,3.409,0.0,2,5.64,60,0,4.332,110.077,7,110.394,110.123,107.877,110.566,109.62,108.64,110.394
186,2020-08-03,13,3.1,0.0,2,5.64,60,0,4.254,111.368,8,110.077,110.394,110.123,107.877,110.566,109.62,110.077
187,2020-09-01,13,3.029,0.0,2,5.64,60,0,4.179,111.529,9,111.368,110.077,110.394,110.123,107.877,110.566,111.368
188,2020-10-01,13,3.053,0.0,2,5.64,60,0,4.097,111.233,10,111.529,111.368,110.077,110.394,110.123,107.877,111.529
189,2020-11-02,13,2.995,0.0,2,5.64,60,0,4.012,111.303,11,111.233,111.529,111.368,110.077,110.394,110.123,111.233
191,2019-09-03,14,3.579,0.0,2,5.95,6,0,0.402,100.945,9,101.126,0.0,0.0,0.0,0.0,0.0,101.126
192,2019-10-01,14,3.501,0.0,2,5.95,6,0,0.328,100.791,10,100.945,101.126,0.0,0.0,0.0,0.0,100.945
193,2019-11-01,14,3.526,0.0,2,5.95,3,0,0.245,100.581,11,100.791,100.945,101.126,0.0,0.0,0.0,100.791
194,2020-01-02,14,3.44,0.0,2,5.95,3,0,0.079,100.19,1,100.581,100.791,100.945,101.126,0.0,0.0,100.581
196,2019-09-03,15,3.879,0.0,2,5.78,120,0,5.932,111.936,9,110.508,0.0,0.0,0.0,0.0,0.0,110.508
197,2019-10-01,15,3.955,0.0,2,5.78,120,0,5.852,111.322,10,111.936,110.508,0.0,0.0,0.0,0.0,111.936
198,2019-11-01,15,3.98,0.0,2,5.78,120,0,5.767,111.045,11,111.322,111.936,110.508,0.0,0.0,0.0,111.322
199,2020-01-02,15,3.953,0.0,2,5.78,84,0,5.751,110.991,1,111.045,111.322,111.936,110.508,0.0,0.0,111.045
200,2020-02-03,15,3.713,0.0,2,5.78,84,0,5.68,112.399,2,110.991,111.045,111.322,111.936,110.508,0.0,110.991
201,2020-03-02,15,3.485,0.0,2,5.78,84,0,5.619,113.738,3,112.399,110.991,111.045,111.322,111.936,110.508,112.399
202,2020-04-01,15,4.112,0.0,2,5.78,84,0,5.499,109.667,4,113.738,112.399,110.991,111.045,111.322,111.936,113.738
203,2020-05-04,15,3.56,0.0,2,5.78,84,0,5.445,112.957,5,109.667,113.738,112.399,110.991,111.045,111.322,109.667
204,2020-06-01,15,3.484,0.0,2,5.78,84,0,5.374,113.298,6,112.957,109.667,113.738,112.399,110.991,111.045,112.957
205,2020-07-01,15,3.519,0.0,2,5.78,84,0,5.429,112.935,7,113.298,112.957,109.667,113.738,112.399,110.991,113.298
206,2020-08-03,15,3.232,0.0,2,5.78,84,0,5.356,114.527,8,112.935,113.298,112.957,109.667,113.738,112.399,112.935
207,2020-09-01,15,3.158,0.0,2,5.78,84,0,5.282,114.815,9,114.527,112.935,113.298,112.957,109.667,113.738,114.527
208,2020-10-01,15,3.169,0.0,2,5.78,84,0,5.201,114.573,10,114.815,114.527,112.935,113.298,112.957,109.667,114.815
209,2020-11-02,15,3.111,0.0,2,5.78,84,0,5.118,114.734,11,114.573,114.815,114.527,112.935,113.298,112.957,114.573
211,2019-09-03,16,3.848,0.0,2,5.73,84,0,5.6,111.12,9,109.772,0.0,0.0,0.0,0.0,0.0,109.772
212,2019-10-01,16,3.919,0.0,2,5.73,84,0,5.52,110.569,10,111.12,109.772,0.0,0.0,0.0,0.0,111.12
213,2019-11-01,16,3.947,0.0,2,5.73,84,0,5.435,110.282,11,110.569,111.12,109.772,0.0,0.0,0.0,110.569
214,2020-01-02,16,3.921,0.0,2,5.73,84,0,5.41,110.208,1,110.282,110.569,111.12,109.772,0.0,0.0,110.282
215,2020-02-03,16,3.688,0.0,2,5.73,84,0,5.337,111.469,2,110.208,110.282,110.569,111.12,109.772,0.0,110.208
216,2020-03-02,16,3.465,0.0,2,5.73,84,0,5.274,112.675,3,111.469,110.208,110.282,110.569,111.12,109.772,111.469
217,2020-04-01,16,4.056,0.0,2,5.73,84,0,5.16,109.084,4,112.675,111.469,110.208,110.282,110.569,111.12,112.675
218,2020-05-04,16,3.523,0.0,2,5.73,84,0,5.101,112.025,5,109.084,112.675,111.469,110.208,110.282,110.569,109.084
219,2020-06-01,16,3.446,0.0,2,5.73,84,0,5.03,112.337,6,112.025,109.084,112.675,111.469,110.208,110.282,112.025
220,2020-07-01,16,3.48,0.0,2,5.73,84,0,5.076,111.993,7,112.337,112.025,109.084,112.675,111.469,110.208,112.337
221,2020-08-03,16,3.187,0.0,2,5.73,84,0,5.001,113.486,8,111.993,112.337,112.025,109.084,112.675,111.469,111.993
222,2020-09-01,16,3.112,0.0,2,5.73,84,0,4.927,113.742,9,113.486,111.993,112.337,112.025,109.084,112.675,113.486
