VALUE DATE,STOCK CODE,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET
1/8/2019,DJ140003,3.772,0,2,5.17,0,1.299,101.832,24,101.864,107.2478351
1/9/2019,DJ140003,3.65,0,2,5.17,0,1.211,101.864,24,101.827,107.2478351
1/10/2019,DJ140003,3.587,0,2,5.17,0,1.136,101.827,24,101.688,107.2478351
1/11/2019,DJ140003,3.599,0,2,5.17,0,1.052,101.688,24,101.592,107.2478351
1/12/2019,DJ140003,3.571,0,2,5.17,0,0.969,101.592,12,101.504,107.2478351
1/1/2020,DJ140003,3.526,0,2,5.17,0,0.911,101.504,12,101.491,107.2478351
1/2/2020,DJ140003,3.375,3,2,5.17,0,0.826,101.491,12,101.508,107.2478351
1/3/2020,DJ140003,3.179,2.7,2,5.17,0,0.751,101.508,12,101.31,107.2478351
1/4/2020,DJ140003,3.237,2.7,2,5.17,0,0.67,101.31,12,101.236,107.2478351
1/5/2020,DJ140003,3.079,2.3,2,5.17,0,0.581,101.236,12,101.221,107.2478351
1/6/2020,DJ140003,2.814,2.3,2,5.17,0,0.506,101.221,6,101.027,107.2478351
1/7/2020,DJ140003,2.826,2.3,2,5.17,0,0.44,101.027,6,100.916,107.2478351
1/8/2020,DJ140003,2.547,0,2,5.17,0,0.352,100.916,6,100.733,107.2478351
1/9/2020,DJ140003,2.46,0,2,5.17,0,0.273,100.733,3,100.511,107.2478351
1/10/2020,DJ140003,2.471,0,2,5.17,0,0.192,100.511,3,100.296,107.2478351
1/8/2019,DJ140039,3.685,0,2,5.12,0,0.835,101.203,12,101.152,107.2478351
1/9/2019,DJ140039,3.587,0,2,5.12,0,0.747,101.152,12,101.093,107.2478351
1/10/2019,DJ140039,3.509,0,2,5.12,0,0.672,101.093,12,100.942,107.2478351
1/11/2019,DJ140039,3.541,0,2,5.12,0,0.588,100.942,12,100.834,107.2478351
1/12/2019,DJ140039,3.504,0,2,5.12,0,0.505,100.834,6,100.719,107.2478351
1/1/2020,DJ140039,3.46,0,2,5.12,0,0.436,100.719,6,100.625,107.2478351
1/2/2020,DJ140039,3.313,0,2,5.12,0,0.351,100.625,6,100.543,107.2478351
1/3/2020,DJ140039,3.114,0,2,5.12,0,0.276,100.543,3,100.385,107.2478351
1/4/2020,DJ140039,3.097,0,2,5.12,0,0.195,100.385,3,100.223,107.2478351
1/5/2020,DJ140039,2.94,0,2,5.12,0,0.105,100.223,3,100.068,107.2478351
1/8/2019,DK140037,3.857,0,2,5.28,0,2.192,103.172,36,103.424,107.2478351
1/9/2019,DK140037,3.689,0,2,5.28,0,2.106,103.424,36,103.353,107.2478351
1/10/2019,DK140037,3.67,0,2,5.28,0,2.031,103.353,36,103.248,107.2478351
1/11/2019,DK140037,3.661,0,2,5.28,0,1.947,103.248,36,103.176,107.2478351
1/12/2019,DK140037,3.635,0,2,5.28,0,1.864,103.176,24,103.082,107.2478351
1/1/2020,DK140037,3.617,0,2,5.28,0,1.829,103.082,24,103.221,107.2478351
1/2/2020,DK140037,3.464,3,2,5.28,0,1.745,103.221,24,103.434,107.2478351
1/3/2020,DK140037,3.267,2.7,2,5.28,0,1.671,103.434,24,102.933,107.2478351
1/4/2020,DK140037,3.475,2.7,2,5.28,0,1.588,102.933,24,103.217,107.2478351
1/5/2020,DK140037,3.199,2.3,2,5.28,0,1.502,103.217,24,103.368,107.2478351
1/6/2020,DK140037,3.001,2.3,2,5.28,0,1.428,103.368,24,103.176,107.2478351
1/7/2020,DK140037,3.012,2.3,2,5.28,0,1.384,103.176,24,103.383,107.2478351
1/8/2020,DK140037,2.712,0,2,5.28,0,1.297,103.383,24,103.297,107.2478351
1/9/2020,DK140037,2.625,0,2,5.28,0,1.219,103.297,24,103.03,107.2478351
1/10/2020,DK140037,2.673,0,2,5.28,0,1.138,103.03,24,102.943,107.2478351
1/8/2019,DK140038,3.817,0,2,5.23,0,1.753,102.509,24,102.646,107.2478351
1/9/2019,DK140038,3.669,0,2,5.23,0,1.665,102.646,24,102.597,107.2478351
1/10/2019,DK140038,3.631,0,2,5.23,0,1.59,102.597,24,102.474,107.2478351
1/11/2019,DK140038,3.63,0,2,5.23,0,1.507,102.474,24,102.381,107.2478351
1/12/2019,DK140038,3.609,0,2,5.23,0,1.424,102.381,24,102.289,107.2478351
1/1/2020,DK140038,3.583,0,2,5.23,0,1.378,102.289,24,102.344,107.2478351
1/2/2020,DK140038,3.437,3.3,2,5.23,0,1.292,102.344,24,102.47,107.2478351
1/3/2020,DK140038,3.233,3,2,5.23,0,1.218,102.47,24,102.148,107.2478351
1/4/2020,DK140038,3.374,3,2,5.23,0,1.137,102.148,24,102.238,107.2478351
1/5/2020,DK140038,3.146,2.3,2,5.23,0,1.049,102.238,24,102.325,107.2478351
1/6/2020,DK140038,2.913,2.3,2,5.23,0,0.975,102.325,12,102.141,107.2478351
1/7/2020,DK140038,2.915,2.3,2,5.23,0,0.919,102.141,12,102.19,107.2478351
1/8/2020,DK140038,2.618,0,2,5.23,0,0.831,102.19,12,102.052,107.2478351
1/9/2020,DK140038,2.535,0,2,5.23,0,0.753,102.052,12,101.803,107.2478351
1/10/2020,DK140038,2.583,0,2,5.23,0,0.672,101.803,12,101.663,107.2478351
1/8/2019,DL140035,3.924,0,2,5.39,0,3.047,104.572,60,105.023,107.2478351
1/9/2019,DL140035,3.743,0,2,5.39,0,2.961,105.023,60,104.909,107.2478351
1/10/2019,DL140035,3.744,0,2,5.39,0,2.886,104.909,60,104.799,107.2478351
1/11/2019,DL140035,3.74,0,2,5.39,0,2.803,104.799,60,104.719,107.2478351
1/12/2019,DL140035,3.726,0,2,5.39,0,2.72,104.719,36,104.648,107.2478351
1/1/2020,DL140035,3.707,0,2,5.39,0,2.707,104.648,36,105.004,107.2478351
1/2/2020,DL140035,3.53,0,2,5.39,0,2.624,105.004,36,105.423,107.2478351
1/3/2020,DL140035,3.328,0,2,5.39,0,2.552,105.423,36,104.429,107.2478351
1/4/2020,DL140035,3.648,0,2,5.39,0,2.466,104.429,36,105.23,107.2478351
1/5/2020,DL140035,3.278,0,2,5.39,0,2.383,105.23,36,105.45,107.2478351
1/6/2020,DL140035,3.131,0,2,5.39,0,2.309,105.45,36,105.243,107.2478351
1/7/2020,DL140035,3.147,0,2,5.39,0,2.288,105.243,36,105.778,107.2478351
1/8/2020,DL140035,2.837,0,2,5.39,0,2.203,105.778,36,105.793,107.2478351
1/9/2020,DL140035,2.747,0,2,5.39,0,2.126,105.793,36,105.512,107.2478351
1/10/2020,DL140035,2.783,0,2,5.39,0,2.044,105.512,36,105.463,107.2478351
1/8/2019,DL140036,3.899,2.7,2,5.34,0,2.622,103.856,36,104.222,107.2478351
1/9/2019,DL140036,3.718,2.3,2,5.34,0,2.536,104.222,36,104.126,107.2478351
1/10/2019,DL140036,3.712,2.3,2,5.34,0,2.461,104.126,36,104.031,107.2478351
1/11/2019,DL140036,3.701,2.3,2,5.34,0,2.378,104.031,36,103.951,107.2478351
1/12/2019,DL140036,3.684,0,2,5.34,0,2.295,103.951,36,103.866,107.2478351
1/1/2020,DL140036,3.666,0,2,5.34,0,2.272,103.866,36,104.115,107.2478351
1/2/2020,DL140036,3.498,0,2,5.34,0,2.187,104.115,36,104.433,107.2478351
1/3/2020,DL140036,3.297,0,2,5.34,0,2.115,104.433,36,103.709,107.2478351
1/4/2020,DL140036,3.562,0,2,5.34,0,2.031,103.709,36,104.229,107.2478351
1/5/2020,DL140036,3.239,0,2,5.34,0,1.945,104.229,36,104.425,107.2478351
1/6/2020,DL140036,3.067,0,2,5.34,0,1.872,104.425,24,104.22,107.2478351
1/7/2020,DL140036,3.084,0,2,5.34,0,1.839,104.22,24,104.577,107.2478351
1/8/2020,DL140036,2.785,0,2,5.34,0,1.753,104.577,24,104.558,107.2478351
1/9/2020,DL140036,2.687,0,2,5.34,0,1.676,104.558,24,104.272,107.2478351
1/10/2020,DL140036,2.734,0,2,5.34,0,1.594,104.272,24,104.202,107.2478351
1/8/2019,DM140033,3.964,0,2,5.49,0,3.851,106.054,60,106.772,107.2478351
1/9/2019,DM140033,3.758,0,2,5.49,0,3.768,106.772,60,106.564,107.2478351
1/10/2019,DM140033,3.782,0,2,5.49,0,3.692,106.564,60,106.364,107.2478351
1/11/2019,DM140033,3.802,0,2,5.49,0,3.608,106.364,60,106.28,107.2478351
1/12/2019,DM140033,3.793,0,2,5.49,0,3.525,106.28,60,106.214,107.2478351
1/1/2020,DM140033,3.778,0,2,5.49,0,3.534,106.214,60,106.801,107.2478351
1/2/2020,DM140033,3.584,0,2,5.49,0,3.452,106.801,60,107.405,107.2478351
1/3/2020,DM140033,3.384,0,2,5.49,0,3.382,107.405,60,105.784,107.2478351
1/4/2020,DM140033,3.796,0,2,5.49,0,3.291,105.784,60,107.162,107.2478351
1/5/2020,DM140033,3.363,0,2,5.49,0,3.213,107.162,60,107.389,107.2478351
1/6/2020,DM140033,3.256,0,2,5.49,0,3.14,107.389,60,107.161,107.2478351
1/7/2020,DM140033,3.276,0,2,5.49,0,3.139,107.161,60,108.079,107.2478351
1/8/2020,DM140033,2.944,0,2,5.49,0,3.057,108.079,60,108.068,107.2478351
1/9/2020,DM140033,2.891,0,2,5.49,0,2.98,108.068,60,107.812,107.2478351
1/10/2020,DM140033,2.911,0,2,5.49,0,2.898,107.812,60,107.824,107.2478351
1/8/2019,DM140034,3.949,0,2,5.44,0,3.454,105.288,60,105.87,107.2478351
1/9/2019,DM140034,3.755,0,2,5.44,0,3.37,105.87,60,105.73,107.2478351
1/10/2019,DM140034,3.763,0,2,5.44,0,3.295,105.73,60,105.581,107.2478351
1/11/2019,DM140034,3.771,0,2,5.44,0,3.211,105.581,60,105.498,107.2478351
1/12/2019,DM140034,3.76,0,2,5.44,0,3.128,105.498,60,105.431,107.2478351
1/1/2020,DM140034,3.743,0,2,5.44,0,3.126,105.431,60,105.888,107.2478351
1/2/2020,DM140034,3.561,0,2,5.44,0,3.044,105.888,60,106.41,107.2478351
1/3/2020,DM140034,3.357,0,2,5.44,0,2.972,106.41,60,105.107,107.2478351
1/4/2020,DM140034,3.728,0,2,5.44,0,2.884,105.107,60,106.2,107.2478351
1/5/2020,DM140034,3.321,0,2,5.44,0,2.803,106.2,60,106.425,107.2478351
1/6/2020,DM140034,3.197,0,2,5.44,0,2.73,106.425,36,106.214,107.2478351
1/7/2020,DM140034,3.213,3.7,2,5.44,0,2.719,106.214,36,106.95,107.2478351
1/8/2020,DM140034,2.887,3,2,5.44,0,2.636,106.95,36,106.949,107.2478351
1/9/2020,DM140034,2.82,3,2,5.44,0,2.558,106.949,36,106.681,107.2478351
1/10/2020,DM140034,2.846,2.7,2,5.44,0,2.477,106.681,36,106.66,107.2478351
1/8/2019,DN100015,3.625,2.7,2,5.54,0,0.924,101.777,12,101.695,105.7042791
1/9/2019,DN100015,3.525,1.7,2,5.54,0,0.836,101.695,12,101.572,105.7042791
1/10/2019,DN100015,3.493,1.7,2,5.54,0,0.761,101.572,12,101.375,105.7042791
1/11/2019,DN100015,3.536,0,2,5.54,0,0.678,101.375,12,101.224,105.7042791
1/12/2019,DN100015,3.518,0,2,5.54,0,0.596,101.224,12,101.086,105.7042791
1/1/2020,DN100015,3.472,0,2,5.54,0,0.513,101.086,6,100.936,105.7042791
1/2/2020,DN100015,3.407,0,2,5.54,0,0.441,100.936,6,100.858,105.7042791
1/3/2020,DN100015,3.176,0,2,5.54,0,0.367,100.858,6,100.657,105.7042791
1/4/2020,DN100015,3.205,0,2,5.54,0,0.286,100.657,3,100.482,105.7042791
1/5/2020,DN100015,3.038,0,2,5.54,0,0.197,100.482,3,100.332,105.7042791
1/6/2020,DN100015,2.726,0,2,5.54,0,0.12,100.332,3,100.105,105.7042791
1/8/2019,DN140031,3.993,0,2,5.59,0,4.611,107.636,84,108.623,107.2478351
1/9/2019,DN140031,3.77,0,2,5.59,0,4.532,108.623,84,108.269,107.2478351
1/10/2019,DN140031,3.819,0,2,5.59,0,4.455,108.269,84,107.979,107.2478351
1/11/2019,DN140031,3.854,0,2,5.59,0,4.37,107.979,84,107.877,107.2478351
1/12/2019,DN140031,3.851,0,2,5.59,0,4.287,107.877,60,107.822,107.2478351
1/1/2020,DN140031,3.837,0,2,5.59,0,4.316,107.822,60,108.671,107.2478351
1/2/2020,DN140031,3.625,0,2,5.59,0,4.237,108.671,60,109.49,107.2478351
1/3/2020,DN140031,3.419,3,2,5.59,0,4.169,109.49,60,107.191,107.2478351
1/4/2020,DN140031,3.898,2.3,2,5.59,0,4.072,107.191,60,109.126,107.2478351
1/5/2020,DN140031,3.43,2.3,2,5.59,0,3.999,109.126,60,109.383,107.2478351
1/6/2020,DN140031,3.34,2,2,5.59,0,3.926,109.383,60,109.088,107.2478351
1/7/2020,DN140031,3.372,2,2,5.59,0,3.945,109.088,60,110.278,107.2478351
1/8/2020,DN140031,3.052,2,2,5.59,0,3.866,110.278,60,110.342,107.2478351
1/9/2020,DN140031,2.995,0,2,5.59,0,3.789,110.342,60,110.069,107.2478351
1/10/2020,DN140031,3.016,0,2,5.59,0,3.708,110.069,60,110.12,107.2478351
1/8/2019,DN140032,3.98,0,2,5.54,0,4.236,106.83,60,107.691,107.2478351
1/9/2019,DN140032,3.763,0,2,5.54,0,4.155,107.691,60,107.404,107.2478351
1/10/2019,DN140032,3.802,0,2,5.54,0,4.079,107.404,60,107.148,107.2478351
1/11/2019,DN140032,3.833,0,2,5.54,0,3.994,107.148,60,107.052,107.2478351
1/12/2019,DN140032,3.828,0,2,5.54,0,3.911,107.052,60,106.99,107.2478351
1/1/2020,DN140032,3.814,0,2,5.54,0,3.93,106.99,60,107.717,107.2478351
1/2/2020,DN140032,3.608,0,2,5.54,0,3.85,107.717,60,108.419,107.2478351
1/3/2020,DN140032,3.407,3.3,2,5.54,0,3.78,108.419,60,106.472,107.2478351
1/4/2020,DN140032,3.853,3,2,5.54,0,3.687,106.472,60,108.124,107.2478351
1/5/2020,DN140032,3.402,3,2,5.54,0,3.611,108.124,60,108.361,107.2478351
1/6/2020,DN140032,3.306,3.3,2,5.54,0,3.538,108.361,60,108.091,107.2478351
1/7/2020,DN140032,3.335,3,2,5.54,0,3.548,108.091,60,109.161,107.2478351
1/8/2020,DN140032,3.006,3,2,5.54,0,3.467,109.161,60,109.194,107.2478351
1/9/2020,DN140032,2.949,2.3,2,5.54,0,3.39,109.194,60,108.932,107.2478351
1/10/2020,DN140032,2.969,2.3,2,5.54,0,3.308,108.932,60,108.965,107.2478351
1/8/2019,DO140029,4.048,0,2,5.69,0,5.329,109.125,84,110.36,107.2478351
1/9/2019,DO140029,3.816,0,2,5.69,0,5.253,110.36,84,109.872,107.2478351
1/10/2019,DO140029,3.881,0,2,5.69,0,5.174,109.872,84,109.571,107.2478351
1/11/2019,DO140029,3.913,0,2,5.69,0,5.089,109.571,84,109.479,107.2478351
1/12/2019,DO140029,3.909,0,2,5.69,0,5.006,109.479,84,109.471,107.2478351
1/1/2020,DO140029,3.889,0,2,5.69,0,5.055,109.471,84,110.595,107.2478351
1/2/2020,DO140029,3.662,0,2,5.69,0,4.98,110.595,84,111.644,107.2478351
1/3/2020,DO140029,3.449,0,2,5.69,0,4.914,111.644,84,108.52,107.2478351
1/4/2020,DO140029,4.001,0,2,5.69,0,4.808,108.52,84,111.104,107.2478351
1/5/2020,DO140029,3.491,0,2,5.69,0,4.743,111.104,84,111.394,107.2478351
1/6/2020,DO140029,3.411,0,2,5.69,0,4.671,111.394,84,111.058,107.2478351
1/7/2020,DO140029,3.446,0,2,5.69,0,4.709,111.058,84,112.449,107.2478351
1/8/2020,DO140029,3.146,0,2,5.69,0,4.632,112.449,84,112.666,107.2478351
1/9/2020,DO140029,3.071,0,2,5.69,0,4.557,112.666,84,112.372,107.2478351
1/10/2020,DO140029,3.093,0,2,5.69,0,4.475,112.372,84,112.472,107.2478351
1/8/2019,DO140030,4.018,0,2,5.64,0,4.976,108.393,84,109.499,107.2478351
1/9/2019,DO140030,3.791,0,2,5.64,0,4.898,109.499,84,109.082,107.2478351
1/10/2019,DO140030,3.848,0,2,5.64,0,4.82,109.082,84,108.772,107.2478351
1/11/2019,DO140030,3.884,0,2,5.64,0,4.735,108.772,84,108.677,107.2478351
1/12/2019,DO140030,3.88,0,2,5.64,0,4.652,108.677,84,108.64,107.2478351
1/1/2020,DO140030,3.864,0,2,5.64,0,4.69,108.64,84,109.62,107.2478351
1/2/2020,DO140030,3.645,0,2,5.64,0,4.613,109.62,84,110.566,107.2478351
1/3/2020,DO140030,3.433,0,2,5.64,0,4.547,110.566,84,107.877,107.2478351
1/4/2020,DO140030,3.947,0,2,5.64,0,4.445,107.877,84,110.123,107.2478351
1/5/2020,DO140030,3.459,0,2,5.64,0,4.376,110.123,84,110.394,107.2478351
1/6/2020,DO140030,3.375,0,2,5.64,0,4.304,110.394,60,110.077,107.2478351
1/7/2020,DO140030,3.409,0,2,5.64,0,4.332,110.077,60,111.368,107.2478351
1/8/2020,DO140030,3.1,0,2,5.64,0,4.254,111.368,60,111.529,107.2478351
1/9/2020,DO140030,3.029,0,2,5.64,0,4.179,111.529,60,111.233,107.2478351
1/10/2020,DO140030,3.053,0,2,5.64,0,4.097,111.233,60,111.303,107.2478351
1/8/2019,DP080045,3.644,0,2,5.95,0,0.488,101.126,6,100.945,104.4686667
1/9/2019,DP080045,3.579,0,2,5.95,0,0.402,100.945,6,100.791,104.4686667
1/10/2019,DP080045,3.501,0,2,5.95,0,0.328,100.791,6,100.581,104.4686667
1/11/2019,DP080045,3.526,0,2,5.95,0,0.245,100.581,3,100.39,104.4686667
1/12/2019,DP080045,3.476,0,2,5.95,0,0.162,100.39,3,100.19,104.4686667
1/8/2019,DP140005,4.11,0,2,5.78,0,6.004,110.508,120,111.936,107.2478351
1/9/2019,DP140005,3.879,0,2,5.78,0,5.932,111.936,120,111.322,107.2478351
1/10/2019,DP140005,3.955,0,2,5.78,0,5.852,111.322,120,111.045,107.2478351
1/11/2019,DP140005,3.98,0,2,5.78,0,5.767,111.045,120,110.953,107.2478351
1/12/2019,DP140005,3.977,0,2,5.78,0,5.683,110.953,84,110.991,107.2478351
1/1/2020,DP140005,3.953,0,2,5.78,0,5.751,110.991,84,112.399,107.2478351
1/2/2020,DP140005,3.713,0,2,5.78,0,5.68,112.399,84,113.738,107.2478351
1/3/2020,DP140005,3.485,0,2,5.78,0,5.619,113.738,84,109.667,107.2478351
1/4/2020,DP140005,4.112,0,2,5.78,0,5.499,109.667,84,112.957,107.2478351
1/5/2020,DP140005,3.56,0,2,5.78,0,5.445,112.957,84,113.298,107.2478351
1/6/2020,DP140005,3.484,0,2,5.78,0,5.374,113.298,84,112.935,107.2478351
1/7/2020,DP140005,3.519,0,2,5.78,0,5.429,112.935,84,114.527,107.2478351
1/8/2020,DP140005,3.232,0,2,5.78,0,5.356,114.527,84,114.815,107.2478351
1/9/2020,DP140005,3.158,0,2,5.78,0,5.282,114.815,84,114.573,107.2478351
1/10/2020,DP140005,3.169,0,2,5.78,0,5.201,114.573,84,114.734,107.2478351
1/8/2019,DP140028,4.082,0,2,5.73,0,5.673,109.772,84,111.12,107.2478351
1/9/2019,DP140028,3.848,0,2,5.73,0,5.6,111.12,84,110.569,107.2478351
1/10/2019,DP140028,3.919,0,2,5.73,0,5.52,110.569,84,110.282,107.2478351
1/11/2019,DP140028,3.947,0,2,5.73,0,5.435,110.282,84,110.193,107.2478351
1/12/2019,DP140028,3.943,0,2,5.73,0,5.352,110.193,84,110.208,107.2478351
1/1/2020,DP140028,3.921,0,2,5.73,0,5.41,110.208,84,111.469,107.2478351
1/2/2020,DP140028,3.688,0,2,5.73,0,5.337,111.469,84,112.675,107.2478351
1/3/2020,DP140028,3.465,0,2,5.73,0,5.274,112.675,84,109.084,107.2478351
1/4/2020,DP140028,4.056,0,2,5.73,0,5.16,109.084,84,112.025,107.2478351
1/5/2020,DP140028,3.523,0,2,5.73,0,5.101,112.025,84,112.337,107.2478351
1/6/2020,DP140028,3.446,0,2,5.73,0,5.03,112.337,84,111.993,107.2478351
1/7/2020,DP140028,3.48,0,2,5.73,0,5.076,111.993,84,113.486,107.2478351
1/8/2020,DP140028,3.187,0,2,5.73,0,5.001,113.486,84,113.742,107.2478351
1/9/2020,DP140028,3.112,0,2,5.73,0,4.927,113.742,84,113.457,107.2478351
1/10/2020,DP140028,3.131,0,2,5.73,0,4.845,113.457,84,113.589,107.2478351
1/8/2019,DQ080044,3.831,0,2,6.05,0,1.422,103.188,24,103.175,104.4686667
1/9/2019,DQ080044,3.702,0,2,6.05,0,1.335,103.175,24,103.079,104.4686667
1/10/2019,DQ080044,3.646,0,2,6.05,0,1.26,103.079,24,102.876,104.4686667
1/11/2019,DQ080044,3.654,0,2,6.05,0,1.178,102.876,24,102.717,104.4686667
1/12/2019,DQ080044,3.627,0,2,6.05,0,1.095,102.717,24,102.566,104.4686667
1/1/2020,DQ080044,3.588,0,2,6.05,0,1.012,102.566,12,102.448,104.4686667
1/2/2020,DQ080044,3.502,0,2,6.05,0,0.955,102.448,12,102.453,104.4686667
1/3/2020,DQ080044,3.286,0,2,6.05,0,0.88,102.453,12,102.168,104.4686667
1/4/2020,DQ080044,3.363,0,2,6.05,0,0.799,102.168,12,102.063,104.4686667
1/5/2020,DQ080044,3.185,0,2,6.05,0,0.71,102.063,12,102.04,104.4686667
1/6/2020,DQ080044,2.897,0,2,6.05,0,0.636,102.04,12,101.786,104.4686667
1/7/2020,DQ080044,2.901,0,2,6.05,0,0.554,101.786,6,101.644,104.4686667
1/8/2020,DQ080044,2.624,0,2,6.05,0,0.48,101.644,6,101.41,104.4686667
1/9/2020,DQ080044,2.541,0,2,6.05,0,0.403,101.41,6,101.118,104.4686667
1/10/2020,DQ080044,2.565,0,2,6.05,0,0.323,101.118,3,100.858,104.4686667
1/8/2019,DQ140004,4.138,0,2,5.82,0,6.329,111.183,120,112.685,107.2478351
1/9/2019,DQ140004,3.91,0,2,5.82,0,6.26,112.685,120,112.014,107.2478351
1/10/2019,DQ140004,3.99,0,2,5.82,0,6.178,112.014,120,111.742,107.2478351
1/11/2019,DQ140004,4.013,0,2,5.82,0,6.093,111.742,120,111.647,107.2478351
1/12/2019,DQ140004,4.011,0,2,5.82,0,6.01,111.647,120,111.698,107.2478351
1/1/2020,DQ140004,3.987,0,2,5.82,0,6.086,111.698,120,113.25,107.2478351
1/2/2020,DQ140004,3.741,0,2,5.82,0,6.018,113.25,120,114.754,107.2478351
1/3/2020,DQ140004,3.504,0,2,5.82,0,5.96,114.754,120,110.215,107.2478351
1/4/2020,DQ140004,4.161,0,2,5.82,0,5.831,110.215,120,113.827,107.2478351
1/5/2020,DQ140004,3.596,0,2,5.82,0,5.783,113.827,120,114.205,107.2478351
1/6/2020,DQ140004,3.52,0,2,5.82,0,5.713,114.205,84,113.829,107.2478351
1/7/2020,DQ140004,3.555,0,2,5.82,0,5.777,113.829,84,115.515,107.2478351
1/8/2020,DQ140004,3.274,2.3,2,5.82,0,5.706,115.515,84,115.84,107.2478351
1/9/2020,DQ140004,3.2,3.3,2,5.82,0,5.632,115.84,84,115.629,107.2478351
1/10/2020,DQ140004,3.206,3,2,5.82,0,5.551,115.629,84,115.807,107.2478351
1/8/2019,DQ140027,4.161,0,2,5.87,0,6.641,111.954,120,113.513,107.2478351
1/9/2019,DQ140027,3.938,0,2,5.87,0,6.574,113.513,120,112.803,107.2478351
1/10/2019,DQ140027,4.019,0,2,5.87,0,6.491,112.803,120,112.515,107.2478351
1/11/2019,DQ140027,4.043,0,2,5.87,0,6.405,112.515,120,112.408,107.2478351
1/12/2019,DQ140027,4.043,0,2,5.87,0,6.322,112.408,120,112.462,107.2478351
1/1/2020,DQ140027,4.02,0,2,5.87,0,6.407,112.462,120,114.163,107.2478351
1/2/2020,DQ140027,3.768,0,2,5.87,0,6.342,114.163,120,115.786,107.2478351
1/3/2020,DQ140027,3.529,0,2,5.87,0,6.286,115.786,120,110.809,107.2478351
1/4/2020,DQ140027,4.209,0,2,5.87,0,6.149,110.809,120,114.693,107.2478351
1/5/2020,DQ140027,3.639,0,2,5.87,0,6.108,114.693,120,115.106,107.2478351
1/6/2020,DQ140027,3.563,0,2,5.87,0,6.039,115.106,120,114.717,107.2478351
1/7/2020,DQ140027,3.598,0,2,5.87,0,6.11,114.717,120,116.488,107.2478351
1/8/2020,DQ140027,3.323,0,2,5.87,0,6.041,116.488,120,116.878,107.2478351
1/9/2020,DQ140027,3.245,3.3,2,5.87,0,5.969,116.878,120,116.688,107.2478351
1/10/2020,DQ140027,3.248,3,2,5.87,0,5.888,116.688,120,116.909,107.2478351
1/8/2019,DR080043,3.95,0,2,6.15,0,2.311,105.183,36,105.408,104.4686667
1/9/2019,DR080043,3.777,0,2,6.15,0,2.225,105.408,36,105.274,104.4686667
1/10/2019,DR080043,3.763,0,2,6.15,0,2.151,105.274,36,105.113,104.4686667
1/11/2019,DR080043,3.753,0,2,6.15,0,2.068,105.113,36,104.987,104.4686667
1/12/2019,DR080043,3.726,0,2,6.15,0,1.986,104.987,36,104.837,104.4686667
1/1/2020,DR080043,3.709,0,2,6.15,0,1.903,104.837,36,104.874,104.4686667
1/2/2020,DR080043,3.592,0,2,6.15,0,1.873,104.874,24,105.102,104.4686667
1/3/2020,DR080043,3.374,0,2,6.15,0,1.799,105.102,24,104.479,104.4686667
1/4/2020,DR080043,3.599,0,2,6.15,0,1.716,104.479,24,104.762,104.4686667
1/5/2020,DR080043,3.31,0,2,6.15,0,1.63,104.762,24,104.91,104.4686667
1/6/2020,DR080043,3.098,0,2,6.15,0,1.556,104.91,24,104.649,104.4686667
1/7/2020,DR080043,3.114,0,2,6.15,0,1.475,104.649,24,104.837,104.4686667
1/8/2020,DR080043,2.816,0,2,6.15,0,1.429,104.837,24,104.745,104.4686667
1/9/2020,DR080043,2.703,0,2,6.15,0,1.352,104.745,24,104.436,104.4686667
1/10/2020,DR080043,2.731,0,2,6.15,0,1.271,104.436,24,104.276,104.4686667
1/8/2019,DR140025,4.215,2,2,5.96,0,7.25,113.379,120,115.078,107.2478351
1/9/2019,DR140025,3.997,2,2,5.96,0,7.187,115.078,120,114.33,107.2478351
1/10/2019,DR140025,4.075,2,2,5.96,0,7.102,114.33,120,114.01,107.2478351
1/11/2019,DR140025,4.101,0,2,5.96,0,7.016,114.01,120,113.913,107.2478351
1/12/2019,DR140025,4.1,0,2,5.96,0,6.933,113.913,120,113.982,107.2478351
1/1/2020,DR140025,4.078,0,2,5.96,0,7.034,113.982,120,115.985,107.2478351
1/2/2020,DR140025,3.815,0,2,5.96,0,6.976,115.985,120,117.819,107.2478351
1/3/2020,DR140025,3.576,0,2,5.96,0,6.926,117.819,120,112.054,107.2478351
1/4/2020,DR140025,4.284,0,2,5.96,0,6.771,112.054,120,116.362,107.2478351
1/5/2020,DR140025,3.72,0,2,5.96,0,6.741,116.362,120,116.878,107.2478351
1/6/2020,DR140025,3.64,2.7,2,5.96,0,6.674,116.878,120,116.424,107.2478351
1/7/2020,DR140025,3.68,2.3,2,5.96,0,6.761,116.424,120,118.356,107.2478351
1/8/2020,DR140025,3.416,2.3,2,5.96,0,6.697,118.356,120,118.83,107.2478351
1/9/2020,DR140025,3.337,2,2,5.96,0,6.626,118.83,120,118.62,107.2478351
1/10/2020,DR140025,3.343,2,2,5.96,0,6.545,118.62,120,118.878,107.2478351
1/8/2019,DR140026,4.186,0,2,5.92,0,6.952,112.724,120,114.352,107.2478351
1/9/2019,DR140026,3.966,0,2,5.92,0,6.887,114.352,120,113.593,107.2478351
