VALUE DATE,STOCK CODE,EVAL MID YIELD,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,MODIFIED DURATION,EVAL MID PRICE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET
1/10/2020,VN120390,2.359,2,2,4.041,0,1.948,103.37,24,103.434,105.9295121
1/8/2019,VN120455,3.568,1.3,2,3.95,0,3.131,101.204,60,101.67,105.7042791
1/9/2019,VN120455,3.408,1.3,2,3.95,0,3.045,101.67,60,101.505,105.7042791
1/10/2019,VN120455,3.45,0,2,3.95,0,2.969,101.505,60,101.45,105.7042791
1/11/2019,VN120455,3.456,0,2,3.95,0,2.885,101.45,60,101.432,105.7042791
1/12/2019,VN120455,3.45,0,2,3.95,0,2.802,101.432,36,101.339,105.7042791
1/1/2020,VN120455,3.47,0,2,3.95,0,2.773,101.339,36,101.658,105.7042791
1/2/2020,VN120455,3.339,0,2,3.95,0,2.689,101.658,36,102.416,105.7042791
1/3/2020,VN120455,3.041,0,2,3.95,0,2.618,102.416,36,101.429,105.7042791
1/4/2020,VN120455,3.393,0,2,3.95,0,2.532,101.429,36,102.492,105.7042791
1/5/2020,VN120455,2.955,3,2,3.95,0,2.449,102.492,36,102.778,105.7042791
1/6/2020,VN120455,2.812,2.3,2,3.95,0,2.376,102.778,36,102.672,105.7042791
1/7/2020,VN120455,2.821,3.3,2,3.95,0,2.341,102.672,36,103.605,105.7042791
1/8/2020,VN120455,2.38,2.7,2,3.95,0,2.257,103.605,36,103.806,105.7042791
1/9/2020,VN120455,2.24,3.7,2,3.95,0,2.18,103.806,36,103.591,105.7042791
1/10/2020,VN120455,2.277,3.3,2,3.95,0,2.098,103.591,36,103.573,105.7042791
1/8/2019,VN130030,3.811,0,2,4.71,0,2.774,102.519,36,102.954,107.2478351
1/9/2019,VN130030,3.627,0,2,4.71,0,2.688,102.954,36,102.875,107.2478351
1/10/2019,VN130030,3.628,0,2,4.71,0,2.613,102.875,36,102.819,107.2478351
1/11/2019,VN130030,3.618,0,2,4.71,0,2.53,102.819,36,102.792,107.2478351
1/12/2019,VN130030,3.596,0,2,4.71,0,2.447,102.792,36,102.753,107.2478351
1/1/2020,VN130030,3.578,0,2,4.71,0,2.363,102.753,36,102.967,107.2478351
1/2/2020,VN130030,3.454,0,2,4.71,0,2.335,102.967,36,103.402,107.2478351
1/3/2020,VN130030,3.23,2.7,2,4.71,0,2.263,103.402,36,102.653,107.2478351
1/4/2020,VN130030,3.511,2.3,2,4.71,0,2.179,102.653,36,103.287,107.2478351
1/5/2020,VN130030,3.174,2.3,2,4.71,0,2.094,103.287,36,103.579,107.2478351
1/6/2020,VN130030,2.985,2,2,4.71,0,2.02,103.579,36,103.455,107.2478351
1/7/2020,VN130030,2.982,3,2,4.71,0,1.939,103.455,24,103.982,107.2478351
1/8/2020,VN130030,2.639,2.7,2,4.71,0,1.895,103.982,24,104.052,107.2478351
1/9/2020,VN130030,2.519,2,2,4.71,0,1.818,104.052,24,103.811,107.2478351
1/10/2020,VN130030,2.557,1.7,2,4.71,0,1.736,103.811,24,103.838,107.2478351
1/8/2019,VN130031,3.85,0,2,4.75,0,3.205,102.919,60,103.471,107.2478351
1/9/2019,VN130031,3.656,0,2,4.75,0,3.12,103.471,60,103.352,107.2478351
1/10/2019,VN130031,3.67,0,2,4.75,0,3.045,103.352,60,103.274,107.2478351
1/11/2019,VN130031,3.669,0,2,4.75,0,2.961,103.274,60,103.239,107.2478351
1/12/2019,VN130031,3.654,0,2,4.75,0,2.878,103.239,60,103.211,107.2478351
1/1/2020,VN130031,3.636,0,2,4.75,0,2.795,103.211,60,103.518,107.2478351
1/2/2020,VN130031,3.501,0,2,4.75,0,2.778,103.518,36,104.066,107.2478351
1/3/2020,VN130031,3.275,0,2,4.75,0,2.706,104.066,36,103.036,107.2478351
1/4/2020,VN130031,3.611,0,2,4.75,0,2.62,103.036,36,103.959,107.2478351
1/5/2020,VN130031,3.228,0,2,4.75,0,2.537,103.959,36,104.278,107.2478351
1/6/2020,VN130031,3.065,0,2,4.75,0,2.464,104.278,36,104.162,107.2478351
1/7/2020,VN130031,3.061,0,2,4.75,0,2.383,104.162,36,104.905,107.2478351
1/8/2020,VN130031,2.701,0,2,4.75,0,2.35,104.905,36,104.996,107.2478351
1/9/2020,VN130031,2.599,0,2,4.75,0,2.273,104.996,36,104.774,107.2478351
1/10/2020,VN130031,2.623,0,2,4.75,0,2.191,104.774,36,104.824,107.2478351
1/8/2019,VN130038,4.71,0,2,5.11,0,3.173,101.276,60,101.726,102.9592089
1/9/2019,VN130038,4.556,0,2,5.11,0,3.088,101.726,60,101.545,102.9592089
1/10/2019,VN130038,4.602,0,2,5.11,0,3.012,101.545,60,101.598,102.9592089
1/11/2019,VN130038,4.572,0,2,5.11,0,2.93,101.598,60,101.61,102.9592089
1/12/2019,VN130038,4.555,0,2,5.11,0,2.847,101.61,60,101.65,102.9592089
1/1/2020,VN130038,4.528,0,2,5.11,0,2.765,101.65,60,102.161,102.9592089
1/2/2020,VN130038,4.332,0,2,5.11,0,2.754,102.161,36,102.364,102.9592089
1/3/2020,VN130038,4.238,2,2,5.11,0,2.68,102.364,36,101.252,102.9592089
1/4/2020,VN130038,4.631,1.7,2,5.11,0,2.593,101.252,36,101.801,102.9592089
1/5/2020,VN130038,4.403,1.7,2,5.11,0,2.509,101.801,36,102.069,102.9592089
1/6/2020,VN130038,4.278,2,2,5.11,0,2.435,102.069,36,101.759,102.9592089
1/7/2020,VN130038,4.381,2.3,2,5.11,0,2.353,101.759,36,101.899,102.9592089
1/8/2020,VN130038,4.298,2.7,2,5.11,0,2.322,101.899,36,101.861,102.9592089
1/9/2020,VN130038,4.288,3,2,5.11,0,2.244,101.861,36,101.834,102.9592089
1/10/2020,VN130038,4.272,2.3,2,5.11,0,2.164,101.834,36,101.812,102.9592089
1/8/2019,VN130039,4.625,0,2,5.06,0,2.75,101.202,36,101.593,102.9592089
1/9/2019,VN130039,4.467,0,2,5.06,0,2.665,101.593,36,101.474,102.9592089
1/10/2019,VN130039,4.496,0,2,5.06,0,2.589,101.474,36,101.499,102.9592089
1/11/2019,VN130039,4.47,0,2,5.06,0,2.506,101.499,36,101.506,102.9592089
1/12/2019,VN130039,4.45,0,2,5.06,0,2.424,101.506,36,101.533,102.9592089
1/1/2020,VN130039,4.421,0,2,5.06,0,2.341,101.533,36,101.896,102.9592089
1/2/2020,VN130039,4.248,0,2,5.06,0,2.318,101.896,36,102.014,102.9592089
1/3/2020,VN130039,4.171,0,2,5.06,0,2.244,102.014,36,101.267,102.9592089
1/4/2020,VN130039,4.478,0,2,5.06,0,2.16,101.267,36,101.666,102.9592089
1/5/2020,VN130039,4.268,0,2,5.06,0,2.074,101.666,36,101.858,102.9592089
1/6/2020,VN130039,4.149,0,2,5.06,0,2,101.858,36,101.603,102.9592089
1/7/2020,VN130039,4.244,0,2,5.06,0,1.918,101.603,24,101.635,102.9592089
1/8/2020,VN130039,4.193,0,2,5.06,0,1.875,101.635,24,101.527,102.9592089
1/9/2020,VN130039,4.216,0,2,5.06,0,1.797,101.527,24,101.474,102.9592089
1/10/2020,VN130039,4.209,0,2,5.06,0,1.716,101.474,24,101.445,102.9592089
1/8/2019,VN130060,4.055,0,2,4.78,0,3.2,102.342,60,102.837,107.6040124
1/9/2019,VN130060,3.882,0,2,4.78,0,3.115,102.837,60,102.709,107.6040124
1/10/2019,VN130060,3.903,0,2,4.78,0,3.039,102.709,60,102.662,107.6040124
1/11/2019,VN130060,3.897,0,2,4.78,0,2.956,102.662,60,102.708,107.6040124
1/12/2019,VN130060,3.86,0,2,4.78,0,2.873,102.708,60,102.813,107.6040124
1/1/2020,VN130060,3.801,0,2,4.78,0,2.791,102.813,60,103.109,107.6040124
1/2/2020,VN130060,3.673,0,2,4.78,0,2.774,103.109,36,103.459,107.6040124
1/3/2020,VN130060,3.52,0,2,4.78,0,2.701,103.459,36,102.431,107.6040124
1/4/2020,VN130060,3.864,0,2,4.78,0,2.615,102.431,36,103.333,107.6040124
1/5/2020,VN130060,3.493,0,2,4.78,0,2.532,103.333,36,103.588,107.6040124
1/6/2020,VN130060,3.36,0,2,4.78,0,2.459,103.588,36,103.538,107.6040124
1/7/2020,VN130060,3.338,0,2,4.78,0,2.378,103.538,36,104.101,107.6040124
1/8/2020,VN130060,3.058,0,2,4.78,0,2.345,104.101,36,104.127,107.6040124
1/9/2020,VN130060,2.993,0,2,4.78,0,2.267,104.127,36,104.099,107.6040124
1/10/2020,VN130060,2.945,0,2,4.78,0,2.187,104.099,36,103.989,107.6040124
1/8/2019,VN130094,3.585,3,2,4.1,0,3.274,101.722,60,102.454,105.9295121
1/9/2019,VN130094,3.353,3.3,2,4.1,0,3.19,102.454,60,102.013,105.9295121
1/10/2019,VN130094,3.473,3.7,2,4.1,0,3.18,102.013,60,101.863,105.9295121
1/11/2019,VN130094,3.505,3,2,4.1,0,3.096,101.863,60,101.814,105.9295121
1/12/2019,VN130094,3.506,3,2,4.1,0,3.013,101.814,60,101.873,105.9295121
1/1/2020,VN130094,3.472,2.3,2,4.1,0,2.93,101.873,60,102.356,105.9295121
1/2/2020,VN130094,3.292,3.3,2,4.1,0,2.847,102.356,60,103.238,105.9295121
1/3/2020,VN130094,2.97,2.7,2,4.1,0,2.777,103.238,36,101.82,105.9295121
1/4/2020,VN130094,3.442,2.3,2,4.1,0,2.742,101.82,36,102.999,105.9295121
1/5/2020,VN130094,2.991,2,2,4.1,0,2.66,102.999,36,103.219,105.9295121
1/6/2020,VN130094,2.88,2,2,4.1,0,2.586,103.219,36,103.07,105.9295121
1/7/2020,VN130094,2.902,3.3,2,4.1,0,2.505,103.07,36,103.733,105.9295121
1/8/2020,VN130094,2.602,2.7,2,4.1,0,2.42,103.733,36,103.953,105.9295121
1/9/2020,VN130094,2.469,2,2,4.1,0,2.343,103.953,36,103.79,105.9295121
1/10/2020,VN130094,2.487,2,2,4.1,0,2.312,103.79,36,103.877,105.9295121
1/8/2019,VN130121,3.598,2,2,3.95,0,3.419,101.217,60,101.8,105.7042791
1/9/2019,VN130121,3.42,2,2,3.95,0,3.334,101.8,60,101.608,105.7042791
1/10/2019,VN130121,3.467,1.3,2,3.95,0,3.258,101.608,60,101.531,105.7042791
1/11/2019,VN130121,3.48,1.7,2,3.95,0,3.238,101.531,60,101.513,105.7042791
1/12/2019,VN130121,3.474,1.3,2,3.95,0,3.154,101.513,60,101.382,105.7042791
1/1/2020,VN130121,3.504,0,2,3.95,0,3.07,101.382,60,101.782,105.7042791
1/2/2020,VN130121,3.362,2.3,2,3.95,0,2.987,101.782,60,102.693,105.7042791
1/3/2020,VN130121,3.047,2,2,3.95,0,2.917,102.693,60,101.461,105.7042791
1/4/2020,VN130121,3.444,2,2,3.95,0,2.829,101.461,36,102.746,105.7042791
1/5/2020,VN130121,2.981,2.3,2,3.95,0,2.803,102.746,36,103.037,105.7042791
1/6/2020,VN130121,2.853,2,2,3.95,0,2.729,103.037,36,102.934,105.7042791
1/7/2020,VN130121,2.86,3,2,3.95,0,2.648,102.934,36,104.011,105.7042791
1/8/2020,VN130121,2.424,2.7,2,3.95,0,2.565,104.011,36,104.284,105.7042791
1/9/2020,VN130121,2.277,2.3,2,3.95,0,2.489,104.284,36,104.044,105.7042791
1/10/2020,VN130121,2.321,2.3,2,3.95,0,2.407,104.044,36,104.051,105.7042791
1/8/2019,VN130152,3.886,0,2,4.05,0,3.512,100.577,60,101.367,107.2478351
1/9/2019,VN130152,3.656,2.3,2,4.05,0,3.429,101.367,60,101.193,107.2478351
1/10/2019,VN130152,3.699,2,2,4.05,0,3.352,101.193,60,101.031,107.2478351
1/11/2019,VN130152,3.74,2,2,4.05,0,3.268,101.031,60,101.02,107.2478351
1/12/2019,VN130152,3.737,2.3,2,4.05,0,3.185,101.02,60,101.121,107.2478351
1/1/2020,VN130152,3.698,2.3,2,4.05,0,3.167,101.121,60,101.658,107.2478351
1/2/2020,VN130152,3.518,2.3,2,4.05,0,3.085,101.658,60,102.142,107.2478351
1/3/2020,VN130152,3.35,2.3,2,4.05,0,3.012,102.142,60,101.054,107.2478351
1/4/2020,VN130152,3.694,2,2,4.05,0,2.925,101.054,60,102.242,107.2478351
1/5/2020,VN130152,3.28,3.3,2,4.05,0,2.844,102.242,60,102.613,107.2478351
1/6/2020,VN130152,3.134,2.7,2,4.05,0,2.771,102.613,36,102.565,107.2478351
1/7/2020,VN130152,3.127,2.7,2,4.05,0,2.746,102.565,36,103.846,107.2478351
1/8/2020,VN130152,2.635,3,2,4.05,0,2.664,103.846,36,103.842,107.2478351
1/9/2020,VN130152,2.598,2.7,2,4.05,0,2.587,103.842,36,103.698,107.2478351
1/10/2020,VN130152,2.611,3,2,4.05,0,2.505,103.698,36,103.752,107.2478351
1/8/2019,VN130170,3.977,0,2,4.85,0,3.072,102.722,60,103.183,107.6040124
1/9/2019,VN130170,3.806,0,2,4.85,0,2.987,103.183,60,103.068,107.6040124
1/10/2019,VN130170,3.821,0,2,4.85,0,2.911,103.068,60,103.016,107.6040124
1/11/2019,VN130170,3.813,0,2,4.85,0,2.828,103.016,60,103.051,107.6040124
1/12/2019,VN130170,3.775,0,2,4.85,0,2.746,103.051,36,103.14,107.6040124
1/1/2020,VN130170,3.715,0,2,4.85,0,2.728,103.14,36,103.419,107.6040124
1/2/2020,VN130170,3.58,0,2,4.85,0,2.644,103.419,36,103.756,107.6040124
1/3/2020,VN130170,3.422,0,2,4.85,0,2.572,103.756,36,102.752,107.6040124
1/4/2020,VN130170,3.767,0,2,4.85,0,2.486,102.752,36,103.62,107.6040124
1/5/2020,VN130170,3.388,0,2,4.85,0,2.402,103.62,36,103.851,107.6040124
1/6/2020,VN130170,3.254,0,2,4.85,0,2.329,103.851,36,103.785,107.6040124
1/7/2020,VN130170,3.232,0,2,4.85,0,2.303,103.785,36,104.303,107.6040124
1/8/2020,VN130170,2.95,0,2,4.85,0,2.218,104.303,36,104.329,107.6040124
1/9/2020,VN130170,2.876,0,2,4.85,0,2.14,104.329,36,104.254,107.6040124
1/10/2020,VN130170,2.841,0,2,4.85,0,2.06,104.254,36,104.128,107.6040124
1/8/2019,VN130171,4.005,0,2,4.85,0,3.488,102.996,60,103.565,107.6040124
1/9/2019,VN130171,3.826,0,2,4.85,0,3.404,103.565,60,103.379,107.6040124
1/10/2019,VN130171,3.86,0,2,4.85,0,3.328,103.379,60,103.304,107.6040124
1/11/2019,VN130171,3.861,0,2,4.85,0,3.244,103.304,60,103.348,107.6040124
1/12/2019,VN130171,3.827,0,2,4.85,0,3.162,103.348,60,103.45,107.6040124
1/1/2020,VN130171,3.773,0,2,4.85,0,3.154,103.45,60,103.848,107.6040124
1/2/2020,VN130171,3.622,0,2,4.85,0,3.071,103.848,60,104.224,107.6040124
1/3/2020,VN130171,3.476,0,2,4.85,0,2.999,104.224,60,102.9,107.6040124
1/4/2020,VN130171,3.876,0,2,4.85,0,2.91,102.9,60,104.051,107.6040124
1/5/2020,VN130171,3.464,0,2,4.85,0,2.829,104.051,60,104.333,107.6040124
1/6/2020,VN130171,3.336,0,2,4.85,0,2.756,104.333,36,104.266,107.6040124
1/7/2020,VN130171,3.321,0,2,4.85,0,2.74,104.266,36,104.98,107.6040124
1/8/2020,VN130171,3.02,0,2,4.85,0,2.656,104.98,36,105.018,107.6040124
1/9/2020,VN130171,2.957,0,2,4.85,0,2.579,105.018,36,104.996,107.6040124
1/10/2020,VN130171,2.912,0,2,4.85,0,2.498,104.996,36,104.9,107.6040124
1/8/2019,VN130174,3.613,1.3,2,3.93,0,3.571,101.139,60,101.786,105.7042791
1/9/2019,VN130174,3.424,0,2,3.93,0,3.486,101.786,60,101.577,105.7042791
1/10/2019,VN130174,3.474,0,2,3.93,0,3.41,101.577,60,101.496,105.7042791
1/11/2019,VN130174,3.488,0,2,3.93,0,3.326,101.496,60,101.485,105.7042791
1/12/2019,VN130174,3.482,0,2,3.93,0,3.243,101.485,60,101.345,105.7042791
1/1/2020,VN130174,3.515,0,2,3.93,0,3.222,101.345,60,101.771,105.7042791
1/2/2020,VN130174,3.371,0,2,3.93,0,3.138,101.771,60,102.749,105.7042791
1/3/2020,VN130174,3.049,0,2,3.93,0,3.069,102.749,60,101.391,105.7042791
1/4/2020,VN130174,3.469,0,2,3.93,0,2.98,101.391,60,102.776,105.7042791
1/5/2020,VN130174,2.995,0,2,3.93,0,2.9,102.776,60,103.096,105.7042791
1/6/2020,VN130174,2.865,0,2,3.93,0,2.826,103.096,36,102.976,105.7042791
1/7/2020,VN130174,2.88,2.3,2,3.93,0,2.799,102.976,36,104.137,105.7042791
1/8/2020,VN130174,2.437,2,2,3.93,0,2.717,104.137,36,104.442,105.7042791
1/9/2020,VN130174,2.287,1.7,2,3.93,0,2.641,104.442,36,104.191,105.7042791
1/10/2020,VN130174,2.333,1.7,2,3.93,0,2.559,104.191,36,104.202,105.7042791
1/8/2019,VN130188,4.007,0,2,5,0,3.526,103.562,60,104.074,107.6040124
1/9/2019,VN130188,3.843,0,2,5,0,3.441,104.074,60,103.951,107.6040124
1/10/2019,VN130188,3.856,0,2,5,0,3.366,103.951,60,103.858,107.6040124
1/11/2019,VN130188,3.859,0,2,5,0,3.282,103.858,60,103.891,107.6040124
1/12/2019,VN130188,3.825,0,2,5,0,3.2,103.891,60,103.991,107.6040124
1/1/2020,VN130188,3.77,0,2,5,0,3.118,103.991,60,104.384,107.6040124
1/2/2020,VN130188,3.619,0,2,5,0,3.111,104.384,60,104.754,107.6040124
1/3/2020,VN130188,3.474,0,2,5,0,3.038,104.754,60,103.451,107.6040124
1/4/2020,VN130188,3.857,0,2,5,0,2.95,103.451,60,104.615,107.6040124
1/5/2020,VN130188,3.443,0,2,5,0,2.869,104.615,60,104.895,107.6040124
1/6/2020,VN130188,3.314,0,2,5,0,2.796,104.895,60,104.858,107.6040124
1/7/2020,VN130188,3.285,0,2,5,0,2.716,104.858,36,105.536,107.6040124
1/8/2020,VN130188,2.996,0,2,5,0,2.695,105.536,36,105.563,107.6040124
1/9/2020,VN130188,2.934,0,2,5,0,2.618,105.563,36,105.534,107.6040124
1/10/2020,VN130188,2.887,0,2,5,0,2.538,105.534,36,105.425,107.6040124
1/8/2019,VN130205,3.884,0,2,4.71,0,3.557,102.98,60,103.72,105.1687893
1/9/2019,VN130205,3.661,0,2,4.71,0,3.474,103.72,60,103.564,105.1687893
1/10/2019,VN130205,3.685,0,2,4.71,0,3.398,103.564,60,103.455,105.1687893
1/11/2019,VN130205,3.695,0,2,4.71,0,3.314,103.455,60,103.426,105.1687893
1/12/2019,VN130205,3.682,0,2,4.71,0,3.231,103.426,60,103.409,105.1687893
1/1/2020,VN130205,3.665,0,2,4.71,0,3.148,103.409,60,103.816,105.1687893
1/2/2020,VN130205,3.515,0,2,4.71,0,3.137,103.816,60,104.488,105.1687893
1/3/2020,VN130205,3.28,0,2,4.71,0,3.066,104.488,60,103.197,105.1687893
1/4/2020,VN130205,3.659,0,2,4.71,0,2.978,103.197,60,104.372,105.1687893
1/5/2020,VN130205,3.246,0,2,4.71,0,2.897,104.372,60,104.702,105.1687893
1/6/2020,VN130205,3.103,0,2,4.71,0,2.824,104.702,60,104.524,105.1687893
1/7/2020,VN130205,3.124,0,2,4.71,0,2.743,104.524,36,105.097,105.1687893
1/8/2020,VN130205,2.877,0,2,4.71,0,2.719,105.097,36,105.223,105.1687893
1/9/2020,VN130205,2.784,0,2,4.71,0,2.642,105.223,36,105.087,105.1687893
1/10/2020,VN130205,2.78,0,2,4.71,0,2.561,105.087,36,105.125,105.1687893
1/8/2019,VN130233,3.372,0,2,4.18,1,0.992,100.816,60,100.843,105.7042791
1/9/2019,VN130233,3.268,0,2,4.18,1,0.923,100.843,60,100.802,105.7042791
1/10/2019,VN130233,3.235,0,2,4.18,1,0.847,100.802,60,100.691,105.7042791
1/11/2019,VN130233,3.277,0,2,4.18,1,0.764,100.691,60,100.629,105.7042791
1/12/2019,VN130233,3.259,0,2,4.18,1,0.68,100.629,60,100.583,105.7042791
1/1/2020,VN130233,3.212,0,2,4.18,1,0.597,100.583,60,100.539,105.7042791
1/2/2020,VN130233,3.143,0,2,4.18,1,0.511,100.539,36,100.566,105.7042791
1/3/2020,VN130233,2.908,0,2,4.18,1,0.446,100.566,36,100.444,105.7042791
1/4/2020,VN130233,2.957,0,2,4.18,1,0.364,100.444,36,100.378,105.7042791
1/5/2020,VN130233,2.801,0,2,4.18,1,0.276,100.378,36,100.338,105.7042791
1/6/2020,VN130233,2.484,0,2,4.18,1,0.2,100.338,36,100.204,105.7042791
1/7/2020,VN130233,2.453,0,2,4.18,1,0.119,100.204,36,100.06,105.7042791
1/8/2019,VN130246,3.677,2.3,2,4.55,0,3.693,103.315,60,104.317,105.9295121
1/9/2019,VN130246,3.398,2,2,4.55,0,3.612,104.317,60,103.981,105.9295121
1/10/2019,VN130246,3.467,2.3,2,4.55,0,3.613,103.981,60,103.666,105.9295121
1/11/2019,VN130246,3.53,1.7,2,4.55,0,3.528,103.666,60,103.518,105.9295121
1/12/2019,VN130246,3.55,2.3,2,4.55,0,3.444,103.518,60,103.543,105.9295121
1/1/2020,VN130246,3.522,2,2,4.55,0,3.361,103.543,60,104.264,105.9295121
1/2/2020,VN130246,3.291,2,2,4.55,0,3.28,104.264,60,105.16,105.9295121
1/3/2020,VN130246,3.005,1.7,2,4.55,0,3.21,105.16,60,103.582,105.9295121
1/4/2020,VN130246,3.444,2.7,2,4.55,0,3.189,103.582,60,104.875,105.9295121
1/5/2020,VN130246,3.019,2,2,4.55,0,3.11,104.875,60,105.303,105.9295121
1/6/2020,VN130246,2.853,2.3,2,4.55,0,3.038,105.303,60,105.077,105.9295121
1/7/2020,VN130246,2.885,2,2,4.55,0,2.957,105.077,60,106.113,105.9295121
1/8/2020,VN130246,2.505,2,2,4.55,0,2.875,106.113,60,106.259,105.9295121
1/9/2020,VN130246,2.408,1.7,2,4.55,0,2.799,106.259,36,105.914,105.9295121
1/10/2020,VN130246,2.47,2.3,2,4.55,0,2.776,105.914,36,106.055,105.9295121
1/8/2019,VN130285,5.112,0,2,6,0,3.364,103.045,60,103.254,97.81115934
1/9/2019,VN130285,5.032,0,2,6,0,3.277,103.254,60,103.103,97.81115934
1/10/2019,VN130285,5.059,0,2,6,0,3.202,103.103,60,103.16,97.81115934
1/11/2019,VN130285,5.023,0,2,6,0,3.12,103.16,60,103.164,97.81115934
1/12/2019,VN130285,5.001,0,2,6,0,3.127,103.164,60,103.177,97.81115934
1/1/2020,VN130285,4.973,0,2,6,0,3.044,103.177,60,103.598,97.81115934
1/2/2020,VN130285,4.812,0,2,6,0,2.962,103.598,60,103.719,97.81115934
1/3/2020,VN130285,4.747,0,2,6,0,2.888,103.719,60,102.297,97.81115934
1/4/2020,VN130285,5.2,0,2,6,0,2.799,102.297,60,102.849,97.81115934
1/5/2020,VN130285,4.987,0,2,6,0,2.715,102.849,60,103.025,97.81115934
1/6/2020,VN130285,4.901,0,2,6,0,2.72,103.025,36,102.998,97.81115934
1/7/2020,VN130285,4.881,0,2,6,0,2.64,102.998,36,103.143,97.81115934
1/8/2020,VN130285,4.793,0,2,6,0,2.553,103.143,36,103.137,97.81115934
1/9/2020,VN130285,4.763,0,2,6,0,2.476,103.137,36,103.116,97.81115934
1/10/2020,VN130285,4.737,0,2,6,0,2.396,103.116,36,103.097,97.81115934
1/8/2019,VN130300,4.132,2,2,4.25,0,3.897,100.459,60,101.488,107.6040124
1/9/2019,VN130300,3.865,1.7,2,4.25,0,3.815,101.488,60,101.214,107.6040124
1/10/2019,VN130300,3.93,1.7,2,4.25,0,3.738,101.214,60,101.136,107.6040124
1/11/2019,VN130300,3.945,1.3,2,4.25,0,3.655,101.136,60,101.084,107.6040124
1/12/2019,VN130300,3.954,0,2,4.25,0,3.647,101.084,60,101.111,107.6040124
1/1/2020,VN130300,3.94,0,2,4.25,0,3.565,101.111,60,101.644,107.6040124
1/2/2020,VN130300,3.783,0,2,4.25,0,3.482,101.644,60,102.034,107.6040124
1/3/2020,VN130300,3.663,2,2,4.25,0,3.41,102.034,60,100.592,107.6040124
1/4/2020,VN130300,4.073,1.7,2,4.25,0,3.32,100.592,60,102.035,107.6040124
1/5/2020,VN130300,3.637,1.7,2,4.25,0,3.241,102.035,60,102.401,107.6040124
1/6/2020,VN130300,3.515,1.3,2,4.25,0,3.169,102.401,60,102.355,107.6040124
1/7/2020,VN130300,3.512,1.3,2,4.25,0,3.154,102.355,60,103.161,107.6040124
1/8/2020,VN130300,3.239,1.3,2,4.25,0,3.071,103.161,60,103.042,107.6040124
1/9/2020,VN130300,3.254,2,2,4.25,0,2.992,103.042,60,103.125,107.6040124
1/10/2020,VN130300,3.203,1.7,2,4.25,0,2.912,103.125,60,103.133,107.6040124
1/8/2019,VN130387,4.118,2.3,2,5.6,0,3.88,105.909,60,106.835,107.3988118
1/9/2019,VN130387,3.863,1.7,2,5.6,0,3.799,106.835,60,106.747,107.3988118
1/10/2019,VN130387,3.857,2.7,2,5.6,0,3.723,106.747,60,106.568,107.3988118
1/11/2019,VN130387,3.871,2,2,5.6,0,3.64,106.568,60,106.535,107.3988118
1/12/2019,VN130387,3.848,2,2,5.6,0,3.557,106.535,60,106.607,107.3988118
1/1/2020,VN130387,3.797,2.7,2,5.6,0,3.568,106.607,60,107.149,107.3988118
1/2/2020,VN130387,3.615,2.7,2,5.6,0,3.487,107.149,60,107.626,107.3988118
1/3/2020,VN130387,3.45,2.3,2,5.6,0,3.415,107.626,60,105.248,107.3988118
1/4/2020,VN130387,4.07,2.7,2,5.6,0,3.32,105.248,60,107.744,107.3988118
1/5/2020,VN130387,3.326,2.3,2,5.6,0,3.248,107.744,60,107.883,107.3988118
1/6/2020,VN130387,3.243,2,2,5.6,0,3.175,107.883,60,107.716,107.3988118
1/7/2020,VN130387,3.243,2,2,5.6,0,3.176,107.716,60,108.568,107.3988118
1/8/2020,VN130387,2.932,1.7,2,5.6,0,3.093,108.568,60,108.706,107.3988118
1/9/2020,VN130387,2.832,2.3,2,5.6,0,3.017,108.706,60,108.758,107.3988118
1/10/2020,VN130387,2.752,2,2,5.6,0,2.937,108.758,60,108.591,107.3988118
1/8/2019,VN140053,3.667,2,2,4.82,0,4.078,104.87,60,105.768,105.7042791
1/9/2019,VN140053,3.438,3,2,4.82,0,3.997,105.768,60,105.395,105.7042791
1/10/2019,VN140053,3.506,2.7,2,4.82,0,4.014,105.395,60,105.16,105.7042791
1/11/2019,VN140053,3.539,2.3,2,4.82,0,3.929,105.16,60,105.095,105.7042791
1/12/2019,VN140053,3.532,2.3,2,4.82,0,3.846,105.095,60,104.857,105.7042791
1/1/2020,VN140053,3.568,2,2,4.82,0,3.762,104.857,60,105.496,105.7042791
1/2/2020,VN140053,3.382,2,2,4.82,0,3.681,105.496,60,106.644,105.7042791
1/3/2020,VN140053,3.064,2.3,2,4.82,0,3.614,106.644,60,104.678,105.7042791
1/4/2020,VN140053,3.546,2.3,2,4.82,0,3.6,104.678,60,106.408,105.7042791
1/5/2020,VN140053,3.055,2,2,4.82,0,3.523,106.408,60,106.795,105.7042791
1/6/2020,VN140053,2.918,2.3,2,4.82,0,3.451,106.795,60,106.539,105.7042791
1/7/2020,VN140053,2.95,2.7,2,4.82,0,3.369,106.539,60,108.058,105.7042791
1/8/2020,VN140053,2.484,2.3,2,4.82,0,3.29,108.058,60,108.306,105.7042791
1/9/2020,VN140053,2.367,2.7,2,4.82,0,3.215,108.306,60,107.919,105.7042791
1/10/2020,VN140053,2.428,2.7,2,4.82,0,3.207,107.919,60,107.895,105.7042791
